trial_nr	onset	event_type	phase	response	nr_frames	prob1	prob2	n1	n2	choice	certainty	onset_abs	duration
3.0	21.84580756397918	stim	0		9	0.55	1.0	47.0	20.0			25.770325558958575	0.3001154279336333
3.0	22.145922991912812	stim	1		15	0.55	1.0	47.0	20.0			26.07044098689221	0.5004061448853463
3.0	22.64632913679816	stim	2		18	0.55	1.0	47.0	20.0			26.570847131777555	0.6011985100340098
3.0	23.247527646832168	stim	3		45	0.55	1.0	47.0	20.0			27.172045641811565	1.4987475001253188
3.0	24.746275146957487	stim	4		9	0.55	1.0	47.0	20.0			28.670793141936883	0.2999807440210134
3.0	25.0462558909785	stim	5		15	0.55	1.0	47.0	20.0			28.970773885957897	0.4997694119811058
3.0	25.546025302959606	stim	6		18	0.55	1.0	47.0	20.0			29.470543297939003	0.6001317498739809
3.0	26.146157052833587	stim	7		48	0.55	1.0	47.0	20.0			30.070675047812983	1.6073589180596173
3.0	27.747506147949025	response	7	j		0.55	1.0	47.0	20.0			31.67202414292842	
3.0	27.753515970893204	choice	7		94					1.0		31.6780339658726	1.5835510150063783
3.0	29.33256599889137	response	7	l		0.55	1.0	47.0	20.0			33.257083993870765	
3.0	29.337066985899583	certainty	7		104						3.0	33.26158498087898	0.3253299400676042
4.0	29.662396925967187	stim	0		9	0.55	1.0	23.0	20.0			33.58691492094658	0.2997109938878566
4.0	29.962107919855043	stim	1		15	0.55	1.0	23.0	20.0			33.88662591483444	0.5023748599924147
4.0	30.464482779847458	stim	2		18	0.55	1.0	23.0	20.0			34.389000774826854	0.5982467930298299
4.0	31.062729572877288	stim	3		45	0.55	1.0	23.0	20.0			34.987247567856684	1.4994823951274157
4.0	32.5622119680047	stim	4		9	0.55	1.0	23.0	20.0			36.4867299629841	0.30069964099675417
4.0	32.86291160900146	stim	5		15	0.55	1.0	23.0	20.0			36.787429603980854	0.4998065398540348
4.0	33.36271814885549	stim	6		18	0.55	1.0	23.0	20.0			37.28723614383489	0.5997681310400367
4.0	33.96248627989553	stim	7		24	0.55	1.0	23.0	20.0			37.887004274874926	0.808042525080964
4.0	34.76397208077833	response	7	k		0.55	1.0	23.0	20.0			38.68849007575773	
4.0	34.77052880497649	choice	7		51					2.0		38.69504679995589	0.9004800259135664
4.0	35.66635605599731	response	7	l		0.55	1.0	23.0	20.0			39.59087405097671	
4.0	35.67100883089006	certainty	7		105						3.0	39.595526825869456	1.7915275490377098
5.0	37.46253637992777	stim	0		9	0.55	1.0	14.0	5.0			41.387054374907166	0.29945960408076644
5.0	37.761995984008536	stim	1		15	0.55	1.0	14.0	5.0			41.68651397898793	0.5009255839977413
5.0	38.26292156800628	stim	2		18	0.55	1.0	14.0	5.0			42.18743956298567	0.5999419949948788
5.0	38.862863563001156	stim	3		45	0.55	1.0	14.0	5.0			42.78738155798055	1.4996525389142334
5.0	40.36251610191539	stim	4		9	0.55	1.0	14.0	5.0			44.287034096894786	0.3000203990377486
5.0	40.66253650095314	stim	5		15	0.55	1.0	14.0	5.0			44.587054495932534	0.5002603358589113
5.0	41.16279683681205	stim	6		18	0.55	1.0	14.0	5.0			45.087314831791446	0.5990991920698434
5.0	41.76189602888189	stim	7		44	0.55	1.0	14.0	5.0			45.68641402386129	1.4613002149853855
5.0	43.216544889844954	response	7	j		0.55	1.0	14.0	5.0			47.14106288482435	
5.0	43.22319624386728	choice	7		68					1.0		47.147714238846675	0.812150320969522
5.0	44.030782255809754	response	7	j		0.55	1.0	14.0	5.0			47.95530025078915	
5.0	44.0353465648368	certainty	7		105						1.0	47.9598645598162	1.2274064801167697
6.0	45.26275304495357	stim	0		9	0.55	1.0	23.0	7.0			49.187271039932966	0.2996168320532888
6.0	45.56236987700686	stim	1		15	0.55	1.0	23.0	7.0			49.486887871986255	0.499259018804878
6.0	46.06162889581174	stim	2		18	0.55	1.0	23.0	7.0			49.98614689079113	0.600767657160759
6.0	46.662396552972496	stim	3		45	0.55	1.0	23.0	7.0			50.58691454795189	1.4998944378457963
6.0	48.16229099081829	stim	4		9	0.55	1.0	23.0	7.0			52.08680898579769	0.28472267207689583
6.0	48.44701366289519	stim	5		15	0.55	1.0	23.0	7.0			52.371531657874584	0.4996186699718237
6.0	48.94663233286701	stim	6		18	0.55	1.0	23.0	7.0			52.87115032784641	0.6005474710837007
6.0	49.54717980395071	stim	7		49	0.55	1.0	23.0	7.0			53.47169779893011	1.655873087933287
6.0	51.1496515260078	response	7	j		0.55	1.0	23.0	7.0			55.0741695209872	
6.0	51.203052891884	choice	7		70					1.0		55.127570886863396	0.6997647411189973
6.0	51.898190228966996	response	7	j		0.55	1.0	23.0	7.0			55.82270822394639	
6.0	51.902817633002996	certainty	7		105						1.0	55.82733562798239	1.1436359158251435
7.0	53.04645354882814	stim	0		9	0.55	1.0	80.0	20.0			56.970971543807536	0.30025824904441833
7.0	53.34671179787256	stim	1		15	0.55	1.0	80.0	20.0			57.271229792851955	0.49967672396451235
7.0	53.84638852183707	stim	2		18	0.55	1.0	80.0	20.0			57.77090651681647	0.6158058610744774
7.0	54.46219438291155	stim	3		45	0.55	1.0	80.0	20.0			58.386712377890944	1.4999840690288693
7.0	55.96217845194042	stim	4		9	0.55	1.0	80.0	20.0			59.886696446919814	0.29994811303913593
7.0	56.26212656497955	stim	5		15	0.55	1.0	80.0	20.0			60.18664455995895	0.4845478408969939
7.0	56.74667440587655	stim	6		18	0.55	1.0	80.0	20.0			60.671192400855944	0.6155663400422782
7.0	57.362240745918825	stim	7		19	0.55	1.0	80.0	20.0			61.28675874089822	0.6253071040846407
7.0	57.96520720189437	response	7	j		0.55	1.0	80.0	20.0			61.88972519687377	
7.0	57.987547850003466	choice	7		49					1.0		61.91206584498286	1.0155097148381174
7.0	58.99840111890808	response	7	l		0.55	1.0	80.0	20.0			62.922919113887474	
7.0	59.00305756484158	certainty	7		105						3.0	62.92757555982098	1.8592421330977231
8.0	60.86229969793931	stim	0		9	0.55	1.0	11.0	10.0			64.7868176929187	0.2996665339451283
8.0	61.161966231884435	stim	1		15	0.55	1.0	11.0	10.0			65.08648422686383	0.5001222400460392
8.0	61.662088471930474	stim	2		18	0.55	1.0	11.0	10.0			65.58660646690987	0.5842246778775007
8.0	62.246313149807975	stim	3		45	0.55	1.0	11.0	10.0			66.17083114478737	1.514821934979409
8.0	63.761135084787384	stim	4		9	0.55	1.0	11.0	10.0			67.68565307976678	0.30086504900828004
8.0	64.06200013379566	stim	5		15	0.55	1.0	11.0	10.0			67.98651812877506	0.4846180381719023
8.0	64.54661817196757	stim	6		18	0.55	1.0	11.0	10.0			68.47113616694696	0.6153218660037965
8.0	65.16194003797136	stim	7		11	0.55	1.0	11.0	10.0			69.08645803295076	0.37642600294202566
8.0	65.53143852879293	response	7	k		0.55	1.0	11.0	10.0			69.45595652377233	
8.0	65.53836604091339	choice	7		32					2.0		69.46288403589278	0.697628540918231
8.0	66.23130460781977	response	7	l		0.55	1.0	11.0	10.0			70.15582260279916	
8.0	66.23599458183162	certainty	7		105						3.0	70.16051257681102	2.426199503010139
9.0	68.66219408484176	stim	0		9	0.55	1.0	11.0	7.0			72.58671207982115	0.29953888012096286
9.0	68.96173296496272	stim	1		15	0.55	1.0	11.0	7.0			72.88625095994212	0.5004231079947203
9.0	69.46215607295744	stim	2		18	0.55	1.0	11.0	7.0			73.38667406793684	0.5845566960051656
9.0	70.0467127689626	stim	3		45	0.55	1.0	11.0	7.0			73.971230763942	1.5145671518985182
9.0	71.56127992086112	stim	4		9	0.55	1.0	11.0	7.0			75.48579791584052	0.29973110905848444
9.0	71.86101102991961	stim	5		15	0.55	1.0	11.0	7.0			75.785529024899	0.5007877228781581
9.0	72.36179875279777	stim	6		18	0.55	1.0	11.0	7.0			76.28631674777716	0.5999940000474453
9.0	72.96179275284521	stim	7		46	0.55	1.0	11.0	7.0			76.88631074782461	1.540162970079109
9.0	74.46475567878224	response	7	k		0.55	1.0	11.0	7.0			78.38927367376164	
9.0	74.50195572292432	choice	7		69					2.0		78.42647371790372	0.7672889330424368
9.0	75.26470003486611	response	7	k		0.55	1.0	11.0	7.0			79.1892180298455	
9.0	75.26924465596676	certainty	7		105						2.0	79.19376265094616	1.1770458738319576
10.0	76.44629052979872	stim	0		9	0.55	1.0	7.0	5.0			80.37080852477811	0.31509758019819856
10.0	76.76138810999691	stim	1		15	0.55	1.0	7.0	5.0			80.68590610497631	0.4990819408558309
10.0	77.26047005085275	stim	2		18	0.55	1.0	7.0	5.0			81.18498804583214	0.6012030651327223
10.0	77.86167311598547	stim	3		45	0.55	1.0	7.0	5.0			81.78619111096486	1.4993375658523291
10.0	79.3610106818378	stim	4		9	0.55	1.0	7.0	5.0			83.2855286768172	0.3009185951668769
10.0	79.66192927700467	stim	5		15	0.55	1.0	7.0	5.0			83.58644727198407	0.4991670597810298
10.0	80.1610963367857	stim	6		18	0.55	1.0	7.0	5.0			84.0856143317651	0.5858504471834749
10.0	80.74694678396918	stim	7		21	0.55	1.0	7.0	5.0			84.67146477894858	0.7236192009877414
10.0	81.46389263798483	response	7	k		0.55	1.0	7.0	5.0			85.38841063296422	
10.0	81.47056598495692	choice	7		52					2.0		85.39508397993632	1.0319159899372607
10.0	82.4977819188498	response	7	l		0.55	1.0	7.0	5.0			86.42229991382919	
10.0	82.50248197489418	certainty	7		105						3.0	86.42699996987358	1.7444466969463974
11.0	84.24692867184058	stim	0		9	0.55	1.0	20.0	5.0			88.17144666681997	0.29984778305515647
11.0	84.54677645489573	stim	1		15	0.55	1.0	20.0	5.0			88.47129444987513	0.4996893520001322
11.0	85.04646580689587	stim	2		18	0.55	1.0	20.0	5.0			88.97098380187526	0.6150453090667725
11.0	85.66151111596264	stim	3		45	0.55	1.0	20.0	5.0			89.58602911094204	1.4851860739290714
11.0	87.14669718989171	stim	4		9	0.55	1.0	20.0	5.0			91.07121518487111	0.31402050191536546
11.0	87.46071769180708	stim	5		15	0.55	1.0	20.0	5.0			91.38523568678647	0.48600974306464195
11.0	87.94672743487172	stim	6		18	0.55	1.0	20.0	5.0			91.87124542985111	0.5995730969589204
11.0	88.54630053183064	stim	7		16	0.55	1.0	20.0	5.0			92.47081852681004	0.5576173420995474
11.0	89.09775659698062	response	7	j		0.55	1.0	20.0	5.0			93.02227459196001	
11.0	89.10391787393019	choice	7		37					1.0		93.02843586890958	0.6977740570437163
11.0	89.79724353598431	response	7	k		0.55	1.0	20.0	5.0			93.7217615309637	
11.0	89.8016919309739	certainty	7		105						2.0	93.7262099259533	2.2449004258960485
12.0	92.04659235686995	stim	0		9	0.55	1.0	94.0	28.0			95.97111035184935	0.3146713280584663
12.0	92.36126368492842	stim	1		15	0.55	1.0	94.0	28.0			96.28578167990781	0.5167412399314344
12.0	92.87800492485985	stim	2		15	0.55	1.0	94.0	28.0			96.80252291983925	0.5686680690851063
12.0	93.44667299394496	stim	3		45	0.55	1.0	94.0	28.0			97.37119098892435	1.5145154669880867
12.0	94.96118846093304	stim	4		9	0.55	1.0	94.0	28.0			98.88570645591244	0.300050375983119
12.0	95.26123883691616	stim	5		15	0.55	1.0	94.0	28.0			99.18575683189556	0.4850802740547806
12.0	95.74631911097094	stim	6		18	0.55	1.0	94.0	28.0			99.67083710595034	0.6148197068832815
12.0	96.36113881785423	stim	7		29	0.55	1.0	94.0	28.0			100.28565681283362	0.9601458599790931
12.0	97.31529792188667	response	7	j		0.55	1.0	94.0	28.0			101.23981591686606	
12.0	97.32128467783332	choice	7		57					1.0		101.24580267281272	0.932230536127463
12.0	98.2490096387919	response	7	l		0.55	1.0	94.0	28.0			102.1735276337713	
12.0	98.25351521396078	certainty	7		105						3.0	102.17803320894018	1.5936141719575971
13.0	99.84712938591838	stim	0		9	0.55	1.0	11.0	5.0			103.77164738089778	0.29942266386933625
13.0	100.14655204978772	stim	1		15	0.55	1.0	11.0	5.0			104.07107004476711	0.4987219402100891
13.0	100.6452739899978	stim	2		18	0.55	1.0	11.0	5.0			104.5697919849772	0.6018056748434901
13.0	101.2470796648413	stim	3		45	0.55	1.0	11.0	5.0			105.17159765982069	1.513995337067172
13.0	102.76107500190847	stim	4		9	0.55	1.0	11.0	5.0			106.68559299688786	0.2855911459773779
13.0	103.04666614788584	stim	5		15	0.55	1.0	11.0	5.0			106.97118414286524	0.5003895810805261
13.0	103.54705572896637	stim	6		18	0.55	1.0	11.0	5.0			107.47157372394577	0.5989166749641299
13.0	104.1459724039305	stim	7		1	0.55	1.0	11.0	5.0			108.0704903989099	0.0570118089672178
13.0	104.19635809096508	response	7	j		0.55	1.0	11.0	5.0			108.12087608594447	
13.0	104.20298421289772	choice	7		28					1.0		108.12750220787711	0.8842104070354253
13.0	105.0826737578027	response	7	k		0.55	1.0	11.0	5.0			109.00719175278209	
13.0	105.08719461993314	certainty	7		105						2.0	109.01171261491254	2.559607716044411
14.0	107.64680233597755	stim	0		9	0.55	1.0	47.0	14.0			111.57132033095695	0.2995286569930613
14.0	107.94633099297062	stim	1		15	0.55	1.0	47.0	14.0			111.87084898795001	0.499982857843861
14.0	108.44631385081448	stim	2		18	0.55	1.0	47.0	14.0			112.37083184579387	0.6003751701209694
14.0	109.04668902093545	stim	3		45	0.55	1.0	47.0	14.0			112.97120701591484	1.4997287159785628
14.0	110.54641773691401	stim	4		9	0.55	1.0	47.0	14.0			114.4709357318934	0.29943734407424927
14.0	110.84585508098826	stim	5		15	0.55	1.0	47.0	14.0			114.77037307596765	0.501024184981361
14.0	111.34687926596962	stim	6		18	0.55	1.0	47.0	14.0			115.27139726094902	0.5993817439302802
14.0	111.9462610098999	stim	7		13	0.55	1.0	47.0	14.0			115.8707790048793	0.44300310290418565
14.0	112.38287851097994	response	7	j		0.55	1.0	47.0	14.0			116.30739650595933	
14.0	112.38926411280409	choice	7		37					1.0		116.31378210778348	0.7981767531018704
14.0	113.18295970396139	response	7	k		0.55	1.0	47.0	14.0			117.10747769894078	
14.0	113.18744086590596	certainty	7		105						2.0	117.11195886088535	2.258987881941721
15.0	115.44642874784768	stim	0		9	0.55	1.0	33.0	28.0			119.37094674282707	0.2996311441529542
15.0	115.74605989200063	stim	1		15	0.55	1.0	33.0	28.0			119.67057788698003	0.49996774294413626
15.0	116.24602763494477	stim	2		18	0.55	1.0	33.0	28.0			120.17054562992416	0.600373059976846
15.0	116.84640069492161	stim	3		45	0.55	1.0	33.0	28.0			120.77091868990101	1.5005709680262953
15.0	118.34697166294791	stim	4		9	0.55	1.0	33.0	28.0			122.2714896579273	0.2987677298951894
15.0	118.6457393928431	stim	5		15	0.55	1.0	33.0	28.0			122.5702573878225	0.502698291093111
15.0	119.14843768393621	stim	6		18	0.55	1.0	33.0	28.0			123.0729556789156	0.598018127027899
15.0	119.74645581096411	stim	7		4	0.55	1.0	33.0	28.0			123.6709738059435	0.15895982086658478
15.0	119.89944661594927	response	7	k		0.55	1.0	33.0	28.0			123.82396461092867	
15.0	119.90541563183069	choice	7		29					2.0		123.82993362681009	0.8139210629742593
15.0	120.71509908698499	response	7	l		0.55	1.0	33.0	28.0			124.63961708196439	
15.0	120.71933669480495	certainty	7		105						3.0	124.64385468978435	2.5274567240849137
16.0	123.24679341888987	stim	0		9	0.55	1.0	67.0	20.0			127.17131141386926	0.29999537696130574
16.0	123.54678879585117	stim	1		15	0.55	1.0	67.0	20.0			127.47130679083057	0.5007951511070132
16.0	124.04758394695818	stim	2		17	0.55	1.0	67.0	20.0			127.97210194193758	0.599162831902504
16.0	124.64674677886069	stim	3		45	0.55	1.0	67.0	20.0			128.57126477384008	1.4990613679401577
16.0	126.14580814680085	stim	4		9	0.55	1.0	67.0	20.0			130.07032614178024	0.3008473301306367
16.0	126.44665547693148	stim	5		15	0.55	1.0	67.0	20.0			130.37117347191088	0.4992514098994434
16.0	126.94590688683093	stim	6		18	0.55	1.0	67.0	20.0			130.87042488181032	0.600069415057078
16.0	127.545976301888	stim	7		11	0.55	1.0	67.0	20.0			131.4704942968674	0.37420527008362114
16.0	127.91449399688281	response	7	j		0.55	1.0	67.0	20.0			131.8390119918622	
16.0	127.92018157197163	choice	7		57					1.0		131.84469956695102	1.5336505929008126
16.0	129.44915051478893	response	7	j		0.55	1.0	67.0	20.0			133.37366850976832	
16.0	129.45383216487244	certainty	7		105						1.0	133.37835015985183	1.5927344779483974
1.0	131.04656664282084	stim	0		150							134.97108463780023	4.998733208980411
17.0	136.04529985180125	stim	0		9	1.0	0.55	28.0	112.0			139.96981784678064	0.30062210909090936
17.0	136.34592196089216	stim	1		15	1.0	0.55	28.0	112.0			140.27043995587155	0.5007469889242202
17.0	136.84666894981638	stim	2		18	1.0	0.55	28.0	112.0			140.77118694479577	0.5988112851046026
17.0	137.44548023492098	stim	3		45	1.0	0.55	28.0	112.0			141.36999822990038	1.500946668908
17.0	138.94642690382898	stim	4		9	1.0	0.55	28.0	112.0			142.87094489880838	0.30060261115431786
17.0	139.2470295149833	stim	5		15	1.0	0.55	28.0	112.0			143.1715475099627	0.5123185620177537
17.0	139.75934807700105	stim	6		13	1.0	0.55	28.0	112.0			143.68386607198045	0.6206331357825547
17.0	140.3799812127836	stim	7		14	1.0	0.55	28.0	112.0			144.304499207763	0.47375876922160387
17.0	140.84792257798836	response	7	k		1.0	0.55	28.0	112.0			144.77244057296775	
17.0	140.8537399820052	choice	7		45					2.0		144.7782579769846	1.0326536637730896
17.0	141.88184210588224	response	7	l		1.0	0.55	28.0	112.0			145.80636010086164	
17.0	141.8863936457783	certainty	7		104						3.0	145.8109116407577	1.959147877059877
18.0	143.84554152283818	stim	0		9	1.0	0.55	28.0	66.0			147.77005951781757	0.30096310400404036
18.0	144.14650462684222	stim	1		15	1.0	0.55	28.0	66.0			148.0710226218216	0.5002133219968528
18.0	144.64671794883907	stim	2		18	1.0	0.55	28.0	66.0			148.57123594381846	0.5997267081402242
18.0	145.2464446569793	stim	3		45	1.0	0.55	28.0	66.0			149.1709626519587	1.4994747168384492
18.0	146.74591937381774	stim	4		9	1.0	0.55	28.0	66.0			150.67043736879714	0.30051053618080914
18.0	147.04642990999855	stim	5		15	1.0	0.55	28.0	66.0			150.97094790497795	0.49992191488854587
18.0	147.5463518248871	stim	6		18	1.0	0.55	28.0	66.0			151.4708698198665	0.5998973320238292
18.0	148.14624915691093	stim	7		57	1.0	0.55	28.0	66.0			152.07076715189032	1.9092123419977725
18.0	150.04879714897834	response	7	j		1.0	0.55	28.0	66.0			153.97331514395773	
18.0	150.0554614989087	choice	7		88					1.0		153.9799794938881	1.0296550679486245
18.0	151.05100419581868	response	7	k		1.0	0.55	28.0	66.0			154.97552219079807	
18.0	151.08511656685732	certainty	7		105						2.0	155.00963456183672	0.5609972919337451
19.0	151.64611385879107	stim	0		9	1.0	0.55	14.0	47.0			155.57063185377046	0.3002955561969429
19.0	151.946409414988	stim	1		15	1.0	0.55	14.0	47.0			155.8709274099674	0.49971745582297444
19.0	152.44612687081099	stim	2		18	1.0	0.55	14.0	47.0			156.37064486579038	0.5996698990929872
19.0	153.04579676990397	stim	3		45	1.0	0.55	14.0	47.0			156.97031476488337	1.5001667640171945
19.0	154.54596353392117	stim	4		9	1.0	0.55	14.0	47.0			158.47048152890056	0.30028936895541847
19.0	154.84625290287659	stim	5		15	1.0	0.55	14.0	47.0			158.77077089785598	0.4991460090968758
19.0	155.34539891197346	stim	6		18	1.0	0.55	14.0	47.0			159.26991690695286	0.6006336729042232
19.0	155.94603258487768	stim	7		9	1.0	0.55	14.0	47.0			159.87055057985708	0.3094541560858488
19.0	156.24885030696169	response	7	k		1.0	0.55	14.0	47.0			160.17336830194108	
19.0	156.25548674096353	choice	7		33					2.0		160.18000473594293	0.7976137339137495
19.0	157.04852602491155	response	7	l		1.0	0.55	14.0	47.0			160.97304401989095	
19.0	157.05310047487728	certainty	7		105						3.0	160.97761846985668	2.3930385299026966
20.0	159.44613900477998	stim	0		9	1.0	0.55	20.0	80.0			163.37065699975938	0.3002237561158836
20.0	159.74636276089586	stim	1		15	1.0	0.55	20.0	80.0			163.67088075587526	0.4993626920040697
20.0	160.24572545289993	stim	2		18	1.0	0.55	20.0	80.0			164.17024344787933	0.5995699290651828
20.0	160.84529538196512	stim	3		45	1.0	0.55	20.0	80.0			164.7698133769445	1.5006685839034617
20.0	162.34596396586858	stim	4		9	1.0	0.55	20.0	80.0			166.27048196084797	0.3003601310774684
20.0	162.64632409694605	stim	5		15	1.0	0.55	20.0	80.0			166.57084209192544	0.4993992419913411
20.0	163.1457233389374	stim	6		18	1.0	0.55	20.0	80.0			167.07024133391678	0.6005626749247313
20.0	163.74628601386212	stim	7		36	1.0	0.55	20.0	80.0			167.67080400884151	1.2099588180426508
20.0	164.9490691178944	response	7	k		1.0	0.55	20.0	80.0			168.8735871128738	
20.0	164.95624483190477	choice	7		73					2.0		168.88076282688417	1.2309216980356723
20.0	166.18248017085716	response	7	semicolon		1.0	0.55	20.0	80.0			170.10699816583656	
20.0	166.18716652994044	certainty	7		105						4.0	170.11168452491984	1.058169940020889
21.0	167.24533646996133	stim	0		9	1.0	0.55	5.0	14.0			171.16985446494073	0.30094329500570893
21.0	167.54627976496704	stim	1		15	1.0	0.55	5.0	14.0			171.47079775994644	0.49950195592828095
21.0	168.04578172089532	stim	2		18	1.0	0.55	5.0	14.0			171.97029971587472	0.6005098689347506
21.0	168.64629158983007	stim	3		45	1.0	0.55	5.0	14.0			172.57080958480947	1.4993505631573498
21.0	170.14564215298742	stim	4		9	1.0	0.55	5.0	14.0			174.07016014796682	0.3004633418750018
21.0	170.44610549486242	stim	5		15	1.0	0.55	5.0	14.0			174.37062348984182	0.5001850069966167
21.0	170.94629050185904	stim	6		18	1.0	0.55	5.0	14.0			174.87080849683844	0.5998565030749887
21.0	171.54614700493403	stim	7		38	1.0	0.55	5.0	14.0			175.47066499991342	1.275274446932599
21.0	172.81513173691928	response	7	k		1.0	0.55	5.0	14.0			176.73964973189868	
21.0	172.82142145186663	choice	7		59					2.0		176.74593944684602	0.6976903949398547
21.0	173.51439336990006	response	7	k		1.0	0.55	5.0	14.0			177.43891136487946	
21.0	173.51911184680648	certainty	7		105						2.0	177.44362984178588	1.5265197490807623
22.0	175.04563159588724	stim	0		9	1.0	0.55	10.0	16.0			178.97014959086664	0.2999315350316465
22.0	175.3455631309189	stim	1		15	1.0	0.55	10.0	16.0			179.2700811258983	0.5004401509650052
22.0	175.8460032818839	stim	2		18	1.0	0.55	10.0	16.0			179.7705212768633	0.6001864259596914
22.0	176.4461897078436	stim	3		45	1.0	0.55	10.0	16.0			180.37070770282298	1.4992035860195756
22.0	177.94539329386316	stim	4		9	1.0	0.55	10.0	16.0			181.86991128884256	0.3005276781041175
22.0	178.24592097196728	stim	5		15	1.0	0.55	10.0	16.0			182.17043896694668	0.5000649578869343
22.0	178.7459859298542	stim	6		18	1.0	0.55	10.0	16.0			182.6705039248336	0.5996221769601107
22.0	179.34560810681432	stim	7		15	1.0	0.55	10.0	16.0			183.27012610179372	0.5081036940682679
22.0	179.84767273487523	response	7	k		1.0	0.55	10.0	16.0			183.77219072985463	
22.0	179.8537118008826	choice	7		42					2.0		183.778229795862	0.8982168359216303
22.0	180.74767909990624	response	7	j		1.0	0.55	10.0	16.0			184.67219709488563	
22.0	180.75192863680422	certainty	7		105						1.0	184.67644663178362	2.094075086992234
23.0	182.84600372379646	stim	0		9	1.0	0.55	20.0	33.0			186.77052171877585	0.298915300052613
23.0	183.14491902384907	stim	1		15	1.0	0.55	20.0	33.0			187.06943701882847	0.5012122991029173
23.0	183.646131322952	stim	2		18	1.0	0.55	20.0	33.0			187.57064931793138	0.6001805709674954
23.0	184.24631189391948	stim	3		45	1.0	0.55	20.0	33.0			188.17082988889888	1.4994291858747602
23.0	185.74574107979424	stim	4		9	1.0	0.55	20.0	33.0			189.67025907477364	0.3001459331717342
23.0	186.04588701296598	stim	5		15	1.0	0.55	20.0	33.0			189.97040500794537	0.49990549497306347
23.0	186.54579250793904	stim	6		18	1.0	0.55	20.0	33.0			190.47031050291844	0.5999837508425117
23.0	187.14577625878155	stim	7		15	1.0	0.55	20.0	33.0			191.07029425376095	0.5074312221258879
23.0	187.64725504093803	response	7	j		1.0	0.55	20.0	33.0			191.57177303591743	
23.0	187.65320748090744	choice	7		40					1.0		191.57772547588684	0.8334311870858073
23.0	188.48202926898375	response	7	l		1.0	0.55	20.0	33.0			192.40654726396315	
23.0	188.48663866799325	certainty	7		105						3.0	192.41115666297264	2.159694471862167
24.0	190.64633313985541	stim	0		9	1.0	0.55	7.0	23.0			194.5708511348348	0.29938282794319093
24.0	190.9457159677986	stim	1		15	1.0	0.55	7.0	23.0			194.870233962778	0.5000290900934488
24.0	191.44574505789205	stim	2		18	1.0	0.55	7.0	23.0			195.37026305287145	0.5998406719882041
24.0	192.04558572988026	stim	3		45	1.0	0.55	7.0	23.0			195.97010372485965	1.5005266671068966
24.0	193.54611239698716	stim	4		9	1.0	0.55	7.0	23.0			197.47063039196655	0.29952476592734456
24.0	193.8456371629145	stim	5		15	1.0	0.55	7.0	23.0			197.7701551578939	0.499997264938429
