trial_nr	array_nr	stim_nr	x	y
3.0	1	1	-0.5064444597075974	-2.034123263781768
3.0	1	2	0.17986100378259415	0.505975185005679
3.0	1	3	-0.6028035985352173	0.1251471398135367
3.0	1	4	1.376730319227821	-0.4139336785954493
3.0	1	5	-0.06878040780855718	-0.3978378733500261
3.0	1	6	3.770898227228589	0.5327231048945512
3.0	1	7	2.868158734492437	-3.714834039539806
3.0	1	8	1.969796420013189	3.5632527657224493
3.0	1	9	-1.0878184310660801	2.412676880598136
3.0	1	10	-4.05348567349815	-0.8651924768602278
3.0	1	11	1.276877109064573	0.27836767957033853
3.0	1	12	3.869529483147282	-2.9584505010646254
3.0	1	13	-0.4639492247599628	4.0961471210956315
3.0	1	14	2.090109984418318	-0.815548277956586
3.0	1	15	2.562317414728663	1.1241735763088567
3.0	1	16	0.7781270008231503	-0.3083316084038383
3.0	1	17	2.018770030075129	0.0884869350417661
3.0	1	18	3.938231160623414	1.3137199951899723
3.0	1	19	-1.8256211873810277	-0.21522107695547393
3.0	1	20	2.164151820271778	-1.8116154037087993
3.0	1	21	4.637442205079715	-0.7156325669653089
3.0	1	22	-1.2550327060305246	4.347165355208676
3.0	1	23	-2.7696049253986605	-1.294878591581221
3.0	1	24	-2.8432322476233542	0.8543979683198096
3.0	1	25	0.8621823903694183	-2.2021821415369502
3.0	1	26	4.896604805409603	0.2738726116230281
3.0	1	27	-3.8308625095337634	0.017180262377587175
3.0	1	28	2.6034714991668775	-2.319777382092667
3.0	1	29	1.5021376555031345	2.2971134486894
3.0	1	30	-0.6112209675140559	-1.0872189570137534
3.0	1	31	0.10890653777314012	-4.530546580528208
3.0	1	32	-0.7801850373766036	1.832151060253915
3.0	1	33	0.9016215136941936	3.108686958952005
3.0	1	34	3.784735222443959	2.438675918135923
3.0	1	35	-0.4431767098530552	2.5240536878756292
3.0	1	36	-0.11666933688869488	3.0581286354520256
3.0	1	37	4.207196613788044	-1.452626032463225
3.0	1	38	-0.30129363537960224	1.0611432061385209
3.0	1	39	1.4036297425235642	-3.871452447598838
3.0	1	40	2.381296070139124	-2.932949221110979
3.0	1	41	0.9432116082109705	1.1860131912262253
3.0	1	42	3.1490258767183317	-2.0580453596875468
3.0	1	43	3.971162672497144	-0.6746378839817948
3.0	1	44	1.670503983585626	-1.3416967206405483
3.0	1	45	2.7174032397470973	2.318869892190033
3.0	1	46	-0.13274549373276884	1.7546380765587
3.0	1	47	0.6708450666525048	4.2974663909185535
3.0	2	1	-1.921655525746355	-0.6393239944868745
3.0	2	2	-0.024519987746605954	-0.012895235072216557
3.0	2	3	0.09849113766450523	-1.0723374675368373
3.0	2	4	0.7047050354081986	-1.5685544780576877
3.0	2	5	-1.5841501057441285	0.6653294437525782
3.0	2	6	-2.259878160061947	2.2864681483462084
3.0	2	7	2.4073722602358205	3.045335948099121
3.0	2	8	2.0804717404639934	4.417165524420756
3.0	2	9	-2.58581918843317	-3.252251434076841
3.0	2	10	1.1437998544565908	0.12373104427950517
3.0	2	11	-4.534892849590218	1.6475688256033252
3.0	2	12	2.8549698963516312	-0.6950433041718878
3.0	2	13	-0.7038336540523644	4.7015931966556135
3.0	2	14	-1.1798452558854375	-1.6751044205887133
3.0	2	15	-2.2658395695351654	0.14600207159673192
3.0	2	16	2.1771684319376714	1.9496913543505094
3.0	2	17	0.7966481679766254	-0.7758707546371914
3.0	2	18	3.6851266684702324	0.14570824312014274
3.0	2	19	0.4161144678490034	1.23109356109658
3.0	2	20	-0.20843200030195957	-3.5375629347060014
4.0	1	1	-1.9249330400375813	1.153402375087061
4.0	1	2	-3.4716152532051496	2.193616029547899
4.0	1	3	-2.4444637021271953	-0.816859859584
4.0	1	4	-0.3904591697339424	-2.3454718460450015
4.0	1	5	0.22307350340750304	-0.1490229401015361
4.0	1	6	-0.49335212321637395	1.0401036322983102
4.0	1	7	-3.154270238125075	3.8144239356188447
4.0	1	8	-1.6190447941358201	-1.9318892324938781
4.0	1	9	1.7687668701805344	-2.9294944300845596
4.0	1	10	-1.426185594265034	-0.11934701800750176
4.0	1	11	-0.46024985214415226	-1.5971684118371685
4.0	1	12	-0.25425412203977465	3.645518014616404
4.0	1	13	-1.2559894264660478	1.229572861129759
4.0	1	14	2.208558127841958	-0.513366813822134
4.0	1	15	-0.2375433259895477	1.9141270001803017
4.0	1	16	-1.7433454056856994	2.797725694868794
4.0	1	17	-4.54869705833132	1.8853012235737432
4.0	1	18	-1.123967435679689	1.8206322461156081
4.0	1	19	3.779434130351265	3.113997408202455
4.0	1	20	3.3777248054570364	-2.288062788097649
4.0	1	21	-0.3122613596269097	-0.7238637725518878
4.0	1	22	-1.9204552536718877	-3.4818019994691456
4.0	1	23	1.500251165052739	-4.29393031268886
4.0	2	1	0.18329829147275312	-0.7495808139335415
4.0	2	2	-0.40727085351514036	-0.587743410318764
4.0	2	3	-0.3800860119670947	0.20188162078698346
4.0	2	4	-4.324498189849158	-0.6085273054763574
4.0	2	5	-2.785234080959308	-2.5522067896195093
4.0	2	6	0.21173893269294303	0.7915842042431592
4.0	2	7	0.0602770274261274	3.261966491181762
4.0	2	8	-2.030676488006022	2.1256082525931443
4.0	2	9	-1.8046709638678646	0.14080608713979872
4.0	2	10	-0.47616606207460355	-4.610313987295479
4.0	2	11	-0.00906269498773551	-1.7477309653043855
4.0	2	12	-1.3420089880341057	-2.8930950964254256
4.0	2	13	-0.7125250344556183	2.8145347273915267
4.0	2	14	-3.470094914185902	-0.694929176112633
4.0	2	15	1.1580562987358474	-2.4926174794993132
4.0	2	16	2.0160257730237308	-3.3640672611204794
4.0	2	17	-3.851366078670008	-1.9604038312362695
4.0	2	18	-2.069838061926775	-1.0835570002691581
4.0	2	19	-0.8659115467226084	4.601330672344846
4.0	2	20	-2.388364282055329	-0.006845010264891562
5.0	1	1	0.4408680073209604	0.7881248738952844
5.0	1	2	-0.2820331295898829	3.0109680119183326
5.0	1	3	2.3563363444779437	1.5923339514838373
5.0	1	4	3.535109768782234	-2.797860275740494
5.0	1	5	0.19787926473351594	4.942524764677811
5.0	1	6	0.8104813591523716	-1.5703425392025159
5.0	1	7	-0.7097460318812983	3.584530472626953
5.0	1	8	-2.183641706576051	0.39346271900897367
5.0	1	9	-0.7249466045407248	-1.9602806032099065
5.0	1	10	3.9505160206775454	-2.2302951560404862
5.0	1	11	0.9765625720378469	3.2350733465048345
5.0	1	12	2.0220314292214248	-1.3311928809958484
5.0	1	13	-0.5101584608924438	1.7754155011230477
5.0	1	14	1.1282254796255209	1.9952189736313493
5.0	2	1	-0.5191677373283723	0.18824962019673072
5.0	2	2	-2.3039408955317717	-0.34560577947838483
5.0	2	3	1.475379053786189	0.7858557710950663
5.0	2	4	0.8166172871392459	-2.8825120500533425
5.0	2	5	-3.0277971130633	-0.8231421488853199
6.0	1	1	-1.3387391514428664	1.5802511066368374
6.0	1	2	1.8027437233844934	1.7868434317589863
6.0	1	3	0.03228283814895165	0.423692663640689
6.0	1	4	1.3156084062071298	-4.511337544542824
6.0	1	5	2.818286546392514	1.5933223746508811
6.0	1	6	-2.2796960405575257	-2.9755556235152696
6.0	1	7	0.6598739836804923	-1.639092108692088
6.0	1	8	3.078170737968833	-0.395002810137199
6.0	1	9	1.1733990040504971	0.7585607558582655
6.0	1	10	2.1321188379919156	-2.1021835315777238
6.0	1	11	-4.435200282868231	1.551352966456463
6.0	1	12	-0.9120519627025272	2.0026039461833838
6.0	1	13	0.018470502134839296	-0.33643397509359807
6.0	1	14	-2.5275198856702845	-1.056571478163323
6.0	1	15	3.0400039121341673	0.4043988211604242
6.0	1	16	3.5514399065479383	1.7632196313233046
6.0	1	17	-3.1779016152753963	-2.201499997168929
6.0	1	18	1.5819779884182257	-1.7533729979521124
6.0	1	19	-0.8174673135854398	2.9051519726316006
6.0	1	20	-2.9279841580735195	0.6844128265837222
6.0	1	21	-4.422506920806024	-0.025794558004939256
6.0	1	22	-0.7524787659505929	-0.025841893546167987
6.0	1	23	3.5448919420005742	-1.1927561302521523
6.0	2	1	-0.0015594070465601113	-0.010156840431188523
6.0	2	2	-2.6574415218727516	1.6207940097135853
6.0	2	3	-0.23276050760715086	-2.8322695395798405
6.0	2	4	2.4466774029068676	-3.079867658550293
6.0	2	5	1.480749040255353	2.6966759878471365
6.0	2	6	-1.2472013274831764	-1.7687933259051696
6.0	2	7	-0.37054094354240213	-1.5108571259591346
7.0	1	1	2.2725332744972437	1.9818513293365998
7.0	1	2	-0.3924810760359228	0.9087160595265117
7.0	1	3	-0.12319614400568944	-0.23701889926598627
7.0	1	4	0.7310673855881665	1.0606201660750212
7.0	1	5	-0.35004137155317666	4.10993364818932
7.0	1	6	-2.7873018084596017	1.4068015181796076
7.0	1	7	1.2610613174322196	-2.3599662975541236
7.0	1	8	0.5225421519842008	-0.016399651731806117
7.0	1	9	-2.8034390327679612	2.3842812902705703
7.0	1	10	1.0993636587348266	0.23376331997105113
7.0	1	11	1.3968897683511283	3.33308073620897
7.0	1	12	2.047767525154238	0.3350680005085786
7.0	1	13	0.06845844468007567	-2.1926643139629056
7.0	1	14	-4.252422901625595	-1.2469858386750834
7.0	1	15	2.0005986200449177	-0.8734941947691627
7.0	1	16	0.8334945375936237	4.0031495344537715
7.0	1	17	1.8123761485293925	3.8099714337174984
7.0	1	18	-2.12340947024735	-0.3802640310621777
7.0	1	19	-2.489542568247113	0.2512859369218351
7.0	1	20	1.0080931710494139	-4.207500988975064
7.0	1	21	1.081110706186587	1.8970361892803604
7.0	1	22	-2.303541931724097	-1.5454647988535504
7.0	1	23	4.298019518733222	1.2214651898278879
7.0	1	24	1.0065108745304658	-0.6174866217994449
7.0	1	25	-3.5136918312368284	-3.416015484927164
7.0	1	26	4.484605343890882	0.4887705650954819
7.0	1	27	-1.5449107040923395	2.2926476352512446
7.0	1	28	1.253522046247896	-1.2096808429517214
7.0	1	29	-0.7040559222843318	2.6644601096520613
7.0	1	30	4.325875268195593	-0.1970698392193014
7.0	1	31	-1.4162335160672785	0.7300025450029933
7.0	1	32	-0.6094699627162448	-1.5355990898794099
7.0	1	33	3.766624570716438	2.6849908785256296
7.0	1	34	0.031823128675078985	3.2919533058895447
7.0	1	35	0.0645912647059147	-4.086176256140933
7.0	1	36	-2.361678930168305	3.8971868147597957
7.0	1	37	-1.0222022441618934	4.68304056750921
7.0	1	38	-4.745934862330607	-0.1040142640238906
7.0	1	39	-0.7719591018887508	0.07822688679359235
7.0	1	40	-0.9309926188030507	-2.2946144567759412
7.0	1	41	-1.0089832481807959	-3.911197437699257
7.0	1	42	-1.016735294188392	-0.8358446782281963
7.0	1	43	-0.04112594092205733	2.216545360172204
7.0	1	44	0.18604328719118354	1.5920179736800264
7.0	1	45	4.592103744485806	-1.8436358082198623
7.0	1	46	-1.8912229174952282	1.4963131306925816
7.0	1	47	0.18254270329765834	-3.434915431611725
7.0	1	48	0.488459627811104	-1.5442656588631891
7.0	1	49	0.05734618891692972	-4.704035105265014
7.0	1	50	-0.20012850921565326	-0.9587791877587291
7.0	1	51	-4.615750384982725	0.5868480342797792
7.0	1	52	-2.8317720003478084	-0.7493380008483269
7.0	1	53	2.5705876847094977	-1.1353526260132574
7.0	1	54	2.630494791832389	-2.503025501055551
7.0	1	55	-1.4364592220811083	-0.3272803118532266
7.0	1	56	-2.6982160991062045	-3.6306424044253927
7.0	1	57	-0.9647956882919078	1.7593678496530283
7.0	1	58	2.2438761026092284	-3.3409591750910552
7.0	1	59	2.136714366533223	1.3367924857389015
7.0	1	60	1.8865098049164322	-2.3285851100074093
7.0	1	61	2.7307460893033637	2.9593166968753155
7.0	1	62	-0.9702927974886234	-4.5493864081742625
7.0	1	63	-2.0667689847966786	0.7281873719956529
7.0	1	64	0.33012317540611086	2.7032344256821936
7.0	1	65	-2.0564979184134633	-3.5836515140454583
7.0	1	66	-1.921849405386393	-4.399550218408424
7.0	1	67	-3.6083945082275846	-0.27733124861505126
7.0	1	68	-1.79548251374427	3.2243457710774135
7.0	1	69	-3.426763306384723	2.8324482682996077
7.0	1	70	3.9356311700403026	1.9811718776636535
7.0	1	71	1.0868320339583466	2.745709935427601
7.0	1	72	-2.4134845551366557	1.8937226248652732
7.0	1	73	0.1665517550008858	0.5368923690979146
7.0	1	74	3.3096343286993246	-0.057415169220203274
7.0	1	75	1.9351202467154052	-1.5751770971725307
7.0	1	76	1.3767694243905915	-3.1458589247501845
7.0	1	77	1.730757260763783	-3.995952589886172
7.0	1	78	-2.755452975772391	-1.9822552699813791
7.0	1	79	-3.2939499392623093	-1.247969964852171
7.0	1	80	1.5659136919801884	0.9977381656251871
7.0	2	1	-0.70443308072621	0.8144815120193808
7.0	2	2	-4.257313636723546	1.4613420037252725
7.0	2	3	2.6437289597997693	1.5079342477025823
7.0	2	4	0.6315144741524583	-1.620518625268371
7.0	2	5	-2.919982557824027	-3.3967881106858413
7.0	2	6	-3.0838820565111633	2.2093094161600177
7.0	2	7	-2.7184295388089517	-2.42311368336501
7.0	2	8	-1.21233933799632	-1.1005269781583036
7.0	2	9	-3.95794376362998	0.22975373405704633
7.0	2	10	-0.19101828855941744	-2.9035689367709234
7.0	2	11	0.2805379035786896	1.1416925719307738
7.0	2	12	-1.9415524129511348	-0.2625535394276317
7.0	2	13	-0.29077557695731965	0.2197356105053109
7.0	2	14	1.8055284478852152	-1.5996741582264344
7.0	2	15	2.093919561793668	4.386141985625583
7.0	2	16	1.2675767498600055	-1.2910134155523227
7.0	2	17	-4.239770499929963	2.4379126693334854
7.0	2	18	-0.4279955875939859	1.8037268577560235
7.0	2	19	1.2647393084399814	1.28494278776054
7.0	2	20	3.0837173499890467	2.6717010660280263
8.0	1	1	-0.5458659460880108	-4.781740460326052
8.0	1	2	-0.8697464577849515	2.957100692986534
8.0	1	3	0.4245394287243871	2.3414212504020533
8.0	1	4	1.6653136119326633	0.8083361266061733
8.0	1	5	3.8861729818796973	2.260442398304928
8.0	1	6	0.08492557180245554	-4.541615741966041
8.0	1	7	0.05892959351879762	-0.12494958210227854
8.0	1	8	-0.9134140233191884	4.601263974305205
8.0	1	9	-2.4207918665598545	3.8783963202117357
8.0	1	10	1.504400688283683	-1.1804507348198032
8.0	1	11	-0.011736891560634373	-0.8907647066547919
8.0	2	1	1.1256465475863218	0.829550964217925
8.0	2	2	-1.0619323849000772	-2.848071699384034
8.0	2	3	-1.5978552203157483	-0.8859987760999749
8.0	2	4	-0.0054003972442597725	0.07094300100247071
8.0	2	5	2.6739853460831764	2.6220326329513477
8.0	2	6	-0.363449219331824	1.1867312432442116
8.0	2	7	-0.9115117667707046	-1.9713413492270657
8.0	2	8	-1.0330787782933961	-3.695735315293814
8.0	2	9	-2.8840919710417268	3.4482792168934266
8.0	2	10	-0.7212597287333513	-0.3329307652742568
9.0	1	1	2.8079952882016155	2.331979663958708
9.0	1	2	0.9081359104794368	0.09043346848715138
9.0	1	3	3.872085477686993	-0.7582380805238863
9.0	1	4	-0.05842327212266822	-0.1868719769495907
9.0	1	5	0.9031131930149935	-3.773080812691331
9.0	1	6	1.21010586568724	0.8798710758598064
9.0	1	7	1.4749338634763074	1.5713352573683486
9.0	1	8	3.542609010884031	-2.6710518465209785
9.0	1	9	-1.1555959929192745	2.5774508317579294
9.0	1	10	-4.740588258810237	-0.41753783381481424
9.0	1	11	-0.39191285885127536	3.4232451898744607
9.0	2	1	0.6000361864673405	0.972361234073455
9.0	2	2	-0.4982335500544961	4.323067206470299
9.0	2	3	-2.491632487103319	3.197979529916858
9.0	2	4	-0.026778920567193967	-0.9961661311119524
9.0	2	5	-1.442826235427259	0.3289563140446534
9.0	2	6	-1.4181824203820688	-2.9790229178762604
9.0	2	7	-2.566114667235177	-0.7453252048090371
10.0	1	1	-3.437986329161333	1.1436612299436333
10.0	1	2	2.3601317886723416	-0.19330644670279568
10.0	1	3	-2.9337799690762907	3.279261234774371
10.0	1	4	0.8864046313474532	0.32701560822462855
10.0	1	5	-2.3410178295140778	-2.489979894692143
10.0	1	6	1.4189786659304915	-0.5427475234979979
10.0	1	7	-0.0576599211510992	-0.4360759862756188
10.0	2	1	-1.9420758441379722	1.1963421820034108
10.0	2	2	-0.10909226004638803	-0.9147374952419384
10.0	2	3	0.7761774531752011	1.9556908517197138
10.0	2	4	-2.79928171703426	-1.4943535731859248
10.0	2	5	1.1807961841516446	-4.309570500048597
11.0	1	1	1.6732401649976207	-4.478570137869264
11.0	1	2	-0.14190467796548864	0.17815057788108557
11.0	1	3	-0.2104903988798801	-0.8852070629121143
11.0	1	4	-3.6823394942390073	-2.4255904264664285
11.0	1	5	-1.6525750246206548	2.393530821621268
11.0	1	6	2.4588746145150266	-3.999208287170909
11.0	1	7	0.9208730723204757	-2.0091297319743435
11.0	1	8	4.118727402404235	1.1750601728682042
11.0	1	9	0.4577942227066023	4.49556721662982
11.0	1	10	0.7286852190912865	-0.05410645135992057
11.0	1	11	-1.331112783040171	0.9233478761943096
11.0	1	12	-2.082456892209871	-0.24662989680147868
11.0	1	13	1.8126057870457637	-1.7733806826075758
11.0	1	14	-0.8464246247198781	-2.3418807783009505
11.0	1	15	-0.009824489327262452	1.3862641044225321
11.0	1	16	2.6173035771430078	-1.6301650070259612
11.0	1	17	3.101836482692462	3.2660837751051415
11.0	1	18	-0.5954395481185784	-3.064711575573898
11.0	1	19	4.062806361121094	-2.4791865591533484
11.0	1	20	3.5164753083313705	-1.619452078874972
11.0	2	1	-0.7836289472389915	4.741231087237634
11.0	2	2	0.2155652412627365	-0.47161160726216655
11.0	2	3	-2.314037916429269	-0.5373503371182738
11.0	2	4	-2.2003508358014323	3.604032563976413
11.0	2	5	2.3951425192009155	-1.8320998597918396
12.0	1	1	-0.16335707373079114	-2.258192481693024
12.0	1	2	-0.8652413357961537	-1.1762066410007277
12.0	1	3	-0.030034556158464263	1.2148088129230137
12.0	1	4	-0.40567968143750316	0.43239528418820117
12.0	1	5	-4.33372666568604	-1.8313740428576901
12.0	1	6	3.258325040843237	3.0058132131193114
12.0	1	7	-2.5372445608589334	2.8737988701941766
12.0	1	8	1.1170529251471009	-4.60427330752956
12.0	1	9	-1.2139873301190558	-2.3357802197931696
12.0	1	10	0.46558725308060994	-3.227191764236725
12.0	1	11	0.6706054399861258	-0.3112884835406148
12.0	1	12	-0.4338454611843742	3.4682903565902063
12.0	1	13	-0.35973813588841647	-0.8202001178469902
12.0	1	14	-3.6018893799982754	1.7671099559546972
12.0	1	15	-1.4490143854450266	0.8909200761718951
12.0	1	16	-2.6512525824555553	-2.1108197067160686
12.0	1	17	3.262113232011467	-0.40500508739307833
12.0	1	18	-1.5678556322552863	2.9090386801612813
12.0	1	19	-1.4685826111986409	1.8862691738814454
12.0	1	20	2.012772891956145	-2.449156044380816
12.0	1	21	-2.126422142033359	0.9450183165743914
12.0	1	22	0.28794065294903604	0.6236627780388442
12.0	1	23	1.633542754180629	2.3747770656664726
12.0	1	24	-1.3405374700040522	4.323804740855684
12.0	1	25	2.3300707670305805	-1.0409570915450554
12.0	1	26	-2.8196262733483026	-0.6336976324981808
12.0	1	27	-4.0321544501777264	-0.11423758358616809
12.0	1	28	0.7164519573102381	-1.3519655460590603
12.0	1	29	0.06748082534733826	-0.22198365961510616
12.0	1	30	1.1522113255509145	-2.5938644174460155
12.0	1	31	1.7020657271831754	1.3701032029834899
12.0	1	32	-2.427498744622515	2.222301721381308
12.0	1	33	2.880647090768016	-2.849839097255026
12.0	1	34	-4.345662716455283	0.7906365083985245
12.0	1	35	1.5313187114372149	0.04099892406678899
12.0	1	36	-0.7818552965906302	-0.07300194479598202
12.0	1	37	4.259597849768472	-1.6744635556120921
12.0	1	38	-3.323885864062291	3.32075809741804
12.0	1	39	2.772835195420075	0.7286388777455428
12.0	1	40	-0.5991217900680821	4.1522427451182375
12.0	1	41	0.9228909182917521	1.424763194169323
12.0	1	42	-2.904247710728895	-3.803071064946096
12.0	1	43	4.8947781302210585	-0.1254832886825612
12.0	1	44	-0.11257261237954766	2.7762938899711425
12.0	1	45	-2.128644792333767	-4.048623688349317
12.0	1	46	1.224459481562882	-3.4549155609222213
12.0	1	47	2.3778170903083446	-3.267354573766613
12.0	1	48	1.2315086217693854	4.623720438464686
12.0	1	49	-3.764281019554876	-2.3061841279897632
12.0	1	50	0.0161173842632674	4.432731953824163
12.0	1	51	3.0027669061722544	-1.0704162991104784
12.0	1	52	-4.140783129912525	2.4957832701672458
12.0	1	53	2.4184371953033805	3.539741811052727
12.0	1	54	3.2884279387229345	-2.2101851936036505
12.0	1	55	-1.4972407011769853	-1.7551240646347592
12.0	1	56	3.709230644883556	0.3381188671840425
12.0	1	57	1.1387332147152718	3.505957965170799
12.0	1	58	-2.829856205949724	1.0275926762133722
12.0	1	59	1.4350245809095794	-1.0030175979589184
12.0	1	60	-4.124864169001048	-0.7335309381895896
12.0	1	61	0.2984025748781774	-0.8494338445247063
12.0	1	62	-1.4148858038160717	3.7048169995981364
12.0	1	63	0.7909688670660815	2.4531100357978866
12.0	1	64	-3.532392099573121	0.32455701830210265
12.0	1	65	-2.489259397076821	3.7042374236416133
12.0	1	66	-1.2188068660162863	-3.009764132605451
12.0	1	67	-1.7356351391144451	-3.5804461306518442
12.0	1	68	-3.236573762751322	-1.669416554510653
12.0	1	69	3.675988843846068	-2.810287467678342
12.0	1	70	-2.435204096345686	0.23002045790933692
12.0	1	71	-0.7328600336841871	2.0221781209487455
12.0	1	72	4.016160045108587	1.0643108388522644
12.0	1	73	1.8097867950286561	4.434798181032534
12.0	1	74	-0.16531292694849956	-3.882204962359652
12.0	1	75	-1.5682720433008543	-0.38753327396176296
12.0	1	76	1.7631671126997484	-3.8187033434072637
12.0	1	77	0.23270749118680456	3.777767788458587
12.0	1	78	3.1797744464622517	1.4527322274218393
12.0	1	79	-3.7625530703020535	-3.2143262182816086
12.0	1	80	-0.710118708213643	2.8523690052312642
12.0	1	81	2.5298134589456747	2.3985130295673023
12.0	1	82	1.6389409732122147	-1.8156988700305228
12.0	1	83	0.9202149440862616	0.3141231923206605
12.0	1	84	-0.4904272953710744	-3.2223973557932073
12.0	1	85	2.2779144919300145	1.6952840785171002
12.0	1	86	-2.1952297714785804	-0.7725533060670376
12.0	1	87	3.872365742332403	2.249394714085659
12.0	1	88	4.591216739862481	1.8104587556299403
12.0	1	89	0.56243341396984	-3.972648985128494
12.0	1	90	-4.7272939080089715	0.11478033628303526
12.0	1	91	-0.5960477590565131	-4.303966870880898
12.0	1	92	-3.6058833957398746	1.067152324255983
12.0	1	93	0.4208052750654316	-2.5719494278929944
12.0	1	94	-0.33292214950894483	-1.537175290139929
12.0	2	1	-1.0937343632051706	-2.7625525657723133
12.0	2	2	1.161143524198639	-2.5349798783598283
12.0	2	3	4.0787251276944225	2.0608196975367923
12.0	2	4	0.5046025803056281	-3.360386037096805
12.0	2	5	0.6284279607140616	4.6258949333168795
12.0	2	6	1.0016068867313332	-4.191596474972382
12.0	2	7	-2.448038540824406	-0.30257751146987844
12.0	2	8	-3.006923980970166	3.7349812970227636
12.0	2	9	1.6040053877928084	-3.8046620792673354
12.0	2	10	3.4841375009525866	-2.2495377519525808
12.0	2	11	3.662402215249161	2.5355261756588483
12.0	2	12	-0.18244765850936126	3.8173596325211716
12.0	2	13	0.35847156750649556	2.7553783134061627
12.0	2	14	-0.34563823361436274	-0.23064710330666277
12.0	2	15	0.13170532258323672	-2.5850601871179966
12.0	2	16	-3.9539822666699385	-2.6682463984320837
12.0	2	17	-4.3206356730441255	-0.8429111415176443
12.0	2	18	3.8573555005357805	1.0152023548900826
12.0	2	19	1.1260681313591727	2.9797503473296842
12.0	2	20	1.818467310365096	-2.8928024201378566
12.0	2	21	-0.4587441461327337	2.8575706050706895
12.0	2	22	-0.6764748758977264	-4.831603452658145
12.0	2	23	0.9074848788730329	0.08947532505034261
12.0	2	24	0.2482205389284904	-0.11088005504052932
12.0	2	25	2.8173547962693513	3.3019033100472894
12.0	2	26	0.39003201687599465	-1.5467905122051957
12.0	2	27	-2.2464304600773826	-2.0120213447829234
12.0	2	28	-1.9928667041920418	-3.9686698508759743
13.0	1	1	0.9653979519792079	1.186166482877046
13.0	1	2	-0.5819249270449974	2.984754370183322
13.0	1	3	3.069407684332427	0.5565695467582932
13.0	1	4	2.301794806746048	-3.1550936880498184
13.0	1	5	-1.5249624465637122	2.436499437136017
13.0	1	6	2.363931763294157	0.5250659735836796
13.0	1	7	4.143126558078016	-1.3304595124700718
13.0	1	8	-0.19205352900327918	1.2705630589749124
13.0	1	9	3.215354641677546	-0.5686959551117743
13.0	1	10	-4.122940476178252	1.5292850205206139
13.0	1	11	1.9306576960571205	1.3779552086171238
13.0	2	1	2.319748579287572	-1.981573864575583
13.0	2	2	-0.1941879505294184	-2.4487507578233627
13.0	2	3	-1.1750770672201503	0.07510720706712111
13.0	2	4	-2.3013238670437746	0.23383723910416285
13.0	2	5	0.05973316852095655	-4.469487597108324
14.0	1	1	-4.079382078424323	2.418943416456941
14.0	1	2	-0.902955825500515	-2.386720195112813
14.0	1	3	2.7325152908117794	-0.6293930108847963
14.0	1	4	1.974228195196294	-2.6343265835441434
14.0	1	5	-0.8318553529699039	-1.7229255115009205
14.0	1	6	3.405618985448838	-2.3288975736318656
14.0	1	7	-0.251511949151263	0.23302872585875128
14.0	1	8	0.5323032784546501	1.3087601272718217
14.0	1	9	-4.842336455408932	0.25922970061105105
14.0	1	10	-0.3789545312752455	-4.371786951069537
14.0	1	11	1.9077617301082435	-0.5169003444733278
14.0	1	12	0.7310738997040217	-0.5467426346613591
14.0	1	13	2.35146950509903	-1.9909062798126536
14.0	1	14	1.1967496452684905	-2.4369700620475165
14.0	1	15	-2.5985688283948742	0.3867427577200472
14.0	1	16	4.114305462646201	-0.30609210513849505
14.0	1	17	-1.5110388231705887	-0.14228988805149254
