bin(n_safe)	risky_first	bin(risky/safe)	chose_risky	pred_mean	hdi_lower	hdi_upper	model_label
Small	False	0	0.15326633165829145	0.22881072026800672	0.19095477386934673	0.26884422110552764	12
Small	False	1	0.3609022556390977	0.377719298245614	0.32706766917293234	0.42857142857142855	12
Small	False	2	0.4166666666666667	0.4471388888888889	0.38333333333333336	0.5041666666666667	12
Small	False	3	0.5874125874125874	0.5691958041958042	0.513986013986014	0.6223776223776224	12
Small	False	4	0.7205882352941176	0.6585171568627451	0.6102941176470589	0.7132352941176471	12
Small	False	5	0.7478991596638656	0.7452941176470589	0.6890756302521008	0.7899159663865546	12
Small	False	6	0.8454545454545455	0.8041515151515152	0.75	0.85	12
Small	True	0	0.3065326633165829	0.3196817420435511	0.2814070351758794	0.36683417085427134	12
Small	True	1	0.46616541353383456	0.45624060150375934	0.39849624060150374	0.5112781954887218	12
Small	True	2	0.5333333333333333	0.523625	0.4583333333333333	0.5708333333333333	12
Small	True	3	0.6643356643356644	0.6282051282051282	0.5734265734265734	0.6783216783216783	12
Small	True	4	0.7463235294117647	0.703468137254902	0.6470588235294118	0.7573529411764706	12
Small	True	5	0.8109243697478992	0.7777731092436975	0.7184873949579832	0.8235294117647058	12
Small	True	6	0.8090909090909091	0.8197424242424243	0.7681818181818182	0.8590909090909091	12
Medium	False	0	0.2652439024390244	0.22895325203252034	0.1798780487804878	0.2682926829268293	12
Medium	False	1	0.44776119402985076	0.35092039800995023	0.2947761194029851	0.39552238805970147	12
Medium	False	2	0.51953125	0.44744791666666667	0.390625	0.5078125	12
Medium	False	3	0.5652173913043478	0.543743961352657	0.4891304347826087	0.5942028985507246	12
Medium	False	4	0.6778523489932886	0.6462639821029083	0.5906040268456376	0.6912751677852349	12
Medium	False	5	0.7611940298507462	0.7252611940298508	0.667910447761194	0.7686567164179104	12
Medium	False	6	0.7787610619469026	0.7870648967551622	0.7389380530973452	0.831858407079646	12
Medium	True	0	0.1798780487804878	0.20284552845528456	0.15548780487804878	0.23780487804878048	12
Medium	True	1	0.25	0.2941915422885572	0.24253731343283583	0.33955223880597013	12
Medium	True	2	0.359375	0.3751041666666667	0.32421875	0.4375	12
Medium	True	3	0.4384057971014493	0.4638164251207729	0.41304347826086957	0.5181159420289855	12
Medium	True	4	0.5268456375838926	0.5465771812080537	0.49328859060402686	0.5906040268456376	12
Medium	True	5	0.5895522388059702	0.6226616915422886	0.5634328358208955	0.6753731343283582	12
Medium	True	6	0.6769911504424779	0.6921533923303835	0.6460176991150443	0.7477876106194691	12
Large	False	0	0.29044117647058826	0.25906862745098036	0.20955882352941177	0.3125	12
Large	False	1	0.34615384615384615	0.34221445221445224	0.2867132867132867	0.38461538461538464	12
Large	False	2	0.42028985507246375	0.4436352657004831	0.37681159420289856	0.4891304347826087	12
Large	False	3	0.5551470588235294	0.5402696078431373	0.4852941176470588	0.5845588235294118	12
Large	False	4	0.5962962962962963	0.6201234567901235	0.5666666666666667	0.674074074074074	12
Large	False	5	0.6267123287671232	0.6831621004566211	0.6301369863013698	0.726027397260274	12
Large	False	6	0.6666666666666666	0.714510582010582	0.6626984126984127	0.7619047619047619	12
Large	True	0	0.12867647058823528	0.13675245098039215	0.09558823529411764	0.17279411764705882	12
Large	True	1	0.20279720279720279	0.19473193473193473	0.14685314685314685	0.23426573426573427	12
Large	True	2	0.25	0.2531521739130435	0.21014492753623187	0.3007246376811594	12
Large	True	3	0.29411764705882354	0.3326225490196078	0.28308823529411764	0.3786764705882353	12
Large	True	4	0.43703703703703706	0.40917283950617284	0.362962962962963	0.45185185185185184	12
Large	True	5	0.5	0.45781963470319637	0.4075342465753425	0.5068493150684932	12
Large	True	6	0.5436507936507936	0.509563492063492	0.45634920634920634	0.5674603174603174	12
