subject	Order	bin(stake size)	bin(risky/safe)	chose_risky	logrs
14	Safe first	Medium	2	0.625	0.5450178745274925
14	Safe first	Medium	3	0.8333333333333334	0.6632357659246874
14	Safe first	Medium	4	0.8333333333333334	0.7906148651994761
14	Safe first	Medium	5	0.7	0.9603927550781162
14	Safe first	Medium	6	1.0	1.2384589998596909
14	Safe first	Large	0	0.25	0.20443592160370805
14	Safe first	Large	1	0.5	0.40421999394989694
14	Safe first	Large	2	0.625	0.5522647587458055
14	Safe first	Large	3	0.625	0.6551298021540869
14	Safe first	Large	4	0.7	0.7722954398917299
14	Safe first	Large	5	0.6	0.9668377845370635
14	Safe first	Large	6	0.625	1.2447740902300233
15	Risky first	Small	0	0.2857142857142857	0.3429989303161358
15	Risky first	Small	1	0.3333333333333333	0.5819407913470098
15	Risky first	Small	2	0.875	0.6931471805599453
15	Risky first	Small	3	0.7	0.8840861375841212
15	Risky first	Small	4	0.8	1.0550389898254366
15	Risky first	Small	5	0.875	1.2021634973985664
15	Risky first	Small	6	1.0	1.3862943611198906
15	Risky first	Medium	0	0.1	0.30792567620811856
15	Risky first	Medium	1	0.1	0.5545775022834182
15	Risky first	Medium	2	0.25	0.7228903815079384
15	Risky first	Medium	3	0.625	0.8739227253899811
15	Risky first	Medium	4	0.6	1.03867298617591
15	Risky first	Medium	5	0.5	1.2083881578098143
15	Risky first	Medium	6	1.0	1.3862943611198906
15	Risky first	Large	0	0.125	0.2998045538975016
15	Risky first	Large	1	0.4166666666666667	0.5584447662656138
15	Risky first	Large	2	0.625	0.7333371429953564
15	Risky first	Large	3	0.625	0.8776821947311162
15	Risky first	Large	4	0.875	1.022230430475162
15	Risky first	Large	5	1.0	1.2002107307039214
15	Risky first	Large	6	1.0	1.3862943611198906
15	Safe first	Small	0	0.0	0.3429989303161358
15	Safe first	Small	1	0.16666666666666666	0.5819407913470098
15	Safe first	Small	2	0.375	0.6931471805599453
15	Safe first	Small	3	0.4	0.8840861375841212
15	Safe first	Small	4	0.9	1.0550389898254366
15	Safe first	Small	5	0.875	1.2021634973985664
15	Safe first	Small	6	0.75	1.3862943611198906
15	Safe first	Medium	0	0.1	0.30792567620811856
15	Safe first	Medium	1	0.3	0.5545775022834182
15	Safe first	Medium	2	0.25	0.7228903815079384
15	Safe first	Medium	3	0.375	0.8739227253899811
15	Safe first	Medium	4	0.6	1.03867298617591
15	Safe first	Medium	5	0.8	1.2083881578098143
15	Safe first	Medium	6	1.0	1.3862943611198906
15	Safe first	Large	0	0.125	0.2998045538975016
15	Safe first	Large	1	0.25	0.5584447662656138
15	Safe first	Large	2	0.125	0.7333371429953564
15	Safe first	Large	3	0.625	0.8776821947311162
15	Safe first	Large	4	0.875	1.022230430475162
15	Safe first	Large	5	0.75	1.2002107307039214
15	Safe first	Large	6	0.875	1.3862943611198906
16	Risky first	Small	0	0.21428571428571427	0.4241295861375813
16	Risky first	Small	1	0.75	0.563391582817403
16	Risky first	Small	2	0.7	0.6783255861292009
16	Risky first	Small	3	0.8333333333333334	0.7796849242584791
16	Risky first	Small	4	0.8	0.8704444875788147
16	Risky first	Small	5	0.875	0.9948536488870309
16	Risky first	Small	6	0.75	1.2155456588459088
16	Risky first	Medium	0	0.1	0.4369808185896358
16	Risky first	Medium	1	0.4	0.554897758556813
16	Risky first	Medium	2	0.5	0.671231945920339
16	Risky first	Medium	3	0.7	0.7684040881398042
16	Risky first	Medium	4	0.5	0.8844063938575161
16	Risky first	Medium	5	0.625	1.0017033924340595
16	Risky first	Medium	6	0.25	1.2211638728089236
16	Risky first	Large	0	0.0	0.44512002733710626
16	Risky first	Large	1	0.0	0.5491878655075656
16	Risky first	Large	2	0.3	0.6657747062603869
16	Risky first	Large	3	0.2	0.7840121854217759
16	Risky first	Large	4	0.0	0.874889530721053
16	Risky first	Large	5	0.08333333333333333	0.9850216779737967
16	Risky first	Large	6	0.125	1.2236514555222155
16	Safe first	Small	0	0.2857142857142857	0.4241295861375813
16	Safe first	Small	1	0.375	0.563391582817403
16	Safe first	Small	2	0.6	0.6783255861292009
16	Safe first	Small	3	0.5	0.7796849242584791
16	Safe first	Small	4	0.5	0.8704444875788147
16	Safe first	Small	5	0.75	0.9948536488870309
16	Safe first	Small	6	0.625	1.2155456588459088
16	Safe first	Medium	0	0.3	0.4369808185896358
16	Safe first	Medium	1	0.6	0.554897758556813
16	Safe first	Medium	2	0.375	0.671231945920339
16	Safe first	Medium	3	0.6	0.7684040881398042
16	Safe first	Medium	4	0.4	0.8844063938575161
16	Safe first	Medium	5	0.75	1.0017033924340595
16	Safe first	Medium	6	0.375	1.2211638728089236
16	Safe first	Large	0	0.375	0.44512002733710626
16	Safe first	Large	1	0.4	0.5491878655075656
16	Safe first	Large	2	0.5	0.6657747062603869
16	Safe first	Large	3	0.7	0.7840121854217759
16	Safe first	Large	4	0.6666666666666666	0.874889530721053
16	Safe first	Large	5	0.75	0.9850216779737967
16	Safe first	Large	6	1.0	1.2236514555222155
17	Risky first	Small	0	0.08333333333333333	0.03338284815613064
17	Risky first	Small	1	0.25	0.1823215567939546
17	Risky first	Small	2	0.625	0.25131442828090617
17	Risky first	Small	3	0.5833333333333334	0.3432064723937194
17	Risky first	Small	4	0.8333333333333334	0.4639974607448429
17	Risky first	Small	5	1.0	0.5552598887891643
17	Risky first	Medium	0	0.3	0.055744767501140026
17	Risky first	Medium	1	0.625	0.188238785617456
17	Risky first	Medium	2	0.625	0.2568393463741986
17	Risky first	Medium	3	0.875	0.3209269430861974
17	Risky first	Medium	4	0.8333333333333334	0.4239748642369084
17	Risky first	Medium	5	0.875	0.5593074779874796
17	Risky first	Large	0	0.5	0.05975840402615461
17	Risky first	Large	1	0.5	0.17013564122533675
17	Risky first	Large	2	0.7	0.24446601196886159
17	Risky first	Large	3	0.7	0.32287442952406625
17	Risky first	Large	4	1.0	0.41837281233567863
17	Risky first	Large	5	0.8	0.5462981037682428
17	Safe first	Small	0	0.041666666666666664	0.03338284815613064
17	Safe first	Small	1	0.0	0.1823215567939546
17	Safe first	Small	2	0.625	0.25131442828090617
17	Safe first	Small	3	0.5833333333333334	0.3432064723937194
17	Safe first	Small	4	1.0	0.4639974607448429
17	Safe first	Small	5	1.0	0.5552598887891643
17	Safe first	Medium	0	0.3	0.055744767501140026
17	Safe first	Medium	1	0.625	0.188238785617456
17	Safe first	Medium	2	1.0	0.2568393463741986
17	Safe first	Medium	3	0.625	0.3209269430861974
17	Safe first	Medium	4	0.9166666666666666	0.4239748642369084
17	Safe first	Medium	5	0.875	0.5593074779874796
17	Safe first	Large	0	0.5625	0.05975840402615461
17	Safe first	Large	1	0.75	0.17013564122533675
17	Safe first	Large	2	0.9	0.24446601196886159
17	Safe first	Large	3	1.0	0.32287442952406625
17	Safe first	Large	4	0.8	0.41837281233567863
17	Safe first	Large	5	1.0	0.5462981037682428
18	Risky first	Small	0	0.14285714285714285	0.07116778660177596
18	Risky first	Small	1	0.625	0.31518278453613624
18	Risky first	Small	2	0.6666666666666666	0.3566749439387324
18	Risky first	Small	3	0.5833333333333334	0.4869950845738266
18	Risky first	Small	4	0.625	0.5955998007781451
18	Risky first	Small	5	0.75	0.6931471805599453
18	Risky first	Small	6	0.625	0.7914333364899763
18	Risky first	Medium	0	0.2	0.06932492161704619
18	Risky first	Medium	1	0.2	0.2761558360863561
18	Risky first	Medium	2	0.125	0.3810700260234484
18	Risky first	Medium	3	0.375	0.47210731713710485
18	Risky first	Medium	4	0.5	0.5954128412965034
18	Risky first	Medium	5	0.7	0.7096682124841649
18	Risky first	Medium	6	0.75	0.8107437328384324
18	Risky first	Large	0	0.0	0.04927321852856683
18	Risky first	Large	1	0.16666666666666666	0.27671820713455947
18	Risky first	Large	2	0.0	0.39515010608174467
18	Risky first	Large	3	0.5	0.4907949970720488
18	Risky first	Large	4	0.375	0.5887532369015755
18	Risky first	Large	5	0.4166666666666667	0.7068105079311419
18	Risky first	Large	6	0.5	0.8242380787720487
18	Safe first	Small	0	0.0	0.07116778660177596
18	Safe first	Small	1	0.75	0.31518278453613624
18	Safe first	Small	2	0.5	0.3566749439387324
18	Safe first	Small	3	0.5	0.4869950845738266
18	Safe first	Small	4	0.625	0.5955998007781451
18	Safe first	Small	5	0.875	0.6931471805599453
18	Safe first	Small	6	1.0	0.7914333364899763
18	Safe first	Medium	0	0.7	0.06932492161704619
18	Safe first	Medium	1	0.6	0.2761558360863561
18	Safe first	Medium	2	0.75	0.3810700260234484
18	Safe first	Medium	3	0.75	0.47210731713710485
18	Safe first	Medium	4	0.9	0.5954128412965034
18	Safe first	Medium	5	0.9	0.7096682124841649
18	Safe first	Medium	6	1.0	0.8107437328384324
18	Safe first	Large	0	0.5	0.04927321852856683
18	Safe first	Large	1	0.5833333333333334	0.27671820713455947
18	Safe first	Large	2	0.75	0.39515010608174467
18	Safe first	Large	3	0.75	0.4907949970720488
18	Safe first	Large	4	0.875	0.5887532369015755
18	Safe first	Large	5	1.0	0.7068105079311419
18	Safe first	Large	6	1.0	0.8242380787720487
19	Risky first	Small	0	0.8	0.4170279125588948
19	Risky first	Small	1	0.9285714285714286	0.5827759161405969
19	Risky first	Small	2	1.0	0.6931471805599453
19	Risky first	Small	3	1.0	0.7818780332849269
19	Risky first	Small	4	0.875	0.8883325500593059
19	Risky first	Small	5	0.875	1.0969311639471298
19	Risky first	Small	6	1.0	1.3316220608786833
19	Risky first	Medium	0	0.3	0.45270944405345837
19	Risky first	Medium	1	0.3333333333333333	0.5688672202959161
19	Risky first	Medium	2	0.5	0.6580828051365751
19	Risky first	Medium	3	0.3	0.7563603161411933
19	Risky first	Medium	4	0.5	0.8801152939068232
19	Risky first	Medium	5	0.5	1.1113222078629619
19	Risky first	Medium	6	0.75	1.3316220608786833
19	Risky first	Large	0	0.1	0.4572040152238701
19	Risky first	Large	1	0.5	0.5754680960613093
19	Risky first	Large	2	0.4	0.6682164249353015
19	Risky first	Large	3	0.4	0.7597792028130532
19	Risky first	Large	4	0.2	0.8758485130084029
19	Risky first	Large	5	0.3	1.0831932564847184
19	Risky first	Large	6	0.375	1.3316220608786833
19	Safe first	Small	0	0.6	0.4170279125588948
19	Safe first	Small	1	0.8571428571428571	0.5827759161405969
19	Safe first	Small	2	0.875	0.6931471805599453
19	Safe first	Small	3	0.75	0.7818780332849269
19	Safe first	Small	4	0.75	0.8883325500593059
19	Safe first	Small	5	0.875	1.0969311639471298
19	Safe first	Small	6	1.0	1.3316220608786833
19	Safe first	Medium	0	0.8	0.45270944405345837
19	Safe first	Medium	1	0.8333333333333334	0.5688672202959161
19	Safe first	Medium	2	0.8	0.6580828051365751
19	Safe first	Medium	3	0.6	0.7563603161411933
19	Safe first	Medium	4	0.8333333333333334	0.8801152939068232
19	Safe first	Medium	5	1.0	1.1113222078629619
19	Safe first	Medium	6	1.0	1.3316220608786833
19	Safe first	Large	0	0.7	0.4572040152238701
19	Safe first	Large	1	0.6666666666666666	0.5754680960613093
19	Safe first	Large	2	0.5	0.6682164249353015
19	Safe first	Large	3	0.6	0.7597792028130532
19	Safe first	Large	4	0.6	0.8758485130084029
19	Safe first	Large	5	0.6	1.0831932564847184
19	Safe first	Large	6	0.5	1.3316220608786833
20	Risky first	Small	0	0.6	0.2921970507442959
20	Risky first	Small	1	0.8	0.49760077784051615
20	Risky first	Small	2	0.25	0.6482800586070583
20	Risky first	Small	3	0.75	0.8460235461867954
20	Risky first	Small	4	0.8333333333333334	0.9945532307732406
20	Risky first	Small	5	0.7	1.119956315702883
20	Risky first	Small	6	0.75	1.3071269587886323
20	Risky first	Medium	0	0.0	0.3278785822388596
20	Risky first	Medium	1	0.125	0.5175641580256908
20	Risky first	Medium	2	0.1	0.6599675197491136
20	Risky first	Medium	3	0.25	0.8514885166572937
20	Risky first	Medium	4	0.3333333333333333	1.0071333401008562
20	Risky first	Medium	5	0.3	1.1351179879624653
20	Risky first	Medium	6	0.25	1.3071269587886323
20	Risky first	Large	0	0.0	0.3418404885175611
20	Risky first	Large	1	0.0	0.5372127482630009
20	Risky first	Large	2	0.1	0.6737709672814793
20	Risky first	Large	3	0.125	0.8365397918972401
20	Risky first	Large	4	0.1	0.973702167323242
20	Risky first	Large	5	0.125	1.1240167117583193
20	Risky first	Large	6	0.4	1.2929558032002038
20	Safe first	Small	0	0.2	0.29219705074429597
20	Safe first	Small	1	0.4	0.49760077784051615
20	Safe first	Small	2	0.25	0.6482800586070583
20	Safe first	Small	3	0.5	0.8460235461867954
20	Safe first	Small	4	0.6666666666666666	0.9945532307732406
20	Safe first	Small	5	0.7	1.119956315702883
20	Safe first	Small	6	1.0	1.3071269587886323
20	Safe first	Medium	0	0.1	0.3278785822388596
20	Safe first	Medium	1	0.25	0.5175641580256908
20	Safe first	Medium	2	0.3	0.6599675197491136
20	Safe first	Medium	3	0.75	0.8514885166572937
20	Safe first	Medium	4	0.8333333333333334	1.0071333401008562
20	Safe first	Medium	5	0.8	1.1351179879624653
20	Safe first	Medium	6	0.625	1.3071269587886323
20	Safe first	Large	0	0.1	0.3418404885175611
20	Safe first	Large	1	0.0	0.5372127482630009
20	Safe first	Large	2	0.0	0.6737709672814793
20	Safe first	Large	3	0.25	0.8365397918972401
20	Safe first	Large	4	0.4	0.973702167323242
20	Safe first	Large	5	0.375	1.1240167117583193
20	Safe first	Large	6	0.1	1.2929558032002038
21	Risky first	Small	0	0.1	0.130465037207938
21	Risky first	Small	1	0.2	0.6068111043969411
21	Risky first	Small	2	0.2	1.0742813955565305
21	Risky first	Small	3	0.3	1.2202844585406665
21	Risky first	Small	4	0.5	1.2769497606374758
21	Risky first	Small	5	0.75	1.333028809844966
21	Risky first	Small	6	0.375	1.3862943611198906
21	Risky first	Medium	0	0.0	0.142589961571225
21	Risky first	Medium	1	0.1	0.614975503300992
21	Risky first	Medium	2	0.0	1.0645319995042861
21	Risky first	Medium	3	0.25	1.2098564120652546
21	Risky first	Medium	4	0.3	1.270438752274951
21	Risky first	Medium	5	0.3	1.3318992508001475
21	Risky first	Medium	6	0.125	1.3862943611198906
21	Risky first	Large	0	0.125	0.094119392808728
21	Risky first	Large	1	0.08333333333333333	0.5812771645798376
21	Risky first	Large	2	0.0	1.0792883090106324
21	Risky first	Large	3	0.0	1.2125591410913086
21	Risky first	Large	4	0.125	1.2673439472797141
21	Risky first	Large	5	0.2	1.3250332193347014
21	Risky first	Large	6	0.2	1.3808641633067005
21	Safe first	Small	0	0.0	0.130465037207938
21	Safe first	Small	1	0.2	0.6068111043969411
21	Safe first	Small	2	0.6	1.0742813955565302
21	Safe first	Small	3	0.7	1.2202844585406665
21	Safe first	Small	4	0.75	1.2769497606374758
21	Safe first	Small	5	0.75	1.333028809844966
21	Safe first	Small	6	0.875	1.3862943611198906
21	Safe first	Medium	0	0.0	0.14258996157122497
21	Safe first	Medium	1	0.3	0.614975503300992
21	Safe first	Medium	2	0.25	1.0645319995042861
21	Safe first	Medium	3	0.125	1.2098564120652546
21	Safe first	Medium	4	0.6	1.270438752274951
21	Safe first	Medium	5	0.4	1.3318992508001475
21	Safe first	Medium	6	0.125	1.3862943611198906
21	Safe first	Large	0	0.0	0.094119392808728
21	Safe first	Large	1	0.08333333333333333	0.5812771645798376
21	Safe first	Large	2	0.125	1.0792883090106324
21	Safe first	Large	3	0.25	1.2125591410913086
21	Safe first	Large	4	0.375	1.2673439472797141
21	Safe first	Large	5	0.1	1.3250332193347014
21	Safe first	Large	6	0.5	1.3808641633067005
22	Risky first	Small	0	0.3	0.2926510804512038
22	Risky first	Small	1	0.3	0.4903933756394448
22	Risky first	Small	2	0.5	0.6510029742968148
22	Risky first	Small	3	0.7	0.8127349878331727
22	Risky first	Small	4	0.75	0.9321616662850922
22	Risky first	Small	5	0.875	1.0691665297540138
22	Risky first	Small	6	1.0	1.2964870551839334
22	Risky first	Medium	0	0.1	0.3224581962833014
22	Risky first	Medium	1	0.2	0.5067221734475469
22	Risky first	Medium	2	0.125	0.6404669227310322
22	Risky first	Medium	3	0.6	0.7925866738728663
22	Risky first	Medium	4	0.7	0.9423330523741248
22	Risky first	Medium	5	0.75	1.0899951372069727
22	Risky first	Medium	6	0.875	1.3018636064891742
22	Risky first	Large	0	0.0	0.33293727697023634
22	Risky first	Large	1	0.0	0.45867541587876604
22	Risky first	Large	2	0.0	0.6268516560037287
22	Risky first	Large	3	0.375	0.7777487823551565
22	Risky first	Large	4	0.25	0.9076428706817503
22	Risky first	Large	5	0.5833333333333334	1.0666186123560102
22	Risky first	Large	6	0.75	1.3045091338218084
22	Safe first	Small	0	0.1	0.2926510804512038
22	Safe first	Small	1	0.1	0.4903933756394448
22	Safe first	Small	2	0.2	0.6510029742968148
22	Safe first	Small	3	0.2	0.8127349878331727
22	Safe first	Small	4	0.375	0.9321616662850922
22	Safe first	Small	5	0.625	1.0691665297540138
22	Safe first	Small	6	1.0	1.2964870551839334
22	Safe first	Medium	0	0.2	0.3224581962833014
22	Safe first	Medium	1	0.6	0.5067221734475469
22	Safe first	Medium	2	0.625	0.6404669227310322
22	Safe first	Medium	3	0.3	0.7925866738728663
22	Safe first	Medium	4	0.6	0.9423330523741248
22	Safe first	Medium	5	1.0	1.0899951372069727
22	Safe first	Medium	6	1.0	1.3018636064891742
22	Safe first	Large	0	0.25	0.33293727697023634
22	Safe first	Large	1	0.625	0.45867541587876604
22	Safe first	Large	2	0.5	0.6268516560037287
22	Safe first	Large	3	0.875	0.7777487823551565
22	Safe first	Large	4	0.75	0.9076428706817503
22	Safe first	Large	5	0.9166666666666666	1.0666186123560102
22	Safe first	Large	6	1.0	1.3045091338218084
23	Risky first	Small	0	0.3125	0.12454362655310794
23	Risky first	Small	1	0.5	0.25131442828090617
23	Risky first	Small	2	0.3333333333333333	0.42285411442292187
23	Risky first	Small	3	0.875	0.6034129366541713
23	Risky first	Small	4	0.875	0.7103953984316831
23	Risky first	Small	5	0.8	0.8506753206514881
23	Risky first	Small	6	1.0	1.007967716840229
23	Risky first	Medium	0	0.2	0.09963490124248635
23	Risky first	Medium	1	0.3	0.2659295684956607
23	Risky first	Medium	2	0.7	0.4405845196901715
23	Risky first	Medium	3	0.6	0.5820177265861153
23	Risky first	Medium	4	0.875	0.7313657694268587
23	Risky first	Medium	5	0.75	0.8555899071185936
23	Risky first	Medium	6	0.875	0.9850484705987106
23	Risky first	Large	0	0.2	0.11280749693809114
23	Risky first	Large	1	0.375	0.2749367122232039
23	Risky first	Large	2	0.375	0.40307274535412674
23	Risky first	Large	3	0.7857142857142857	0.5659465791479105
23	Risky first	Large	4	1.0	0.736072781856143
23	Risky first	Large	5	1.0	0.8135199082650363
23	Risky first	Large	6	0.9166666666666666	0.9626143509615191
23	Safe first	Small	0	0.0625	0.12454362655310794
23	Safe first	Small	1	0.0	0.25131442828090617
23	Safe first	Small	2	0.3333333333333333	0.42285411442292187
23	Safe first	Small	3	0.5	0.6034129366541713
23	Safe first	Small	4	0.5	0.7103953984316831
23	Safe first	Small	5	0.3	0.8506753206514881
23	Safe first	Small	6	0.6666666666666666	1.007967716840229
23	Safe first	Medium	0	0.2	0.09963490124248635
23	Safe first	Medium	1	0.6	0.2659295684956607
23	Safe first	Medium	2	0.7	0.4405845196901715
23	Safe first	Medium	3	0.8	0.5820177265861153
23	Safe first	Medium	4	1.0	0.7313657694268587
23	Safe first	Medium	5	0.875	0.8555899071185936
23	Safe first	Medium	6	1.0	0.9850484705987106
23	Safe first	Large	0	0.0	0.11280749693809114
23	Safe first	Large	1	0.5	0.2749367122232039
23	Safe first	Large	2	1.0	0.40307274535412674
23	Safe first	Large	3	1.0	0.5659465791479105
23	Safe first	Large	4	0.8333333333333334	0.736072781856143
23	Safe first	Large	5	1.0	0.8135199082650363
23	Safe first	Large	6	1.0	0.9626143509615191
25	Risky first	Small	0	0.5833333333333334	0.3414619864372665
25	Risky first	Small	1	0.6666666666666666	0.5715232768456416
25	Risky first	Small	2	1.0	0.6190392084062235
25	Risky first	Small	3	0.8	0.7207443291547259
25	Risky first	Small	4	0.875	0.8197655078167271
25	Risky first	Small	5	0.9	0.9374498605474957
25	Risky first	Small	6	1.0	1.0563432061571263
25	Risky first	Medium	0	0.2	0.3697359518961475
25	Risky first	Medium	1	0.4	0.5663294413248027
25	Risky first	Medium	2	1.0	0.6493167112807325
25	Risky first	Medium	3	0.625	0.7435633104692168
25	Risky first	Medium	4	0.7	0.8298430654748767
25	Risky first	Medium	5	0.8	0.9374498605474957
25	Risky first	Medium	6	0.625	1.0628370777579415
25	Risky first	Large	0	0.375	0.3541041145544622
25	Risky first	Large	1	0.4	0.5505207998567121
25	Risky first	Large	2	0.5	0.653437615829354
25	Risky first	Large	3	0.625	0.7535782603095679
25	Risky first	Large	4	0.9	0.8448465214316775
25	Risky first	Large	5	0.7	0.9429671894004301
25	Risky first	Large	6	0.875	1.073112774101852
25	Safe first	Small	0	0.08333333333333333	0.3414619864372665
25	Safe first	Small	1	0.4166666666666667	0.5715232768456416
25	Safe first	Small	2	0.5	0.6190392084062235
25	Safe first	Small	3	0.4	0.7207443291547259
25	Safe first	Small	4	0.75	0.8197655078167271
25	Safe first	Small	5	0.9	0.9374498605474957
25	Safe first	Small	6	0.625	1.0563432061571263
25	Safe first	Medium	0	0.4	0.3697359518961475
25	Safe first	Medium	1	0.5	0.5663294413248027
25	Safe first	Medium	2	0.5	0.6493167112807325
25	Safe first	Medium	3	0.625	0.7435633104692168
25	Safe first	Medium	4	0.4	0.8298430654748767
25	Safe first	Medium	5	0.6	0.9374498605474957
25	Safe first	Medium	6	0.875	1.0628370777579415
25	Safe first	Large	0	0.125	0.3541041145544622
25	Safe first	Large	1	0.4	0.5505207998567121
25	Safe first	Large	2	0.4	0.653437615829354
25	Safe first	Large	3	0.375	0.7535782603095679
25	Safe first	Large	4	0.4	0.8448465214316775
25	Safe first	Large	5	0.6	0.9429671894004301
25	Safe first	Large	6	0.75	1.073112774101852
26	Risky first	Small	0	0.375	0.43464149312862527
26	Risky first	Small	1	0.5	0.5389965007326869
26	Risky first	Small	2	0.5	0.6034129366541713
26	Risky first	Small	3	0.8	0.7069457548573356
26	Risky first	Small	4	0.9	0.8309061537241617
26	Risky first	Small	5	0.875	0.9186448609675233
26	Risky first	Small	6	0.875	1.0140741236461426
26	Risky first	Medium	0	0.3	0.4170279125588948
26	Risky first	Medium	1	0.375	0.5241724722927297
26	Risky first	Medium	2	0.6	0.6354170680751745
26	Risky first	Medium	3	0.5	0.7228903815079384
26	Risky first	Medium	4	0.6	0.823688733741526
26	Risky first	Medium	5	0.8	0.9239715425235001
26	Risky first	Medium	6	0.875	1.027061866847773
26	Risky first	Large	0	0.3333333333333333	0.40764491406910747
26	Risky first	Large	1	0.25	0.5250862529379606
26	Risky first	Large	2	0.3	0.6354170680751745
26	Risky first	Large	3	0.25	0.7333371429953564
26	Risky first	Large	4	0.7	0.8344842104884188
26	Risky first	Large	5	1.0	0.9273458415161964
26	Risky first	Large	6	0.8	1.019388200248222
26	Safe first	Small	0	0.5	0.43464149312862527
26	Safe first	Small	1	0.75	0.5389965007326869
26	Safe first	Small	2	0.75	0.6034129366541713
26	Safe first	Small	3	0.9	0.7069457548573356
26	Safe first	Small	4	1.0	0.8309061537241617
26	Safe first	Small	5	0.75	0.9186448609675233
26	Safe first	Small	6	1.0	1.0140741236461426
26	Safe first	Medium	0	0.3	0.4170279125588948
26	Safe first	Medium	1	0.25	0.5241724722927297
26	Safe first	Medium	2	0.6	0.6354170680751745
26	Safe first	Medium	3	0.875	0.7228903815079384
26	Safe first	Medium	4	0.7	0.823688733741526
26	Safe first	Medium	5	0.8	0.9239715425235001
26	Safe first	Medium	6	1.0	1.027061866847773
26	Safe first	Large	0	0.5	0.40764491406910747
26	Safe first	Large	1	0.4166666666666667	0.5250862529379606
26	Safe first	Large	2	0.3	0.6354170680751745
26	Safe first	Large	3	0.5	0.7333371429953564
26	Safe first	Large	4	0.6	0.8344842104884188
26	Safe first	Large	5	0.375	0.9273458415161964
26	Safe first	Large	6	0.8	1.019388200248222
27	Risky first	Small	0	0.21428571428571427	0.14297190896774917
27	Risky first	Small	1	0.4	0.3445533195482207
27	Risky first	Small	2	0.5	0.4639974607448429
27	Risky first	Small	3	0.8	0.5905296494698744
27	Risky first	Small	4	0.6666666666666666	0.6931471805599453
27	Risky first	Small	5	0.7	0.7855746796013603
27	Risky first	Small	6	0.875	0.9156862465557726
27	Risky first	Medium	0	0.0	0.13519515563154708
27	Risky first	Medium	1	0.0	0.30239995004776693
27	Risky first	Medium	2	0.4166666666666667	0.43138349133204734
27	Risky first	Medium	3	0.3	0.5790979667018846
27	Risky first	Medium	4	0.75	0.6925213980054157
27	Risky first	Medium	5	0.6	0.807177328413476
27	Risky first	Medium	6	0.625	0.9319710720985129
27	Risky first	Large	0	0.0	0.14339261133729483
27	Risky first	Large	1	0.25	0.31832890364429384
27	Risky first	Large	2	0.4	0.4404973075977052
27	Risky first	Large	3	0.2	0.5643585381652338
27	Risky first	Large	4	0.5	0.6851745144995963
27	Risky first	Large	5	0.9	0.8114785694576687
27	Risky first	Large	6	0.75	0.9404816489822321
27	Safe first	Small	0	0.2857142857142857	0.14297190896774917
27	Safe first	Small	1	0.1	0.3445533195482207
27	Safe first	Small	2	0.16666666666666666	0.4639974607448429
27	Safe first	Small	3	0.6	0.5905296494698744
27	Safe first	Small	4	0.5	0.6931471805599453
27	Safe first	Small	5	0.8	0.7855746796013603
27	Safe first	Small	6	1.0	0.9156862465557726
27	Safe first	Medium	0	0.625	0.13519515563154708
27	Safe first	Medium	1	0.625	0.30239995004776693
27	Safe first	Medium	2	0.5833333333333334	0.43138349133204734
27	Safe first	Medium	3	0.8	0.5790979667018846
27	Safe first	Medium	4	0.75	0.6925213980054157
27	Safe first	Medium	5	0.9	0.807177328413476
27	Safe first	Medium	6	0.75	0.9319710720985129
27	Safe first	Large	0	0.375	0.14339261133729483
27	Safe first	Large	1	0.75	0.31832890364429384
27	Safe first	Large	2	0.7	0.4404973075977052
27	Safe first	Large	3	1.0	0.5643585381652338
27	Safe first	Large	4	1.0	0.6851745144995963
27	Safe first	Large	5	0.9	0.8114785694576687
27	Safe first	Large	6	1.0	0.9404816489822321
28	Risky first	Small	0	0.0	0.2512722349081395
28	Risky first	Small	1	0.0	0.3566749439387324
28	Risky first	Small	2	0.3333333333333333	0.4639974607448429
28	Risky first	Small	3	0.5	0.563391582817403
28	Risky first	Small	4	0.6666666666666666	0.6684445231753714
28	Risky first	Small	5	1.0	0.8075679667743692
28	Risky first	Small	6	0.75	0.947730044911772
28	Risky first	Medium	0	0.16666666666666666	0.26051678953762253
28	Risky first	Medium	1	0.5	0.3810700260234484
28	Risky first	Medium	2	0.5	0.4639974607448429
28	Risky first	Medium	3	0.4166666666666667	0.5372455091342875
28	Risky first	Medium	4	0.8	0.6607933984175158
28	Risky first	Medium	5	1.0	0.7824408853050412
28	Risky first	Medium	6	0.875	0.971676299360964
28	Risky first	Large	0	0.1	0.25080549495852733
28	Risky first	Large	1	0.2	0.3841072546233296
28	Risky first	Large	2	0.3333333333333333	0.47148841269552905
28	Risky first	Large	3	0.3	0.5469800076111163
28	Risky first	Large	4	0.5833333333333334	0.6531921051963021
28	Risky first	Large	5	0.8333333333333334	0.7733931337983323
28	Risky first	Large	6	0.9	0.9525750438904851
28	Safe first	Small	0	0.0	0.2512722349081395
28	Safe first	Small	1	0.16666666666666666	0.3566749439387324
28	Safe first	Small	2	0.0	0.4639974607448429
28	Safe first	Small	3	0.5	0.563391582817403
28	Safe first	Small	4	0.8333333333333334	0.6684445231753714
28	Safe first	Small	5	1.0	0.8075679667743692
28	Safe first	Small	6	1.0	0.947730044911772
28	Safe first	Medium	0	0.0	0.26051678953762253
28	Safe first	Medium	1	0.25	0.3810700260234484
