panel	condition	value
Prior mu	Risky	2.7230220680894677
Prior mu	Risky	2.6548914526846406
Prior mu	Risky	2.653469916061873
Prior mu	Risky	2.7666718709250007
Prior mu	Risky	2.7909191490048797
Prior mu	Risky	2.690926242427369
Prior mu	Risky	2.7278684261118835
Prior mu	Risky	2.882868344246512
Prior mu	Risky	2.7265653222811848
Prior mu	Risky	2.640190405765765
Prior mu	Risky	2.9695004045823508
Prior mu	Risky	2.665410047008866
Prior mu	Risky	2.6506316962557928
Prior mu	Risky	2.590872497813892
Prior mu	Risky	2.613186203204898
Prior mu	Risky	2.5606726710460572
Prior mu	Risky	2.8458596095750437
Prior mu	Risky	2.821658391051739
Prior mu	Risky	2.6565702094559582
Prior mu	Risky	2.6388851811396705
Prior mu	Risky	2.6505491984397986
Prior mu	Risky	2.6473237905830667
Prior mu	Risky	2.6276274708779477
Prior mu	Risky	2.8980974868402423
Prior mu	Risky	2.8162533133609866
Prior mu	Risky	2.7698218744403187
Prior mu	Risky	2.8351678204091155
Prior mu	Risky	2.788428826833129
Prior mu	Risky	2.798217877723837
Prior mu	Risky	2.8627228922640438
Prior mu	Risky	2.699143509443213
Prior mu	Risky	2.891931503287871
Prior mu	Risky	2.7378255881626075
Prior mu	Risky	2.5791458892439287
Prior mu	Risky	2.652624682521386
Prior mu	Risky	2.789002684035807
Prior mu	Risky	2.898582460394385
Prior mu	Risky	2.5627846682288937
Prior mu	Risky	2.671518160591884
Prior mu	Risky	2.7881262983585557
Prior mu	Risky	2.5849166397400376
Prior mu	Risky	2.7255505401508615
Prior mu	Risky	2.7046392339709606
Prior mu	Risky	2.69849826173614
Prior mu	Risky	2.7733111227197136
Prior mu	Risky	2.8551411733839
Prior mu	Risky	2.8372096344992634
Prior mu	Risky	2.8360851499557085
Prior mu	Risky	2.7055370649266486
Prior mu	Risky	2.8051634546833397
Prior mu	Risky	2.865031151376976
Prior mu	Risky	3.011814035708045
Prior mu	Risky	3.0193075458888146
Prior mu	Risky	2.7999326578991486
Prior mu	Risky	2.691308469833925
Prior mu	Risky	2.6806274150288325
Prior mu	Risky	2.628804571495836
Prior mu	Risky	2.531979930008294
Prior mu	Risky	2.5350643495093443
Prior mu	Risky	2.973010245421501
Prior mu	Risky	2.72197825890731
Prior mu	Risky	2.802096198963407
Prior mu	Risky	2.8639227492845114
Prior mu	Risky	2.936686782977617
Prior mu	Risky	2.729388277424441
Prior mu	Risky	2.8452192189563688
Prior mu	Risky	2.7441235150073524
Prior mu	Risky	2.713158151097484
Prior mu	Risky	2.7614383456839526
Prior mu	Risky	2.7440596518218006
Prior mu	Risky	2.6575454308437343
Prior mu	Risky	2.574132920309242
Prior mu	Risky	2.836158601738982
Prior mu	Risky	2.8119084929269884
Prior mu	Risky	2.8471941139375274
Prior mu	Risky	2.824898130408768
Prior mu	Risky	2.8333418147874467
Prior mu	Risky	2.5771600419455676
Prior mu	Risky	2.630885967228132
Prior mu	Risky	2.6519665172983657
Prior mu	Risky	2.836875717833907
Prior mu	Risky	2.46209820448568
Prior mu	Risky	2.5981874100865485
Prior mu	Risky	2.7543778079369465
Prior mu	Risky	2.7399214926874027
Prior mu	Risky	2.7647559060550764
Prior mu	Risky	2.7661592613915906
Prior mu	Risky	2.6153951031824825
Prior mu	Risky	2.615534078092496
Prior mu	Risky	2.5660632710297384
Prior mu	Risky	2.8193795068144945
Prior mu	Risky	2.7970752295880525
Prior mu	Risky	2.8065910259541442
Prior mu	Risky	2.7027633091853067
Prior mu	Risky	2.71338767672487
Prior mu	Risky	2.830278864578151
Prior mu	Risky	2.6930167525960695
Prior mu	Risky	2.870320707506416
Prior mu	Risky	2.8602235876690245
Prior mu	Risky	2.837333786059604
Prior mu	Risky	2.799979219233509
Prior mu	Risky	2.861124315037931
Prior mu	Risky	2.7760167699274145
Prior mu	Risky	2.707634272100784
Prior mu	Risky	2.730401428113085
Prior mu	Risky	2.8331848652748906
Prior mu	Risky	2.715151864300202
Prior mu	Risky	2.7899601557016585
Prior mu	Risky	2.756386398262471
Prior mu	Risky	2.9587915805474623
Prior mu	Risky	2.878434915709339
Prior mu	Risky	2.9116372569899527
Prior mu	Risky	2.7728856966195043
Prior mu	Risky	2.7571760828593344
Prior mu	Risky	2.829087405593493
Prior mu	Risky	2.6360300068431264
Prior mu	Risky	2.7204884917574947
Prior mu	Risky	2.7632368655012374
Prior mu	Risky	2.7281990416418513
Prior mu	Risky	2.5419358113538837
Prior mu	Risky	2.5154384534442134
Prior mu	Risky	2.5667220388026615
Prior mu	Risky	2.8150437157530295
Prior mu	Risky	2.8016493082178404
Prior mu	Risky	2.679476610910492
Prior mu	Risky	2.694751676455792
Prior mu	Risky	2.8602353455943335
Prior mu	Risky	2.5302925633866855
Prior mu	Risky	2.7290243688020737
Prior mu	Risky	2.7863630765380107
Prior mu	Risky	2.6815778504372116
Prior mu	Risky	2.7100358039260564
Prior mu	Risky	2.8368159095143537
Prior mu	Risky	3.006138204883922
Prior mu	Risky	2.397034662709656
Prior mu	Risky	2.6924667370737603
Prior mu	Risky	2.590307265208742
Prior mu	Risky	2.6480534968365923
Prior mu	Risky	2.6582642962378493
Prior mu	Risky	2.6209467507050617
Prior mu	Risky	2.672788413578339
Prior mu	Risky	2.753339412659886
Prior mu	Risky	2.702068834535225
Prior mu	Risky	2.6737157890729173
Prior mu	Risky	2.7003282672220825
Prior mu	Risky	2.8441835224467593
Prior mu	Risky	2.542278846315232
Prior mu	Risky	2.5220878630191996
Prior mu	Risky	2.424644007954745
Prior mu	Risky	2.8356427200397696
Prior mu	Risky	2.7102050243911986
Prior mu	Risky	2.8234077951156547
Prior mu	Risky	2.6919347821993345
Prior mu	Risky	2.895577884072475
Prior mu	Risky	2.803767305066443
Prior mu	Risky	2.784705660092981
Prior mu	Risky	2.845819934073371
Prior mu	Risky	2.829462369335883
Prior mu	Risky	2.621366983975506
Prior mu	Risky	2.8522080935334926
Prior mu	Risky	2.8717427577209387
Prior mu	Risky	2.795863979407627
Prior mu	Risky	2.793584294319862
Prior mu	Risky	2.6610485377765984
Prior mu	Risky	2.71342033402565
Prior mu	Risky	2.6508538878001953
Prior mu	Risky	2.6845910593656757
Prior mu	Risky	2.6750228614447242
Prior mu	Risky	2.7343045062018723
Prior mu	Risky	2.751810195880712
Prior mu	Risky	2.6350558884353172
Prior mu	Risky	2.5938152011577413
Prior mu	Risky	2.7044679359624437
Prior mu	Risky	2.5483474540726427
Prior mu	Risky	2.5605426744342816
Prior mu	Risky	2.7860622029553874
Prior mu	Risky	2.833537539078716
Prior mu	Risky	2.8253492732098398
Prior mu	Risky	2.8110787029453497
Prior mu	Risky	2.827538225111346
Prior mu	Risky	2.8400456352522845
Prior mu	Risky	2.786428004434222
Prior mu	Risky	2.735601743343571
Prior mu	Risky	2.6502491020319843
Prior mu	Risky	2.6401897704146444
Prior mu	Risky	2.666358154748219
Prior mu	Risky	2.795312906944434
Prior mu	Risky	2.8267869673400168
Prior mu	Risky	2.66954847989417
Prior mu	Risky	2.685323085572581
Prior mu	Risky	2.823193736868769
Prior mu	Risky	2.88477627076239
Prior mu	Risky	2.8720661683640616
Prior mu	Risky	2.913321108346555
Prior mu	Risky	2.9155048534577817
Prior mu	Risky	2.6986118722565866
Prior mu	Risky	2.744428607345963
Prior mu	Risky	2.7312298627518756
Prior mu	Risky	2.822031819609112
Prior mu	Risky	2.9223309620067908
Prior mu	Risky	2.8209720917544225
Prior mu	Risky	2.782123489568434
Prior mu	Risky	2.902630280045222
Prior mu	Risky	2.891290369966761
Prior mu	Risky	2.7153648489804767
Prior mu	Risky	2.7110029917779435
Prior mu	Risky	2.7205836488103152
Prior mu	Risky	2.6113981798284147
Prior mu	Risky	2.6728958186162797
Prior mu	Risky	2.5757872465938654
Prior mu	Risky	2.7132797342226276
Prior mu	Risky	2.7281493435859976
Prior mu	Risky	2.7306135838171905
Prior mu	Risky	2.5183833082830045
Prior mu	Risky	2.713254504939575
Prior mu	Risky	2.6637738570764573
Prior mu	Risky	2.7581398007205684
Prior mu	Risky	2.6629369769136675
Prior mu	Risky	2.6825708740435315
Prior mu	Risky	2.786646247385169
Prior mu	Risky	2.6811995076409785
Prior mu	Risky	2.717545945512523
Prior mu	Risky	2.84322394479502
Prior mu	Risky	2.7327297450582733
Prior mu	Risky	2.65664398453776
Prior mu	Risky	2.750288966910028
Prior mu	Risky	2.8240334635976367
Prior mu	Risky	2.788961038343244
Prior mu	Risky	2.7853911713970403
Prior mu	Risky	2.743353517964445
Prior mu	Risky	2.7977867584580807
Prior mu	Risky	2.4854483831404792
Prior mu	Risky	2.7178963771442755
Prior mu	Risky	2.7873833337310043
Prior mu	Risky	2.7535151904689323
Prior mu	Risky	2.820857824773818
Prior mu	Risky	2.7102957996502264
Prior mu	Risky	2.6755648474722644
Prior mu	Risky	2.6844393698828877
Prior mu	Risky	2.7161580295313343
Prior mu	Risky	2.6977453888788205
Prior mu	Risky	2.727663044856628
Prior mu	Risky	2.7284005626285963
Prior mu	Risky	2.687954752905447
Prior mu	Risky	2.6200139082130542
Prior mu	Risky	2.624211621210944
Prior mu	Risky	2.645546867063795
Prior mu	Risky	2.651963526787764
Prior mu	Risky	2.6604276554394564
Prior mu	Risky	2.779422234447724
Prior mu	Risky	2.6839544088701395
Prior mu	Risky	2.591556285152764
Prior mu	Risky	2.742779587443295
Prior mu	Risky	2.7665988454202255
Prior mu	Risky	2.6931216797216386
Prior mu	Risky	2.784474070846755
Prior mu	Risky	2.7386414467152567
Prior mu	Risky	2.6621578651876194
Prior mu	Risky	2.724595966272002
Prior mu	Risky	2.6541024756697604
Prior mu	Risky	2.6675472273329595
Prior mu	Risky	2.6892628486982977
Prior mu	Risky	2.666294684015464
Prior mu	Risky	2.804575591024241
Prior mu	Risky	2.659062142681235
Prior mu	Risky	2.7054839308688856
Prior mu	Risky	2.7734076274327095
Prior mu	Risky	2.7706817819654157
Prior mu	Risky	2.7691564469274983
Prior mu	Risky	2.8504758313042666
Prior mu	Risky	2.767002543851115
Prior mu	Risky	2.8161470256521324
Prior mu	Risky	2.7223527250346855
Prior mu	Risky	2.6826786076398217
Prior mu	Risky	2.865573123643907
Prior mu	Risky	2.6953020226420223
Prior mu	Risky	2.7986058050933575
Prior mu	Risky	2.642468960566673
Prior mu	Risky	2.843352997800267
Prior mu	Risky	2.730792355706326
Prior mu	Risky	2.7507379820223883
Prior mu	Risky	2.843401283006552
Prior mu	Risky	2.7992383027123964
Prior mu	Risky	2.6224917379203396
Prior mu	Risky	2.6166875685304523
Prior mu	Risky	2.522764012677934
Prior mu	Risky	2.753917643667138
Prior mu	Risky	2.7237233489562667
Prior mu	Risky	2.571600118892423
Prior mu	Risky	2.640079440956201
Prior mu	Risky	2.8748018214855406
Prior mu	Risky	2.8378227060642884
Prior mu	Risky	2.7612431643972926
Prior mu	Risky	2.7794901643922367
Prior mu	Risky	2.657370418044342
Prior mu	Risky	2.672728867502452
Prior mu	Risky	2.7722629458884565
Prior mu	Risky	2.677917344533396
Prior mu	Risky	2.7027548485492097
Prior mu	Risky	2.822458142624824
Prior mu	Risky	2.6138591281102066
Prior mu	Risky	2.607111417089377
Prior mu	Risky	2.6284244899422675
Prior mu	Risky	2.718725786039529
Prior mu	Risky	2.5505506656067034
Prior mu	Risky	2.657777949561638
Prior mu	Risky	2.697576441235911
Prior mu	Risky	2.75067686693656
Prior mu	Risky	2.638810598582178
Prior mu	Risky	2.6211207521456434
Prior mu	Risky	2.810786717285271
Prior mu	Risky	2.770384171744169
Prior mu	Risky	2.7620788059266004
Prior mu	Risky	2.727409341089731
Prior mu	Risky	2.8093218147144374
Prior mu	Risky	2.6727154647586313
Prior mu	Risky	2.723740378138319
Prior mu	Risky	2.6848561695843225
Prior mu	Risky	2.5534282376771875
Prior mu	Risky	2.5045045529274748
Prior mu	Risky	2.593991117562153
Prior mu	Risky	2.751329168671341
Prior mu	Risky	2.5026176978928216
Prior mu	Risky	2.7638092645373806
Prior mu	Risky	2.9088741000802365
Prior mu	Risky	2.764244862388823
Prior mu	Risky	2.6522583224282714
Prior mu	Risky	2.635941916443555
Prior mu	Risky	2.7471455421128903
Prior mu	Risky	2.5427754563405474
Prior mu	Risky	2.766143783144436
Prior mu	Risky	2.6902813391383207
Prior mu	Risky	2.7593146482707036
Prior mu	Risky	2.661476821866146
Prior mu	Risky	2.6964871175542178
Prior mu	Risky	2.644238714948616
Prior mu	Risky	2.6358570461951505
Prior mu	Risky	2.735110575297825
Prior mu	Risky	2.8249987214147376
Prior mu	Risky	2.7552023158782255
Prior mu	Risky	2.753220962862423
Prior mu	Risky	2.6290675427454873
Prior mu	Risky	2.689838987942159
Prior mu	Risky	2.6702719227697935
Prior mu	Risky	2.7493666744300422
Prior mu	Risky	2.6227912870461396
Prior mu	Risky	2.737589067364701
Prior mu	Risky	2.6825091260064373
Prior mu	Risky	2.7414435541242677
Prior mu	Risky	2.806996587594306
Prior mu	Risky	2.6558475469125926
Prior mu	Risky	2.911448606210044
Prior mu	Risky	2.9870174723049416
Prior mu	Risky	2.766268503062304
Prior mu	Risky	2.8674409596106183
Prior mu	Risky	2.6388500742764993
Prior mu	Risky	2.7015965736076764
Prior mu	Risky	2.8514241725931897
Prior mu	Risky	2.76365862813909
Prior mu	Risky	2.7236225736141044
Prior mu	Risky	2.7651622173829447
Prior mu	Risky	2.7863575918606514
Prior mu	Risky	2.679854341107753
Prior mu	Risky	2.60724950992029
Prior mu	Risky	2.6812433132551825
Prior mu	Risky	2.655146078130332
Prior mu	Risky	2.6331646716412993
Prior mu	Risky	2.5957551109205603
Prior mu	Risky	2.8000430489999086
Prior mu	Risky	2.79607884446712
Prior mu	Risky	2.7841019496054553
Prior mu	Risky	2.723564661772024
Prior mu	Risky	2.7478132823311374
Prior mu	Risky	2.8341211269056514
Prior mu	Risky	2.820364764704052
Prior mu	Risky	2.7202036472045807
Prior mu	Risky	2.5937098082522456
Prior mu	Risky	2.9063367079139697
Prior mu	Risky	2.6963446524627965
Prior mu	Risky	2.632723898929704
Prior mu	Risky	2.714962170766709
Prior mu	Risky	2.717566754402008
Prior mu	Risky	2.690888243547974
Prior mu	Risky	2.654596839775713
Prior mu	Risky	2.8397403775289103
Prior mu	Risky	2.7453391475967055
Prior mu	Risky	2.7150879505072436
Prior mu	Risky	2.762077785117639
Prior mu	Risky	2.7848133062906704
Prior mu	Risky	2.8484825500133435
Prior mu	Risky	2.8639874414089017
Prior mu	Risky	2.8479747272582205
Prior mu	Risky	2.792560118209739
Prior mu	Risky	2.796414227426827
Prior mu	Risky	2.820631853963477
Prior mu	Risky	2.7699080671344083
Prior mu	Risky	2.829240044032337
Prior mu	Risky	2.5247425980665774
Prior mu	Risky	2.6187906533403655
Prior mu	Risky	2.9568949576021093
Prior mu	Risky	2.794388693732879
Prior mu	Risky	2.8096413852709436
Prior mu	Risky	2.7127652884307527
Prior mu	Risky	2.643291105263355
Prior mu	Risky	2.696028599320193
Prior mu	Risky	2.8131458404154146
Prior mu	Risky	2.8991506535755276
Prior mu	Risky	2.8629693418945372
Prior mu	Risky	2.8255911514059666
Prior mu	Risky	2.8163149503180405
Prior mu	Risky	2.707770410777914
Prior mu	Risky	2.7360883260137627
Prior mu	Risky	2.6965617427132442
Prior mu	Risky	2.693805009464704
Prior mu	Risky	2.721268558031226
Prior mu	Risky	2.8348660911754857
Prior mu	Risky	2.814184700026616
Prior mu	Risky	2.903978158692388
Prior mu	Risky	2.9592676878681288
Prior mu	Risky	2.8556692449068053
Prior mu	Risky	2.7024515227711294
Prior mu	Risky	2.8162786512378863
Prior mu	Risky	2.8337148927957108
Prior mu	Risky	2.761655050121042
Prior mu	Risky	2.7720488475587666
Prior mu	Risky	2.6282526421302115
Prior mu	Risky	2.934161346468346
Prior mu	Risky	2.7740514546351474
Prior mu	Risky	2.753719945075671
Prior mu	Risky	2.681985235305278
Prior mu	Risky	2.6769712269977597
Prior mu	Risky	2.6709723661567337
Prior mu	Risky	2.7138298280820354
Prior mu	Risky	2.862541708905902
Prior mu	Risky	2.875881597139078
Prior mu	Risky	2.5042078896157847
Prior mu	Risky	2.5521036871163933
Prior mu	Risky	2.583119165012787
Prior mu	Risky	2.7230973906869664
Prior mu	Risky	2.817948720328078
Prior mu	Risky	2.697056928046977
Prior mu	Risky	2.8349204441035343
Prior mu	Risky	2.720063783310013
Prior mu	Risky	2.6426043507037944
Prior mu	Risky	2.7137794437396785
Prior mu	Risky	2.812432340781855
Prior mu	Risky	2.7138618648146
Prior mu	Risky	2.59361158446725
Prior mu	Risky	2.6032195740906148
Prior mu	Risky	2.70453030084537
Prior mu	Risky	2.923815611878822
Prior mu	Risky	2.712112742713828
Prior mu	Risky	2.8852329699137
Prior mu	Risky	2.8080277404482596
Prior mu	Risky	2.873140144782639
Prior mu	Risky	2.8945580325793703
Prior mu	Risky	2.890527029704806
Prior mu	Risky	2.893098844821026
Prior mu	Risky	2.787246779791391
Prior mu	Risky	2.7446719347245803
Prior mu	Risky	2.757073699264317
Prior mu	Risky	2.7020229152418387
Prior mu	Risky	2.72038559227995
Prior mu	Risky	2.4610452713010678
Prior mu	Risky	2.5764062085295274
Prior mu	Risky	2.609242823895254
Prior mu	Risky	2.6551417111016065
Prior mu	Risky	2.682772211052325
Prior mu	Risky	2.8196045126538265
Prior mu	Risky	2.6954106545693697
Prior mu	Risky	2.8841421139385703
Prior mu	Risky	2.9595522289357694
Prior mu	Risky	2.997461379246702
Prior mu	Risky	2.7310929987316572
Prior mu	Risky	2.891379700849116
Prior mu	Safe	2.9154280651400972
Prior mu	Safe	2.6387185646917954
Prior mu	Safe	2.630898619814945
Prior mu	Safe	2.616704764164875
Prior mu	Safe	2.5985710334692187
Prior mu	Safe	2.4576691735229796
Prior mu	Safe	2.3203417448915897
Prior mu	Safe	2.3030816549267374
Prior mu	Safe	2.292591286034282
Prior mu	Safe	2.192014367583399
Prior mu	Safe	2.22159845980877
Prior mu	Safe	2.3294134490802434
Prior mu	Safe	2.560386635425662
Prior mu	Safe	2.4982606180751503
Prior mu	Safe	2.7163160958384225
Prior mu	Safe	2.821378813059176
Prior mu	Safe	2.7897044110931666
Prior mu	Safe	2.4246294578667498
Prior mu	Safe	2.533821769072966
Prior mu	Safe	2.5960812101533626
Prior mu	Safe	2.585478585618779
Prior mu	Safe	2.3926855443951927
Prior mu	Safe	2.5645309906741507
Prior mu	Safe	2.5672947650378366
Prior mu	Safe	2.643378694331696
Prior mu	Safe	2.609179688944539
Prior mu	Safe	2.542858136588382
Prior mu	Safe	2.5847678764817186
Prior mu	Safe	2.6578281071967687
Prior mu	Safe	2.3458266323862778
Prior mu	Safe	2.13196647050477
Prior mu	Safe	2.2838514123018734
Prior mu	Safe	2.1450451933942993
Prior mu	Safe	2.0626674284395974
Prior mu	Safe	2.0799228652133976
Prior mu	Safe	1.9657845338424946
Prior mu	Safe	2.3339259696879546
Prior mu	Safe	2.5196502884790486
Prior mu	Safe	2.3989082583408368
Prior mu	Safe	2.277887472906835
Prior mu	Safe	2.3933592645419215
Prior mu	Safe	2.44113917592879
Prior mu	Safe	2.4164589001578185
Prior mu	Safe	2.3645928259278466
Prior mu	Safe	2.4385536827057814
Prior mu	Safe	2.5733999859196826
Prior mu	Safe	2.1843607007758177
Prior mu	Safe	2.35203548123214
Prior mu	Safe	2.4721947464136758
Prior mu	Safe	2.5476130735058735
Prior mu	Safe	2.398021276463188
Prior mu	Safe	2.633831961591782
Prior mu	Safe	2.327323184329102
Prior mu	Safe	2.1621130039935927
Prior mu	Safe	2.1683070291832767
Prior mu	Safe	2.2740590232404325
Prior mu	Safe	2.513367173388203
Prior mu	Safe	2.7176110170248773
Prior mu	Safe	2.911152806249768
Prior mu	Safe	2.930727480074368
Prior mu	Safe	3.040387349108399
Prior mu	Safe	3.1002527958251824
Prior mu	Safe	2.983921169020302
Prior mu	Safe	3.002909481899569
Prior mu	Safe	2.7927655498961856
Prior mu	Safe	2.895406164352745
Prior mu	Safe	2.5715552521730523
Prior mu	Safe	2.428106866428028
Prior mu	Safe	2.7013973385826016
Prior mu	Safe	2.847428308740654
Prior mu	Safe	2.4855713406893263
Prior mu	Safe	2.2638314818606546
Prior mu	Safe	2.4552284543557823
Prior mu	Safe	2.346963426955175
Prior mu	Safe	2.36863583618495
Prior mu	Safe	2.7451771388513753
Prior mu	Safe	2.6964779634946145
Prior mu	Safe	2.757596688490284
Prior mu	Safe	2.9548390014912
Prior mu	Safe	2.930789987052152
Prior mu	Safe	2.5767085885597747
Prior mu	Safe	2.450069399129105
Prior mu	Safe	2.5637566648319043
Prior mu	Safe	2.611389997033842
Prior mu	Safe	2.655219136760016
Prior mu	Safe	2.5562319228125707
Prior mu	Safe	2.57858543830959
Prior mu	Safe	2.472578190321742
Prior mu	Safe	2.5536996474421034
Prior mu	Safe	2.436176637085831
Prior mu	Safe	2.553415487163678
Prior mu	Safe	2.443818933263408
Prior mu	Safe	2.2912859041662035
Prior mu	Safe	2.184163598714615
Prior mu	Safe	2.195967804713766
Prior mu	Safe	1.915331291562169
Prior mu	Safe	2.1689862432023577
Prior mu	Safe	2.3221730525146755
Prior mu	Safe	2.7215681097155593
Prior mu	Safe	2.0553843973432184
Prior mu	Safe	2.8083381525483824
Prior mu	Safe	2.766299558490761
Prior mu	Safe	2.7014846896847637
Prior mu	Safe	2.59104385087787
Prior mu	Safe	2.782772998793425
Prior mu	Safe	2.5712150382428596
Prior mu	Safe	2.4783399786982145
Prior mu	Safe	2.48170282817593
Prior mu	Safe	3.0697963627251745
Prior mu	Safe	3.097624931967434
Prior mu	Safe	3.3250277040029625
Prior mu	Safe	3.251602748151663
Prior mu	Safe	3.2828725590465315
Prior mu	Safe	2.6998874668924846
Prior mu	Safe	2.4796484673369887
Prior mu	Safe	2.8953365509933082
Prior mu	Safe	2.6369050963934986
Prior mu	Safe	2.314133961218198
Prior mu	Safe	2.803317773588119
Prior mu	Safe	2.7154774458629727
Prior mu	Safe	2.122436950876012
Prior mu	Safe	2.273024986498396
Prior mu	Safe	2.4075409012794764
Prior mu	Safe	2.233544150983327
Prior mu	Safe	2.4635209317763493
Prior mu	Safe	2.5678463016935047
Prior mu	Safe	2.418700925691547
Prior mu	Safe	2.509975959661955
Prior mu	Safe	2.391729879213407
Prior mu	Safe	2.30920013590456
Prior mu	Safe	2.2864007144602425
Prior mu	Safe	2.288068532134927
Prior mu	Safe	2.3955864162764264
Prior mu	Safe	2.440741428777404
Prior mu	Safe	2.4308777998531763
Prior mu	Safe	2.0821541262707317
Prior mu	Safe	1.948554462156177
Prior mu	Safe	2.0725170704686966
Prior mu	Safe	2.2036998937702266
Prior mu	Safe	2.1101132471182384
Prior mu	Safe	2.250375280639481
Prior mu	Safe	2.2142980071872493
Prior mu	Safe	2.061008195018829
Prior mu	Safe	2.5661832890264247
Prior mu	Safe	2.5001012034885917
Prior mu	Safe	2.276732160876662
Prior mu	Safe	2.3656228779183532
Prior mu	Safe	2.3921868188957047
Prior mu	Safe	2.261664164261449
Prior mu	Safe	2.2442356318785666
Prior mu	Safe	2.1659968637219116
Prior mu	Safe	2.2892533694270196
Prior mu	Safe	2.3031702385679016
Prior mu	Safe	2.5862986631427645
Prior mu	Safe	2.499454478632821
Prior mu	Safe	2.5576952074240125
Prior mu	Safe	2.3790376654792644
Prior mu	Safe	2.4469614620679896
Prior mu	Safe	2.5693470643462426
Prior mu	Safe	2.556319385717429
Prior mu	Safe	2.0816124435552688
Prior mu	Safe	2.240446165590009
Prior mu	Safe	2.3157808156399864
Prior mu	Safe	2.4336007597200044
Prior mu	Safe	2.490691626079725
Prior mu	Safe	2.4701391100679064
Prior mu	Safe	2.5677674948470695
Prior mu	Safe	2.240591153954821
Prior mu	Safe	2.5712885981056837
Prior mu	Safe	2.6057903421362827
Prior mu	Safe	2.5802637281660687
Prior mu	Safe	2.488548052646709
Prior mu	Safe	2.5207145925106182
Prior mu	Safe	2.4536736342019885
Prior mu	Safe	2.271886816474227
Prior mu	Safe	2.4718423859933347
Prior mu	Safe	2.678013371147825
Prior mu	Safe	2.68059040827943
Prior mu	Safe	2.550225444460797
Prior mu	Safe	2.65104200828248
Prior mu	Safe	2.5792254392483165
Prior mu	Safe	2.5452839851663938
Prior mu	Safe	2.876855763423135
Prior mu	Safe	2.7457918011985387
Prior mu	Safe	2.5783072659605506
Prior mu	Safe	2.6448561029194604
Prior mu	Safe	2.563415086179249
Prior mu	Safe	2.48905166649402
Prior mu	Safe	2.2674750785560227
Prior mu	Safe	2.2724495910434728
Prior mu	Safe	2.307385531754252
Prior mu	Safe	2.6763855612300507
Prior mu	Safe	2.5479477083101227
Prior mu	Safe	2.0677347217671587
Prior mu	Safe	2.2467243004492077
Prior mu	Safe	2.3951247183890008
Prior mu	Safe	2.5351782550277706
Prior mu	Safe	2.6680597258492345
Prior mu	Safe	2.8487426851810422
Prior mu	Safe	2.7256624817403323
Prior mu	Safe	2.91302880445247
Prior mu	Safe	2.4873440720749618
Prior mu	Safe	2.3186008696201417
Prior mu	Safe	2.3100636013056888
Prior mu	Safe	2.4558427884935923
Prior mu	Safe	2.412735943815226
Prior mu	Safe	2.541948962451406
Prior mu	Safe	2.486733756088073
Prior mu	Safe	2.5261848916002823
Prior mu	Safe	2.5234858405653604
Prior mu	Safe	2.3639089823066346
Prior mu	Safe	2.4373371918397293
Prior mu	Safe	2.3318577695091007
Prior mu	Safe	2.796844879701145
Prior mu	Safe	2.5223497154038963
Prior mu	Safe	2.275916615551475
Prior mu	Safe	2.4238745014758307
Prior mu	Safe	2.6061564755175763
Prior mu	Safe	2.3750345618416513
Prior mu	Safe	2.8329149977946653
Prior mu	Safe	2.66491006067527
Prior mu	Safe	2.680203498729942
Prior mu	Safe	2.379889400528316
Prior mu	Safe	2.3959011406498623
Prior mu	Safe	2.72785809325997
Prior mu	Safe	2.815746729483256
Prior mu	Safe	2.439661336463014
Prior mu	Safe	2.48111259246479
Prior mu	Safe	2.457603442288738
Prior mu	Safe	2.519617038936888
Prior mu	Safe	2.5379572713264733
Prior mu	Safe	2.421341280642648
Prior mu	Safe	2.605536117950578
Prior mu	Safe	2.654148179168724
Prior mu	Safe	1.99521487536597
Prior mu	Safe	2.02582201495209
Prior mu	Safe	3.0510439515340746
Prior mu	Safe	2.765670081562417
Prior mu	Safe	2.338524208492841
Prior mu	Safe	2.7262929907888243
Prior mu	Safe	2.4882433890201954
Prior mu	Safe	2.829938491283671
Prior mu	Safe	2.4374070740207814
Prior mu	Safe	2.555693301238062
Prior mu	Safe	2.745460434257434
Prior mu	Safe	2.7566621541331586
Prior mu	Safe	2.934780487156229
Prior mu	Safe	2.893488264232881
Prior mu	Safe	2.725579827540141
Prior mu	Safe	2.933234472254067
Prior mu	Safe	2.9103786253747663
Prior mu	Safe	2.5586130089780847
Prior mu	Safe	2.6539764551684515
Prior mu	Safe	3.0148666290748354
Prior mu	Safe	2.9741505275702407
Prior mu	Safe	3.353689394583667
Prior mu	Safe	2.941241160682921
Prior mu	Safe	2.2325837923321745
Prior mu	Safe	2.5080936337217317
Prior mu	Safe	2.425191005887566
Prior mu	Safe	2.379817486215991
Prior mu	Safe	2.7999266955338427
Prior mu	Safe	2.7878743225751657
Prior mu	Safe	2.700401256120648
Prior mu	Safe	2.4329791121472235
Prior mu	Safe	2.4806272825351376
Prior mu	Safe	2.1730745546866364
Prior mu	Safe	2.23010145358451
Prior mu	Safe	2.207586719945378
Prior mu	Safe	2.3650049242160267
Prior mu	Safe	2.46596179597604
Prior mu	Safe	2.687376027987552
Prior mu	Safe	2.099529793041903
Prior mu	Safe	2.5248628064578496
Prior mu	Safe	2.5444290888759724
Prior mu	Safe	2.5640773421076952
Prior mu	Safe	2.2722525572210266
Prior mu	Safe	2.484795143952402
