model	session	x_kind	x	order	pred_mean	hdi_lo	hdi_hi	data_mean
klw	7t2	ratio	0.0	Risky first	0.26101115760111576	0.21548117154811716	0.303347280334728	0.26778242677824265
klw	7t2	ratio	1.0	Risky first	0.3334155455904335	0.289237668161435	0.37668161434977576	0.33856502242152464
klw	7t2	ratio	2.0	Risky first	0.40305016181229775	0.3640776699029126	0.45145631067961167	0.38349514563106796
klw	7t2	ratio	3.0	Risky first	0.48756352765321376	0.437219730941704	0.5224215246636771	0.4753363228699552
klw	7t2	ratio	4.0	Risky first	0.577346600331675	0.5248756218905473	0.6194029850746269	0.582089552238806
klw	7t2	ratio	5.0	Risky first	0.6327718360071302	0.5909090909090909	0.6818181818181818	0.6256684491978609
klw	7t2	ratio	6.0	Risky first	0.7039233954451346	0.6614906832298136	0.7484472049689441	0.6956521739130435
klw	7t2	safe	5.0	pooled	0.456875	0.43125	0.4864583333333333	0.575
klw	7t2	safe	7.0	pooled	0.4639652777777778	0.43645833333333334	0.4947916666666667	0.5395833333333333
klw	7t2	safe	10.0	pooled	0.46930555555555553	0.4375	0.49375	0.5041666666666667
klw	7t2	safe	14.0	pooled	0.4734930555555556	0.4427083333333333	0.5020833333333333	0.5052083333333334
klw	7t2	safe	20.0	pooled	0.47527430555555555	0.4510416666666667	0.50625	0.42916666666666664
klw	7t2	safe	28.0	pooled	0.4777986111111111	0.446875	0.5041666666666667	0.41770833333333335
klw	7t2	safe	5.0	Safe first	0.4570208333333333	0.4083333333333333	0.49166666666666664	0.5229166666666667
klw	7t2	safe	7.0	Safe first	0.4643333333333334	0.42916666666666664	0.5083333333333333	0.4979166666666667
klw	7t2	safe	10.0	Safe first	0.4700902777777778	0.4354166666666667	0.5145833333333333	0.5458333333333333
klw	7t2	safe	14.0	Safe first	0.47258333333333336	0.4270833333333333	0.5125	0.575
klw	7t2	safe	20.0	Safe first	0.47438888888888886	0.43333333333333335	0.5125	0.5166666666666667
klw	7t2	safe	28.0	Safe first	0.4775277777777778	0.44375	0.51875	0.4895833333333333
klw	7t2	safe	5.0	Risky first	0.4567291666666667	0.42083333333333334	0.49375	0.6270833333333333
klw	7t2	safe	7.0	Risky first	0.46359722222222227	0.41875	0.5	0.58125
klw	7t2	safe	10.0	Risky first	0.46852083333333333	0.42291666666666666	0.5041666666666667	0.4625
klw	7t2	safe	14.0	Risky first	0.47440277777777773	0.43333333333333335	0.5104166666666666	0.4354166666666667
klw	7t2	safe	20.0	Risky first	0.4761597222222222	0.4375	0.5166666666666667	0.3416666666666667
klw	7t2	safe	28.0	Risky first	0.4780694444444444	0.4375	0.5125	0.3458333333333333
1	3t2	ratio	0.0	pooled	0.24118902439024392	0.21239837398373984	0.2703252032520325	0.233739837398374
1	3t2	ratio	1.0	pooled	0.3224805295950156	0.29439252336448596	0.35630841121495327	0.3247663551401869
1	3t2	ratio	2.0	pooled	0.4168435534591195	0.38443396226415094	0.44457547169811323	0.4009433962264151
1	3t2	ratio	3.0	pooled	0.5116549295774647	0.4812206572769953	0.5410798122065728	0.5328638497652582
1	3t2	ratio	4.0	pooled	0.5643886097152429	0.5376884422110553	0.6005025125628141	0.5690954773869347
1	3t2	ratio	5.0	pooled	0.6695502645502646	0.6415343915343915	0.6997354497354498	0.6706349206349206
1	3t2	ratio	6.0	pooled	0.7287425149700598	0.6961077844311377	0.7559880239520959	0.7395209580838323
1	3t2	ratio	0.0	Safe first	0.2578252032520325	0.21747967479674796	0.29878048780487804	0.266260162601626
1	3t2	ratio	1.0	Safe first	0.35112928348909656	0.3060747663551402	0.39485981308411217	0.34813084112149534
1	3t2	ratio	2.0	Safe first	0.45616352201257865	0.41273584905660377	0.5047169811320755	0.46462264150943394
1	3t2	ratio	3.0	Safe first	0.5596322378716745	0.5187793427230047	0.6056338028169014	0.57981220657277
1	3t2	ratio	4.0	Safe first	0.6236097152428811	0.585427135678392	0.6733668341708543	0.6256281407035176
1	3t2	ratio	5.0	Safe first	0.7268342151675485	0.6825396825396826	0.7724867724867724	0.7328042328042328
1	3t2	ratio	6.0	Safe first	0.7801497005988024	0.7365269461077845	0.8143712574850299	0.7754491017964071
1	3t2	ratio	0.0	Risky first	0.22455284552845525	0.17886178861788618	0.258130081300813	0.20121951219512196
1	3t2	ratio	1.0	Risky first	0.29383177570093455	0.2546728971962617	0.3317757009345794	0.3014018691588785
1	3t2	ratio	2.0	Risky first	0.3775235849056604	0.33490566037735847	0.419811320754717	0.33726415094339623
1	3t2	ratio	3.0	Risky first	0.46367762128325507	0.4225352112676056	0.5140845070422535	0.48591549295774644
1	3t2	ratio	4.0	Risky first	0.5051675041876047	0.4648241206030151	0.550251256281407	0.5125628140703518
1	3t2	ratio	5.0	Risky first	0.6122663139329806	0.5740740740740741	0.6587301587301587	0.6084656084656085
1	3t2	ratio	6.0	Risky first	0.6773353293413173	0.6227544910179641	0.7125748502994012	0.7035928143712575
1	3t2	safe	5.0	pooled	0.56140625	0.525	0.5875	0.5552083333333333
1	3t2	safe	7.0	pooled	0.5288402777777778	0.496875	0.5583333333333333	0.5416666666666666
1	3t2	safe	10.0	pooled	0.4942743055555556	0.4625	0.521875	0.496875
1	3t2	safe	14.0	pooled	0.45485763888888886	0.42604166666666665	0.4822916666666667	0.45729166666666665
1	3t2	safe	20.0	pooled	0.4217604166666667	0.396875	0.4510416666666667	0.43020833333333336
1	3t2	safe	28.0	pooled	0.3982569444444445	0.36875	0.425	0.38958333333333334
1	3t2	safe	5.0	Safe first	0.5288263888888889	0.48333333333333334	0.5666666666666667	0.5041666666666667
1	3t2	safe	7.0	Safe first	0.5270347222222223	0.4875	0.5666666666666667	0.5270833333333333
1	3t2	safe	10.0	Safe first	0.5258055555555555	0.4875	0.5666666666666667	0.5708333333333333
1	3t2	safe	14.0	Safe first	0.5165694444444444	0.47291666666666665	0.5541666666666667	0.5541666666666667
1	3t2	safe	20.0	Safe first	0.5087569444444444	0.4666666666666667	0.5416666666666666	0.5125
1	3t2	safe	28.0	Safe first	0.5022986111111111	0.46041666666666664	0.5375	0.475
1	3t2	safe	5.0	Risky first	0.5939861111111111	0.5479166666666667	0.6375	0.60625
1	3t2	safe	7.0	Risky first	0.5306458333333333	0.4791666666666667	0.5729166666666666	0.55625
1	3t2	safe	10.0	Risky first	0.4627430555555555	0.425	0.50625	0.42291666666666666
1	3t2	safe	14.0	Risky first	0.3931458333333333	0.35208333333333336	0.42916666666666664	0.36041666666666666
1	3t2	safe	20.0	Risky first	0.33476388888888886	0.30625	0.3770833333333333	0.34791666666666665
1	3t2	safe	28.0	Risky first	0.2942152777777778	0.25625	0.3375	0.30416666666666664
1	7t2	ratio	0.0	pooled	0.2739016736401674	0.24163179916317992	0.29916317991631797	0.25313807531380755
1	7t2	ratio	1.0	pooled	0.3418759342301943	0.3094170403587444	0.3755605381165919	0.3486547085201794
1	7t2	ratio	2.0	pooled	0.4263551779935275	0.3919902912621359	0.4550970873786408	0.42597087378640774
1	7t2	ratio	3.0	pooled	0.5077877428998505	0.47757847533632286	0.5403587443946188	0.5269058295964125
1	7t2	ratio	4.0	pooled	0.6056757877280265	0.5733830845771144	0.6330845771144279	0.6330845771144279
1	7t2	ratio	5.0	pooled	0.6671078431372549	0.6336898395721925	0.6991978609625669	0.6644385026737968
1	7t2	ratio	6.0	pooled	0.7255331262939958	0.6925465838509317	0.7577639751552795	0.7329192546583851
1	7t2	ratio	0.0	Safe first	0.2693165969316597	0.2301255230125523	0.3075313807531381	0.2384937238493724
1	7t2	ratio	1.0	Safe first	0.3531614349775785	0.3094170403587444	0.3991031390134529	0.35874439461883406
1	7t2	ratio	2.0	Safe first	0.4474271844660194	0.4029126213592233	0.4854368932038835	0.46844660194174753
1	7t2	ratio	3.0	Safe first	0.5384828101644245	0.49551569506726456	0.57847533632287	0.57847533632287
1	7t2	ratio	4.0	Safe first	0.6527529021558872	0.6069651741293532	0.6865671641791045	0.6840796019900498
1	7t2	ratio	5.0	Safe first	0.7107754010695186	0.6711229946524064	0.7513368983957219	0.7032085561497327
1	7t2	ratio	6.0	Safe first	0.7657867494824017	0.7267080745341615	0.8074534161490683	0.7701863354037267
1	7t2	ratio	0.0	Risky first	0.27848675034867504	0.23221757322175732	0.3138075313807531	0.26778242677824265
1	7t2	ratio	1.0	Risky first	0.3305904334828102	0.2914798206278027	0.37668161434977576	0.33856502242152464
1	7t2	ratio	2.0	Risky first	0.4052831715210356	0.3592233009708738	0.44660194174757284	0.38349514563106796
1	7t2	ratio	3.0	Risky first	0.4770926756352766	0.43946188340807174	0.5269058295964125	0.4753363228699552
1	7t2	ratio	4.0	Risky first	0.5585986733001659	0.5074626865671642	0.5970149253731343	0.582089552238806
1	7t2	ratio	5.0	Risky first	0.6234402852049911	0.5775401069518716	0.6657754010695187	0.6256684491978609
1	7t2	ratio	6.0	Risky first	0.68527950310559	0.639751552795031	0.7267080745341615	0.6956521739130435
1	7t2	safe	5.0	pooled	0.563954861111111	0.53125	0.5927083333333333	0.575
1	7t2	safe	7.0	pooled	0.5380069444444444	0.509375	0.5697916666666667	0.5395833333333333
1	7t2	safe	10.0	pooled	0.5068506944444444	0.48020833333333335	0.5375	0.5041666666666667
1	7t2	safe	14.0	pooled	0.4759513888888889	0.446875	0.5020833333333333	0.5052083333333334
1	7t2	safe	20.0	pooled	0.44155555555555553	0.4114583333333333	0.4739583333333333	0.42916666666666664
1	7t2	safe	28.0	pooled	0.4156284722222222	0.3885416666666667	0.44166666666666665	0.41770833333333335
1	7t2	safe	5.0	Safe first	0.5144791666666667	0.47291666666666665	0.56875	0.5229166666666667
1	7t2	safe	7.0	Safe first	0.5174097222222223	0.47708333333333336	0.55625	0.4979166666666667
1	7t2	safe	10.0	Safe first	0.5191944444444444	0.4791666666666667	0.5645833333333333	0.5458333333333333
1	7t2	safe	14.0	Safe first	0.5207291666666667	0.475	0.5583333333333333	0.575
1	7t2	safe	20.0	Safe first	0.5125208333333333	0.46458333333333335	0.55	0.5166666666666667
1	7t2	safe	28.0	Safe first	0.5105972222222223	0.47291666666666665	0.54375	0.4895833333333333
1	7t2	safe	5.0	Risky first	0.6134305555555556	0.5708333333333333	0.6625	0.6270833333333333
1	7t2	safe	7.0	Risky first	0.5586041666666667	0.5166666666666667	0.6	0.58125
1	7t2	safe	10.0	Risky first	0.49450694444444443	0.45416666666666666	0.5333333333333333	0.4625
1	7t2	safe	14.0	Risky first	0.4311736111111111	0.39166666666666666	0.46875	0.4354166666666667
1	7t2	safe	20.0	Risky first	0.37059027777777775	0.3229166666666667	0.41041666666666665	0.3416666666666667
1	7t2	safe	28.0	Risky first	0.3206597222222222	0.28125	0.35625	0.3458333333333333
