chain	draw	Neural uncertainty	distance_to_risk_neutral
0	42	High neural uncertainty	0.1758787767022311
0	42	Low neural uncertainty	0.16455735407392272
0	43	High neural uncertainty	0.18517196417351356
0	43	Low neural uncertainty	0.1627046724980194
0	44	High neural uncertainty	0.17422550885980467
0	44	Low neural uncertainty	0.1667499425473761
0	45	High neural uncertainty	0.1747642424300993
0	45	Low neural uncertainty	0.16062141869369603
0	46	High neural uncertainty	0.18162519344171285
0	46	Low neural uncertainty	0.17153624297648043
0	47	High neural uncertainty	0.17778821580183093
0	47	Low neural uncertainty	0.16574511488577318
0	48	High neural uncertainty	0.18814699759295936
0	48	Low neural uncertainty	0.16459497102324747
0	49	High neural uncertainty	0.18264419057469525
0	49	Low neural uncertainty	0.16406388681996442
0	50	High neural uncertainty	0.1781898698301753
0	50	Low neural uncertainty	0.16385908237067662
0	51	High neural uncertainty	0.17891637912506822
0	51	Low neural uncertainty	0.17361624467125022
0	52	High neural uncertainty	0.18580513635114052
0	52	Low neural uncertainty	0.16105061239744003
0	53	High neural uncertainty	0.1788571355206195
0	53	Low neural uncertainty	0.1656436331873467
0	54	High neural uncertainty	0.1845091998345799
0	54	Low neural uncertainty	0.16447115103168378
0	55	High neural uncertainty	0.17988049061174421
0	55	Low neural uncertainty	0.16640428467299595
0	56	High neural uncertainty	0.18837266435557629
0	56	Low neural uncertainty	0.1705652537536486
0	57	High neural uncertainty	0.18041367173868825
0	57	Low neural uncertainty	0.16384523485171465
0	58	High neural uncertainty	0.18559984033138335
0	58	Low neural uncertainty	0.15663858273218473
0	59	High neural uncertainty	0.17998465482099177
0	59	Low neural uncertainty	0.16292630615912823
0	60	High neural uncertainty	0.181900410613739
0	60	Low neural uncertainty	0.1646375754255898
0	61	High neural uncertainty	0.17582006020005925
0	61	Low neural uncertainty	0.1607219966159458
0	62	High neural uncertainty	0.18629635429050231
0	62	Low neural uncertainty	0.16308811365599227
0	63	High neural uncertainty	0.1801845178011986
0	63	Low neural uncertainty	0.1630617155385758
0	64	High neural uncertainty	0.18283574229380176
0	64	Low neural uncertainty	0.1647309048058883
0	65	High neural uncertainty	0.17858519029122186
0	65	Low neural uncertainty	0.1627451390380266
0	66	High neural uncertainty	0.17643015442820245
0	66	Low neural uncertainty	0.16332700175542172
0	67	High neural uncertainty	0.18513114592778224
0	67	Low neural uncertainty	0.1708480074124648
0	68	High neural uncertainty	0.1758997119010492
0	68	Low neural uncertainty	0.16112940240632156
0	69	High neural uncertainty	0.18740370694860323
0	69	Low neural uncertainty	0.17171952953138808
0	70	High neural uncertainty	0.18001807740478382
0	70	Low neural uncertainty	0.16322051864663092
0	71	High neural uncertainty	0.17824338017528202
0	71	Low neural uncertainty	0.16583019622168152
0	72	High neural uncertainty	0.17546294758753406
0	72	Low neural uncertainty	0.15936306172210465
0	73	High neural uncertainty	0.18302704505183023
0	73	Low neural uncertainty	0.16039439994539262
0	74	High neural uncertainty	0.18333141703077296
0	74	Low neural uncertainty	0.16278594878126554
0	75	High neural uncertainty	0.1783475093981047
0	75	Low neural uncertainty	0.1627908039689254
0	76	High neural uncertainty	0.1825034583969901
0	76	Low neural uncertainty	0.15968649512142732
0	77	High neural uncertainty	0.1842253317683535
0	77	Low neural uncertainty	0.16898038476161617
0	78	High neural uncertainty	0.18551554887373203
0	78	Low neural uncertainty	0.16400526074470517
0	79	High neural uncertainty	0.18502635140532384
0	79	Low neural uncertainty	0.17289851795509686
0	80	High neural uncertainty	0.1796382172308749
0	80	Low neural uncertainty	0.1686837189954473
0	81	High neural uncertainty	0.18020797904711885
0	81	Low neural uncertainty	0.1629922846969721
0	82	High neural uncertainty	0.17620971122321222
0	82	Low neural uncertainty	0.15451274668429962
0	83	High neural uncertainty	0.17896966086348
0	83	Low neural uncertainty	0.16687818800563525
0	84	High neural uncertainty	0.17085396973613443
0	84	Low neural uncertainty	0.16148759663768214
0	85	High neural uncertainty	0.1830378351025558
0	85	Low neural uncertainty	0.16528466364531366
0	86	High neural uncertainty	0.18127353276479874
0	86	Low neural uncertainty	0.16566329837120156
0	87	High neural uncertainty	0.18170304958768088
0	87	Low neural uncertainty	0.16042401828790717
0	88	High neural uncertainty	0.17167784349921478
0	88	Low neural uncertainty	0.16206245040876366
0	89	High neural uncertainty	0.17593429301653637
0	89	Low neural uncertainty	0.15627672506039825
0	90	High neural uncertainty	0.17687711508967735
0	90	Low neural uncertainty	0.16517099476287955
0	91	High neural uncertainty	0.1853886738156787
0	91	Low neural uncertainty	0.16585403613417266
0	92	High neural uncertainty	0.18367893590999065
0	92	Low neural uncertainty	0.16712328132386156
0	93	High neural uncertainty	0.17694772003939965
0	93	Low neural uncertainty	0.1634417427252749
0	94	High neural uncertainty	0.18582025997746301
0	94	Low neural uncertainty	0.164552297629042
0	95	High neural uncertainty	0.17952230620547346
0	95	Low neural uncertainty	0.16480916274083776
0	96	High neural uncertainty	0.18085267164870192
0	96	Low neural uncertainty	0.16373146256931784
0	97	High neural uncertainty	0.18227503441737536
0	97	Low neural uncertainty	0.16221359258935045
0	98	High neural uncertainty	0.177290602291605
0	98	Low neural uncertainty	0.16868172661028435
0	99	High neural uncertainty	0.18229630065351857
0	99	Low neural uncertainty	0.16760834374536707
0	100	High neural uncertainty	0.18243311932310216
0	100	Low neural uncertainty	0.16218967049339794
0	101	High neural uncertainty	0.18299669569154425
0	101	Low neural uncertainty	0.1649361516993325
0	102	High neural uncertainty	0.17811112353479605
0	102	Low neural uncertainty	0.1725217818073409
0	103	High neural uncertainty	0.17974952316985293
0	103	Low neural uncertainty	0.15945079206882848
0	104	High neural uncertainty	0.17562646545983204
0	104	Low neural uncertainty	0.16363816694314368
0	105	High neural uncertainty	0.1737778456066969
0	105	Low neural uncertainty	0.16185437752741202
0	106	High neural uncertainty	0.17498116891520368
0	106	Low neural uncertainty	0.16417802902614284
0	107	High neural uncertainty	0.1746131506734873
0	107	Low neural uncertainty	0.16428231365581278
0	108	High neural uncertainty	0.1786283958511098
0	108	Low neural uncertainty	0.16479061927807367
0	109	High neural uncertainty	0.18324597522632216
0	109	Low neural uncertainty	0.16998949671821323
0	110	High neural uncertainty	0.18124543554885805
0	110	Low neural uncertainty	0.17351826166008
0	111	High neural uncertainty	0.18508765001337057
0	111	Low neural uncertainty	0.16221680147374054
0	112	High neural uncertainty	0.18343541476608666
0	112	Low neural uncertainty	0.16439419906470146
0	113	High neural uncertainty	0.1790623192021675
0	113	Low neural uncertainty	0.16682276662656778
0	114	High neural uncertainty	0.1819478889585829
0	114	Low neural uncertainty	0.16340920708459544
0	115	High neural uncertainty	0.1778302818075796
0	115	Low neural uncertainty	0.16135812420344298
0	116	High neural uncertainty	0.17491269378335703
0	116	Low neural uncertainty	0.1647696987370982
0	117	High neural uncertainty	0.17971234994595126
0	117	Low neural uncertainty	0.15941123445159136
0	118	High neural uncertainty	0.1792126676722789
0	118	Low neural uncertainty	0.1702473620781325
0	119	High neural uncertainty	0.17822682728939548
0	119	Low neural uncertainty	0.1665289526891198
0	120	High neural uncertainty	0.17925459688649473
0	120	Low neural uncertainty	0.16690358619789955
0	121	High neural uncertainty	0.17429798440775998
0	121	Low neural uncertainty	0.15963770902459554
0	122	High neural uncertainty	0.1849772719191491
0	122	Low neural uncertainty	0.1716927949859407
0	123	High neural uncertainty	0.1778478181492221
0	123	Low neural uncertainty	0.16547508139866757
0	124	High neural uncertainty	0.1785257248596437
0	124	Low neural uncertainty	0.16931606205403063
0	125	High neural uncertainty	0.1785925019993705
0	125	Low neural uncertainty	0.16396373775752146
0	126	High neural uncertainty	0.18527227082816178
0	126	Low neural uncertainty	0.16690178739089595
0	127	High neural uncertainty	0.18199841001960274
0	127	Low neural uncertainty	0.17056986212253405
0	128	High neural uncertainty	0.18020522056438198
0	128	Low neural uncertainty	0.16516879781507432
0	129	High neural uncertainty	0.17789524125874834
0	129	Low neural uncertainty	0.1665084255816012
0	130	High neural uncertainty	0.1854058008286651
0	130	Low neural uncertainty	0.16818669053249935
0	131	High neural uncertainty	0.18621567979944764
0	131	Low neural uncertainty	0.16670686894261874
0	132	High neural uncertainty	0.1810584003888542
0	132	Low neural uncertainty	0.1679311577052377
0	133	High neural uncertainty	0.17714230835350542
0	133	Low neural uncertainty	0.16405669547315171
0	134	High neural uncertainty	0.17817330901748926
0	134	Low neural uncertainty	0.16976065604356894
0	135	High neural uncertainty	0.1866432963815822
0	135	Low neural uncertainty	0.1676012692627841
0	136	High neural uncertainty	0.17697063069517388
0	136	Low neural uncertainty	0.16372520822590225
0	137	High neural uncertainty	0.18184322453809126
0	137	Low neural uncertainty	0.16306632604019125
0	138	High neural uncertainty	0.1824900457097427
0	138	Low neural uncertainty	0.17127600437919624
0	139	High neural uncertainty	0.1830410372854715
0	139	Low neural uncertainty	0.15953517592246685
0	140	High neural uncertainty	0.18540074042675428
0	140	Low neural uncertainty	0.16971886091497185
0	141	High neural uncertainty	0.18171222226279668
0	141	Low neural uncertainty	0.16584517042602803
0	142	High neural uncertainty	0.18292674761375202
0	142	Low neural uncertainty	0.16544079020555014
0	143	High neural uncertainty	0.17819651141267115
0	143	Low neural uncertainty	0.17204356460673811
0	144	High neural uncertainty	0.1730081417351366
0	144	Low neural uncertainty	0.16392283568766938
0	145	High neural uncertainty	0.18186232372045272
0	145	Low neural uncertainty	0.1650780078564247
0	146	High neural uncertainty	0.18218695377480215
0	146	Low neural uncertainty	0.1646773850402347
0	147	High neural uncertainty	0.18647856103902932
0	147	Low neural uncertainty	0.1632216911359985
0	148	High neural uncertainty	0.18436357898064487
0	148	Low neural uncertainty	0.1735273531952308
0	149	High neural uncertainty	0.18364461216988698
0	149	Low neural uncertainty	0.17231738995176646
0	150	High neural uncertainty	0.18377061823895452
0	150	Low neural uncertainty	0.1647636886788932
0	151	High neural uncertainty	0.17784236219629862
0	151	Low neural uncertainty	0.16179116991005166
0	152	High neural uncertainty	0.18743654805859855
0	152	Low neural uncertainty	0.16695158589564707
0	153	High neural uncertainty	0.18262253541536763
0	153	Low neural uncertainty	0.16844126133646092
0	154	High neural uncertainty	0.18115711560415174
0	154	Low neural uncertainty	0.16429023499329234
0	155	High neural uncertainty	0.17824796017565125
0	155	Low neural uncertainty	0.16334293307907558
0	156	High neural uncertainty	0.17773483512228913
0	156	Low neural uncertainty	0.16632444846427907
0	157	High neural uncertainty	0.17991610072671682
0	157	Low neural uncertainty	0.16845517290312276
0	158	High neural uncertainty	0.18659984481081276
0	158	Low neural uncertainty	0.16734018219485547
0	159	High neural uncertainty	0.18748085382846338
0	159	Low neural uncertainty	0.16478277236013572
0	160	High neural uncertainty	0.18685185026514425
0	160	Low neural uncertainty	0.1655206562709993
0	161	High neural uncertainty	0.18154417596317102
0	161	Low neural uncertainty	0.16412412545084779
0	162	High neural uncertainty	0.18555012389904557
0	162	Low neural uncertainty	0.1637480412155725
0	163	High neural uncertainty	0.18562006538454068
0	163	Low neural uncertainty	0.16234482517930962
0	164	High neural uncertainty	0.1843472122640613
0	164	Low neural uncertainty	0.16520223988223773
0	165	High neural uncertainty	0.18594571093996734
0	165	Low neural uncertainty	0.16882371854877706
0	166	High neural uncertainty	0.17933313745572835
0	166	Low neural uncertainty	0.16493835009582386
0	167	High neural uncertainty	0.18163500223578993
0	167	Low neural uncertainty	0.16572291318903945
0	168	High neural uncertainty	0.1810245858786652
0	168	Low neural uncertainty	0.1649664872723237
0	169	High neural uncertainty	0.1899791353605259
0	169	Low neural uncertainty	0.15967031444507723
0	170	High neural uncertainty	0.1831852623213209
0	170	Low neural uncertainty	0.16597326920720284
0	171	High neural uncertainty	0.17542457398043657
0	171	Low neural uncertainty	0.16435634357501455
0	172	High neural uncertainty	0.17887564747339538
0	172	Low neural uncertainty	0.16207000813303007
0	173	High neural uncertainty	0.1861727139227919
0	173	Low neural uncertainty	0.16743996550458096
0	174	High neural uncertainty	0.17685320143788125
0	174	Low neural uncertainty	0.16641351094171272
0	175	High neural uncertainty	0.1835788599973767
0	175	Low neural uncertainty	0.1669772199487264
0	176	High neural uncertainty	0.18616601524033838
0	176	Low neural uncertainty	0.16572294460507914
0	177	High neural uncertainty	0.1810957109367381
0	177	Low neural uncertainty	0.16856079768161453
0	178	High neural uncertainty	0.18466565452061995
0	178	Low neural uncertainty	0.16315052791229778
0	179	High neural uncertainty	0.1859763590493866
0	179	Low neural uncertainty	0.165158152857508
0	180	High neural uncertainty	0.1826788914326931
0	180	Low neural uncertainty	0.16329193092064997
0	181	High neural uncertainty	0.1839593610836446
0	181	Low neural uncertainty	0.16638728782644044
0	182	High neural uncertainty	0.17716735177061935
0	182	Low neural uncertainty	0.1687269092563409
0	183	High neural uncertainty	0.17863595324380088
0	183	Low neural uncertainty	0.16161613857537147
0	184	High neural uncertainty	0.18679361917178647
0	184	Low neural uncertainty	0.16659938841311075
0	185	High neural uncertainty	0.17980541833767785
0	185	Low neural uncertainty	0.16851561317149155
0	186	High neural uncertainty	0.18353140382346406
0	186	Low neural uncertainty	0.16082627505912042
0	187	High neural uncertainty	0.17488104769976365
0	187	Low neural uncertainty	0.162680636264857
0	188	High neural uncertainty	0.1845552554016868
0	188	Low neural uncertainty	0.16459569814881791
0	189	High neural uncertainty	0.18581729229170166
0	189	Low neural uncertainty	0.16874115523374136
0	190	High neural uncertainty	0.18308934910158428
0	190	Low neural uncertainty	0.16198202755181373
0	191	High neural uncertainty	0.1817793493366747
0	191	Low neural uncertainty	0.16969520743202374
0	192	High neural uncertainty	0.1835381480236036
0	192	Low neural uncertainty	0.16380289846624452
0	193	High neural uncertainty	0.18536087616876903
0	193	Low neural uncertainty	0.1602056807617901
0	194	High neural uncertainty	0.1807995924094328
0	194	Low neural uncertainty	0.1684700665185785
0	195	High neural uncertainty	0.16955542553374203
0	195	Low neural uncertainty	0.16047836892306125
0	196	High neural uncertainty	0.18137884548333513
0	196	Low neural uncertainty	0.16450960109513882
0	197	High neural uncertainty	0.17617291949808334
0	197	Low neural uncertainty	0.1634826427336268
0	198	High neural uncertainty	0.18675928901662728
0	198	Low neural uncertainty	0.1662436443649219
0	199	High neural uncertainty	0.18101655390187027
0	199	Low neural uncertainty	0.16272468486271044
0	200	High neural uncertainty	0.17772365547639896
0	200	Low neural uncertainty	0.16274346519016714
0	201	High neural uncertainty	0.1810408880515026
0	201	Low neural uncertainty	0.16109349230246256
0	202	High neural uncertainty	0.17765177305471266
0	202	Low neural uncertainty	0.15807626134947406
0	203	High neural uncertainty	0.1829934947883252
0	203	Low neural uncertainty	0.17209304855770569
0	204	High neural uncertainty	0.17575834030080123
0	204	Low neural uncertainty	0.1662641589389593
0	205	High neural uncertainty	0.1822066690470327
0	205	Low neural uncertainty	0.16607066463455677
0	206	High neural uncertainty	0.17959538461771776
0	206	Low neural uncertainty	0.16471485410281128
0	207	High neural uncertainty	0.18605602967427184
0	207	Low neural uncertainty	0.16584081060377298
0	208	High neural uncertainty	0.18478057755311095
0	208	Low neural uncertainty	0.16224708313046082
0	209	High neural uncertainty	0.1837456313631826
0	209	Low neural uncertainty	0.17027400215293756
0	210	High neural uncertainty	0.18138979948888445
0	210	Low neural uncertainty	0.16440493165607692
0	211	High neural uncertainty	0.1793538359744444
0	211	Low neural uncertainty	0.16948702549330225
0	212	High neural uncertainty	0.17548498530097828
0	212	Low neural uncertainty	0.16488246872637616
0	213	High neural uncertainty	0.1846170440761068
0	213	Low neural uncertainty	0.17198621458522406
0	214	High neural uncertainty	0.18131775821684315
0	214	Low neural uncertainty	0.1645671661049368
0	215	High neural uncertainty	0.1860515536929633
0	215	Low neural uncertainty	0.17105609294934127
0	216	High neural uncertainty	0.1811716197904275
0	216	Low neural uncertainty	0.16844165957778767
0	217	High neural uncertainty	0.181488491500947
0	217	Low neural uncertainty	0.16614060773029762
0	218	High neural uncertainty	0.1936476252381976
0	218	Low neural uncertainty	0.16861826567602511
0	219	High neural uncertainty	0.1776419487421788
0	219	Low neural uncertainty	0.1680671737084436
0	220	High neural uncertainty	0.1849673450087425
0	220	Low neural uncertainty	0.16221205651655848
0	221	High neural uncertainty	0.18294596930211152
0	221	Low neural uncertainty	0.15863246449788435
0	222	High neural uncertainty	0.17849476058489183
0	222	Low neural uncertainty	0.16311777104739741
0	223	High neural uncertainty	0.18600207773481864
0	223	Low neural uncertainty	0.17026909455588327
0	224	High neural uncertainty	0.18694535012159147
0	224	Low neural uncertainty	0.17265596709772651
0	225	High neural uncertainty	0.1899306137602829
0	225	Low neural uncertainty	0.16664367658494136
0	226	High neural uncertainty	0.18145159779532033
0	226	Low neural uncertainty	0.16646403559869452
0	227	High neural uncertainty	0.17662492021807905
0	227	Low neural uncertainty	0.16285612341489047
0	228	High neural uncertainty	0.17310815517613137
0	228	Low neural uncertainty	0.16618191187677658
0	229	High neural uncertainty	0.17776692988466744
0	229	Low neural uncertainty	0.16747380461688033
0	230	High neural uncertainty	0.17884528367517205
0	230	Low neural uncertainty	0.16768331028419686
0	231	High neural uncertainty	0.18134945585559067
0	231	Low neural uncertainty	0.16538812593627839
0	232	High neural uncertainty	0.18177266966537073
0	232	Low neural uncertainty	0.17044308681569595
0	233	High neural uncertainty	0.19207253471151947
0	233	Low neural uncertainty	0.1699656453363219
0	234	High neural uncertainty	0.18137570739640466
0	234	Low neural uncertainty	0.16222786047162316
0	235	High neural uncertainty	0.18185622701516843
0	235	Low neural uncertainty	0.16111018730427595
0	236	High neural uncertainty	0.18481953138512744
0	236	Low neural uncertainty	0.17365876082288237
0	237	High neural uncertainty	0.17500479499910146
0	237	Low neural uncertainty	0.16579796013168108
0	238	High neural uncertainty	0.18338572140522238
0	238	Low neural uncertainty	0.16552857501090837
0	239	High neural uncertainty	0.1798611604498636
0	239	Low neural uncertainty	0.16377615266461182
0	240	High neural uncertainty	0.1768805064540274
0	240	Low neural uncertainty	0.165532174539261
0	241	High neural uncertainty	0.17921333492417152
0	241	Low neural uncertainty	0.16596211749624315
0	242	High neural uncertainty	0.1812086658688811
0	242	Low neural uncertainty	0.1643835567211367
0	243	High neural uncertainty	0.17354819372188268
0	243	Low neural uncertainty	0.16593240722301209
0	244	High neural uncertainty	0.18006936277608232
0	244	Low neural uncertainty	0.17169003524579052
0	245	High neural uncertainty	0.1775667823725438
0	245	Low neural uncertainty	0.16994720705296304
0	246	High neural uncertainty	0.17920867872733337
0	246	Low neural uncertainty	0.16892215075453149
0	247	High neural uncertainty	0.18063974765555255
0	247	Low neural uncertainty	0.16725651060247929
0	248	High neural uncertainty	0.18610170683236868
0	248	Low neural uncertainty	0.16790257001652512
0	249	High neural uncertainty	0.1775307284252757
0	249	Low neural uncertainty	0.1684672633989324
0	250	High neural uncertainty	0.17979537823246505
0	250	Low neural uncertainty	0.16368407369116728
0	251	High neural uncertainty	0.18384195280118962
0	251	Low neural uncertainty	0.16817745060591746
0	252	High neural uncertainty	0.1793739226879902
0	252	Low neural uncertainty	0.16847360815884035
0	253	High neural uncertainty	0.18261956243690963
0	253	Low neural uncertainty	0.16228611209694868
0	254	High neural uncertainty	0.18654928598694973
0	254	Low neural uncertainty	0.16995466776224352
0	255	High neural uncertainty	0.18356623935597374
0	255	Low neural uncertainty	0.16127457565699935
0	256	High neural uncertainty	0.1813036638415671
0	256	Low neural uncertainty	0.16508650038985562
0	257	High neural uncertainty	0.185683164706894
0	257	Low neural uncertainty	0.1680313395231472
0	258	High neural uncertainty	0.1844014458710633
0	258	Low neural uncertainty	0.1676266818961699
0	259	High neural uncertainty	0.18414391070976965
0	259	Low neural uncertainty	0.16914882287168123
0	260	High neural uncertainty	0.19086656697013696
0	260	Low neural uncertainty	0.17111714534394695
0	261	High neural uncertainty	0.18439762029274692
0	261	Low neural uncertainty	0.1673167051931545
0	262	High neural uncertainty	0.1810716869251836
0	262	Low neural uncertainty	0.16427241813834387
0	263	High neural uncertainty	0.17556842908047315
0	263	Low neural uncertainty	0.16445058057465198
0	264	High neural uncertainty	0.18422952036741486
0	264	Low neural uncertainty	0.16948533291942963
0	265	High neural uncertainty	0.18223347173151638
0	265	Low neural uncertainty	0.16508964228337633
0	266	High neural uncertainty	0.18530876610131428
0	266	Low neural uncertainty	0.16588689718418437
0	267	High neural uncertainty	0.17809984635301018
0	267	Low neural uncertainty	0.16649380740245448
0	268	High neural uncertainty	0.17937589676498755
0	268	Low neural uncertainty	0.16664155731026561
0	269	High neural uncertainty	0.18619982313979733
0	269	Low neural uncertainty	0.16751241858395105
0	270	High neural uncertainty	0.17696415462563841
0	270	Low neural uncertainty	0.15729488400142827
0	271	High neural uncertainty	0.17567186956422703
0	271	Low neural uncertainty	0.1656569115127364
0	272	High neural uncertainty	0.18405250932777914
0	272	Low neural uncertainty	0.1633327708834413
0	273	High neural uncertainty	0.17527427741019752
0	273	Low neural uncertainty	0.16409319699281588
0	274	High neural uncertainty	0.1755951605420678
0	274	Low neural uncertainty	0.16546023437301044
0	275	High neural uncertainty	0.18523017416654333
0	275	Low neural uncertainty	0.1655343805951912
0	276	High neural uncertainty	0.1836318392829101
0	276	Low neural uncertainty	0.163651684270029
0	277	High neural uncertainty	0.18142064187085044
0	277	Low neural uncertainty	0.16778244102891615
0	278	High neural uncertainty	0.18074203811443068
0	278	Low neural uncertainty	0.16348188996758878
0	279	High neural uncertainty	0.19038600509794895
0	279	Low neural uncertainty	0.17117906082889445
0	280	High neural uncertainty	0.1844931548992993
0	280	Low neural uncertainty	0.1644874980563078
0	281	High neural uncertainty	0.17687651126594428
0	281	Low neural uncertainty	0.15814775218904642
0	282	High neural uncertainty	0.17492651473428958
0	282	Low neural uncertainty	0.16559642068593208
0	283	High neural uncertainty	0.17956053345984668
0	283	Low neural uncertainty	0.1608844238339382
0	284	High neural uncertainty	0.18381071264488352
0	284	Low neural uncertainty	0.16207132729019336
0	285	High neural uncertainty	0.17684565848998698
0	285	Low neural uncertainty	0.16295053236504692
0	286	High neural uncertainty	0.1765422401375161
0	286	Low neural uncertainty	0.16422216043981172
0	287	High neural uncertainty	0.18218767667106464
0	287	Low neural uncertainty	0.17011685055163392
0	288	High neural uncertainty	0.1770839199927716
0	288	Low neural uncertainty	0.16896967902167095
0	289	High neural uncertainty	0.18363929340832086
0	289	Low neural uncertainty	0.15601573261133533
0	290	High neural uncertainty	0.1779752920313791
0	290	Low neural uncertainty	0.1642473384946699
0	291	High neural uncertainty	0.185051110671317
0	291	Low neural uncertainty	0.16031071500471786
0	292	High neural uncertainty	0.18105086130837353
0	292	Low neural uncertainty	0.16477941806805513
0	293	High neural uncertainty	0.1840343690740974
0	293	Low neural uncertainty	0.16083311060955705
0	294	High neural uncertainty	0.17991535753839544
0	294	Low neural uncertainty	0.16192045134535424
0	295	High neural uncertainty	0.18472112578120367
0	295	Low neural uncertainty	0.16047885747971768
0	296	High neural uncertainty	0.1778008739549444
0	296	Low neural uncertainty	0.16478439198415595
0	297	High neural uncertainty	0.1793757908616533
0	297	Low neural uncertainty	0.16394833781600318
0	298	High neural uncertainty	0.18302401952401945
0	298	Low neural uncertainty	0.1627321482248198
0	299	High neural uncertainty	0.18422907129754443
0	299	Low neural uncertainty	0.1757888176416311
0	300	High neural uncertainty	0.17467802525119344
0	300	Low neural uncertainty	0.16370571441635576
0	301	High neural uncertainty	0.1797281996875614
0	301	Low neural uncertainty	0.1627739009492073
0	302	High neural uncertainty	0.1754616893500592
0	302	Low neural uncertainty	0.15880714283167258
0	303	High neural uncertainty	0.18559998325279975
0	303	Low neural uncertainty	0.16332871877307076
0	304	High neural uncertainty	0.17032480995297533
0	304	Low neural uncertainty	0.16974029207587282
0	305	High neural uncertainty	0.17238042128643374
0	305	Low neural uncertainty	0.16246911587636176
0	306	High neural uncertainty	0.17979589906694352
0	306	Low neural uncertainty	0.1671506867040708
0	307	High neural uncertainty	0.18279667040577388
0	307	Low neural uncertainty	0.17088258653553787
0	308	High neural uncertainty	0.18279437705396642
0	308	Low neural uncertainty	0.17039167117094228
0	309	High neural uncertainty	0.17621072935447685
0	309	Low neural uncertainty	0.16089666052442936
