chain	draw	Neural uncertainty	distance_to_risk_neutral
0	890	High neural uncertainty	0.17772274125904097
0	890	Low neural uncertainty	0.16563133173576142
0	891	High neural uncertainty	0.17439199217518928
0	891	Low neural uncertainty	0.16298054192922565
0	892	High neural uncertainty	0.1846392868146538
0	892	Low neural uncertainty	0.16593049874041857
0	893	High neural uncertainty	0.17645819995072365
0	893	Low neural uncertainty	0.16007948807228464
0	894	High neural uncertainty	0.18263695754707024
0	894	Low neural uncertainty	0.16901338888328946
0	895	High neural uncertainty	0.18372674782280582
0	895	Low neural uncertainty	0.17112535916574087
0	896	High neural uncertainty	0.17996800278285427
0	896	Low neural uncertainty	0.16107638561077095
0	897	High neural uncertainty	0.1818820300711879
0	897	Low neural uncertainty	0.16157235206522325
0	898	High neural uncertainty	0.18232809491812507
0	898	Low neural uncertainty	0.16455333769206276
0	899	High neural uncertainty	0.18118741668570865
0	899	Low neural uncertainty	0.16473775141945765
0	900	High neural uncertainty	0.17953742029948783
0	900	Low neural uncertainty	0.16257469552274534
0	901	High neural uncertainty	0.18454695276716643
0	901	Low neural uncertainty	0.16939326148695613
0	902	High neural uncertainty	0.19031068090234685
0	902	Low neural uncertainty	0.16451369605507218
0	903	High neural uncertainty	0.1828845477914184
0	903	Low neural uncertainty	0.16115575164772702
0	904	High neural uncertainty	0.1852165188825474
0	904	Low neural uncertainty	0.17642778693904576
0	905	High neural uncertainty	0.17536440514494858
0	905	Low neural uncertainty	0.16381619246494225
0	906	High neural uncertainty	0.1809144981509442
0	906	Low neural uncertainty	0.16581303989089358
0	907	High neural uncertainty	0.1800391328586845
0	907	Low neural uncertainty	0.16298074575435925
0	908	High neural uncertainty	0.1822909503323666
0	908	Low neural uncertainty	0.1672951047637927
0	909	High neural uncertainty	0.17907629688489557
0	909	Low neural uncertainty	0.165180001819078
0	910	High neural uncertainty	0.1784272022323946
0	910	Low neural uncertainty	0.16126490076175198
0	911	High neural uncertainty	0.1800037905373499
0	911	Low neural uncertainty	0.16774541672643864
0	912	High neural uncertainty	0.17884071229117615
0	912	Low neural uncertainty	0.16254823917493189
0	913	High neural uncertainty	0.18097332083207185
0	913	Low neural uncertainty	0.17045457968986844
0	914	High neural uncertainty	0.18234960547552118
0	914	Low neural uncertainty	0.15917003690985415
0	915	High neural uncertainty	0.1876403254534172
0	915	Low neural uncertainty	0.1660747187200112
0	916	High neural uncertainty	0.17745936372095597
0	916	Low neural uncertainty	0.16539404928268425
0	917	High neural uncertainty	0.18401118025358826
0	917	Low neural uncertainty	0.16200111489299324
0	918	High neural uncertainty	0.17815981221820434
0	918	Low neural uncertainty	0.1644333410830361
0	919	High neural uncertainty	0.17992403357605652
0	919	Low neural uncertainty	0.1633032024395429
0	920	High neural uncertainty	0.17484839958448056
0	920	Low neural uncertainty	0.16042932608333446
0	921	High neural uncertainty	0.1800379069816277
0	921	Low neural uncertainty	0.16394138443485137
0	922	High neural uncertainty	0.17605386688067245
0	922	Low neural uncertainty	0.16489865742662355
0	923	High neural uncertainty	0.18674863027186936
0	923	Low neural uncertainty	0.16175602106841017
0	924	High neural uncertainty	0.1755933148211574
0	924	Low neural uncertainty	0.16048117148849914
0	925	High neural uncertainty	0.17559637844423123
0	925	Low neural uncertainty	0.16459274859017003
0	926	High neural uncertainty	0.18513785919550738
0	926	Low neural uncertainty	0.16083634965825885
0	927	High neural uncertainty	0.18886851423647405
0	927	Low neural uncertainty	0.16434529205738013
0	928	High neural uncertainty	0.1764401446946113
0	928	Low neural uncertainty	0.1664696039039779
0	929	High neural uncertainty	0.18396703496271308
0	929	Low neural uncertainty	0.16201666189012953
0	930	High neural uncertainty	0.1772921885764975
0	930	Low neural uncertainty	0.16328619760352528
0	931	High neural uncertainty	0.18468600549637504
0	931	Low neural uncertainty	0.17342562376117937
0	932	High neural uncertainty	0.17645630244652621
0	932	Low neural uncertainty	0.16080522454863974
0	933	High neural uncertainty	0.18414271096958731
0	933	Low neural uncertainty	0.17076832893272692
0	934	High neural uncertainty	0.1817295325655877
0	934	Low neural uncertainty	0.16335044360243653
0	935	High neural uncertainty	0.1835119535882432
0	935	Low neural uncertainty	0.16409077242096337
0	936	High neural uncertainty	0.18070668629732056
0	936	Low neural uncertainty	0.16674207913566894
0	937	High neural uncertainty	0.1766603852361974
0	937	Low neural uncertainty	0.16506397048847077
0	938	High neural uncertainty	0.18119109169924197
0	938	Low neural uncertainty	0.15590921493421792
0	939	High neural uncertainty	0.18926993963781535
0	939	Low neural uncertainty	0.1607633960269965
0	940	High neural uncertainty	0.18546888632830294
0	940	Low neural uncertainty	0.16046381189700196
0	941	High neural uncertainty	0.18116788115875732
0	941	Low neural uncertainty	0.16593561790152567
0	942	High neural uncertainty	0.17840239652463696
0	942	Low neural uncertainty	0.1613241606273828
0	943	High neural uncertainty	0.1785946747732863
0	943	Low neural uncertainty	0.16500427065154796
0	944	High neural uncertainty	0.18407611248812172
0	944	Low neural uncertainty	0.16347751253563042
0	945	High neural uncertainty	0.1769357909746315
0	945	Low neural uncertainty	0.15960580440379438
0	946	High neural uncertainty	0.1821684859314897
0	946	Low neural uncertainty	0.16116633326927193
0	947	High neural uncertainty	0.18057480229388576
0	947	Low neural uncertainty	0.16347889476952723
0	948	High neural uncertainty	0.17957782303252245
0	948	Low neural uncertainty	0.1720754195631726
0	949	High neural uncertainty	0.18841341463980277
0	949	Low neural uncertainty	0.16772868913727737
0	950	High neural uncertainty	0.1783884928485523
0	950	Low neural uncertainty	0.16762806965917437
0	951	High neural uncertainty	0.1754362250955777
0	951	Low neural uncertainty	0.16988303469037172
0	952	High neural uncertainty	0.17359345583317526
0	952	Low neural uncertainty	0.1634389455801902
0	953	High neural uncertainty	0.18153436967306233
0	953	Low neural uncertainty	0.1627215553985834
0	954	High neural uncertainty	0.18035310234393237
0	954	Low neural uncertainty	0.15923330487677442
0	955	High neural uncertainty	0.17991760252767378
0	955	Low neural uncertainty	0.1689275376831552
0	956	High neural uncertainty	0.18508478017877092
0	956	Low neural uncertainty	0.16782589241429233
0	957	High neural uncertainty	0.18463517152393366
0	957	Low neural uncertainty	0.17249413712194192
0	958	High neural uncertainty	0.18482352082993517
0	958	Low neural uncertainty	0.16452669030144465
0	959	High neural uncertainty	0.17533960512273472
0	959	Low neural uncertainty	0.16399614415471359
0	960	High neural uncertainty	0.1836199105872254
0	960	Low neural uncertainty	0.15751992469747877
0	961	High neural uncertainty	0.18048482094143467
0	961	Low neural uncertainty	0.1605793371812369
0	962	High neural uncertainty	0.17868702243764467
0	962	Low neural uncertainty	0.16384041064083135
0	963	High neural uncertainty	0.1858844211894717
0	963	Low neural uncertainty	0.16537772564290606
0	964	High neural uncertainty	0.17555688715758472
0	964	Low neural uncertainty	0.165485144225446
0	965	High neural uncertainty	0.18557995808308173
0	965	Low neural uncertainty	0.16612763410576312
0	966	High neural uncertainty	0.18262168500259135
0	966	Low neural uncertainty	0.16868030192600847
0	967	High neural uncertainty	0.17463463114472827
0	967	Low neural uncertainty	0.16008852597654852
0	968	High neural uncertainty	0.1823886184932531
0	968	Low neural uncertainty	0.16482429033553653
0	969	High neural uncertainty	0.18412140687925185
0	969	Low neural uncertainty	0.15951993245031768
0	970	High neural uncertainty	0.18579087755142698
0	970	Low neural uncertainty	0.16135858573376338
0	971	High neural uncertainty	0.17288333189774546
0	971	Low neural uncertainty	0.16387375495647624
0	972	High neural uncertainty	0.1812340221030313
0	972	Low neural uncertainty	0.16382850636770738
0	973	High neural uncertainty	0.18153652958726024
0	973	Low neural uncertainty	0.16843847821434663
0	974	High neural uncertainty	0.17971532423982015
0	974	Low neural uncertainty	0.16590076279634564
0	975	High neural uncertainty	0.1800544296237457
0	975	Low neural uncertainty	0.16392750001488723
0	976	High neural uncertainty	0.17742340046484376
0	976	Low neural uncertainty	0.15998152338498314
0	977	High neural uncertainty	0.18873004487039555
0	977	Low neural uncertainty	0.16416917905039363
0	978	High neural uncertainty	0.1806715347799235
0	978	Low neural uncertainty	0.16660566729187656
0	979	High neural uncertainty	0.17281444055847214
0	979	Low neural uncertainty	0.15975443746749723
0	980	High neural uncertainty	0.183834073970499
0	980	Low neural uncertainty	0.16917302752655758
0	981	High neural uncertainty	0.17892240650154334
0	981	Low neural uncertainty	0.1605815011467471
0	982	High neural uncertainty	0.1763696539123125
0	982	Low neural uncertainty	0.17099103136003685
0	983	High neural uncertainty	0.1803598971989454
0	983	Low neural uncertainty	0.163360199032935
0	984	High neural uncertainty	0.18802934793603743
0	984	Low neural uncertainty	0.17310313214214793
0	985	High neural uncertainty	0.18280559130548757
0	985	Low neural uncertainty	0.1704682865929642
0	986	High neural uncertainty	0.1807007249548789
0	986	Low neural uncertainty	0.16272556784760225
0	987	High neural uncertainty	0.18099528810238952
0	987	Low neural uncertainty	0.16833089609623667
0	988	High neural uncertainty	0.18356546807124313
0	988	Low neural uncertainty	0.16446662647410665
0	989	High neural uncertainty	0.17626728855332377
0	989	Low neural uncertainty	0.1657979292474237
0	990	High neural uncertainty	0.18606078594897868
0	990	Low neural uncertainty	0.16383825110167952
0	991	High neural uncertainty	0.18144146283767654
0	991	Low neural uncertainty	0.16062698915508897
0	992	High neural uncertainty	0.1787186218220673
0	992	Low neural uncertainty	0.1636994231112077
0	993	High neural uncertainty	0.18507229727188995
0	993	Low neural uncertainty	0.16444989609919938
0	994	High neural uncertainty	0.1761737559529476
0	994	Low neural uncertainty	0.16347180207944093
0	995	High neural uncertainty	0.17676969492409064
0	995	Low neural uncertainty	0.16408082702707405
0	996	High neural uncertainty	0.18118153731730305
0	996	Low neural uncertainty	0.1601596014226302
0	997	High neural uncertainty	0.1778917125386753
0	997	Low neural uncertainty	0.16260907194611485
0	998	High neural uncertainty	0.18251295516124186
0	998	Low neural uncertainty	0.1669647456857432
0	999	High neural uncertainty	0.1842160665808211
0	999	Low neural uncertainty	0.16315600084431445
1	0	High neural uncertainty	0.17775438664728926
1	0	Low neural uncertainty	0.16204968937386371
1	1	High neural uncertainty	0.1756494942205601
1	1	Low neural uncertainty	0.16450305843326934
1	2	High neural uncertainty	0.17555977977255827
1	2	Low neural uncertainty	0.16031728204048387
1	3	High neural uncertainty	0.18317708744279562
1	3	Low neural uncertainty	0.1639359013129162
1	4	High neural uncertainty	0.18137485715605367
1	4	Low neural uncertainty	0.16758041731188036
1	5	High neural uncertainty	0.1785598776883889
1	5	Low neural uncertainty	0.1692219008171293
1	6	High neural uncertainty	0.16965480426046234
1	6	Low neural uncertainty	0.1601071952793967
1	7	High neural uncertainty	0.1884150390358591
1	7	Low neural uncertainty	0.1729973036736297
1	8	High neural uncertainty	0.17322132052169553
1	8	Low neural uncertainty	0.16583493951211767
1	9	High neural uncertainty	0.1761345294885554
1	9	Low neural uncertainty	0.16456055829291513
1	10	High neural uncertainty	0.17727737998775647
1	10	Low neural uncertainty	0.16859800773998776
1	11	High neural uncertainty	0.18140547412089272
1	11	Low neural uncertainty	0.16687435984370624
1	12	High neural uncertainty	0.18140310580141752
1	12	Low neural uncertainty	0.16546812203179617
1	13	High neural uncertainty	0.17511493014373636
1	13	Low neural uncertainty	0.15849819371077306
1	14	High neural uncertainty	0.18250062819151702
1	14	Low neural uncertainty	0.15872018251654607
1	15	High neural uncertainty	0.1795260108735967
1	15	Low neural uncertainty	0.16212883553097573
1	16	High neural uncertainty	0.17840899890434977
1	16	Low neural uncertainty	0.15970885569219284
1	17	High neural uncertainty	0.1875622836464404
1	17	Low neural uncertainty	0.16541253018618496
1	18	High neural uncertainty	0.185608159898293
1	18	Low neural uncertainty	0.16821918174132286
1	19	High neural uncertainty	0.17421944815418128
1	19	Low neural uncertainty	0.15875063720521954
1	20	High neural uncertainty	0.1812320810772589
1	20	Low neural uncertainty	0.1633571849872603
1	21	High neural uncertainty	0.17865823555352725
1	21	Low neural uncertainty	0.1717782792992915
1	22	High neural uncertainty	0.17872742288954838
1	22	Low neural uncertainty	0.1674086195036673
1	23	High neural uncertainty	0.18277673229391603
1	23	Low neural uncertainty	0.16697787852869958
1	24	High neural uncertainty	0.17680687165222217
1	24	Low neural uncertainty	0.16803986013309324
1	25	High neural uncertainty	0.17848249368497307
1	25	Low neural uncertainty	0.15983884413641683
1	26	High neural uncertainty	0.18109166971688984
1	26	Low neural uncertainty	0.16685507155029375
1	27	High neural uncertainty	0.17633961203516985
1	27	Low neural uncertainty	0.16283555693732898
1	28	High neural uncertainty	0.17264466323916444
1	28	Low neural uncertainty	0.1586496311110179
1	29	High neural uncertainty	0.1814601167851232
1	29	Low neural uncertainty	0.16163952874229057
1	30	High neural uncertainty	0.17838578823693094
1	30	Low neural uncertainty	0.16315168331503177
1	31	High neural uncertainty	0.18278769303530934
1	31	Low neural uncertainty	0.16330634752618509
1	32	High neural uncertainty	0.18939810875334426
1	32	Low neural uncertainty	0.16993586410097095
1	33	High neural uncertainty	0.1847291482445652
1	33	Low neural uncertainty	0.16862986852163667
1	34	High neural uncertainty	0.17356337296288835
1	34	Low neural uncertainty	0.16732433041388142
1	35	High neural uncertainty	0.18436791036283845
1	35	Low neural uncertainty	0.1717842087165444
1	36	High neural uncertainty	0.1872986675956077
1	36	Low neural uncertainty	0.16997874513459346
1	37	High neural uncertainty	0.17695252552913726
1	37	Low neural uncertainty	0.1686565744135523
1	38	High neural uncertainty	0.18296053042861624
1	38	Low neural uncertainty	0.16360122517071748
1	39	High neural uncertainty	0.1797071339831869
1	39	Low neural uncertainty	0.16492628856705005
1	40	High neural uncertainty	0.18028843622898824
1	40	Low neural uncertainty	0.16470095042871435
1	41	High neural uncertainty	0.18566651913543625
1	41	Low neural uncertainty	0.1741276101436121
1	42	High neural uncertainty	0.1816633428210356
1	42	Low neural uncertainty	0.16622463192078898
1	43	High neural uncertainty	0.17943701996075742
1	43	Low neural uncertainty	0.16373460957054722
1	44	High neural uncertainty	0.17567423013007843
1	44	Low neural uncertainty	0.15862885213797936
1	45	High neural uncertainty	0.18444508751999597
1	45	Low neural uncertainty	0.17101288432397324
1	46	High neural uncertainty	0.17851356038725977
1	46	Low neural uncertainty	0.1669915967670824
1	47	High neural uncertainty	0.17882949321412775
1	47	Low neural uncertainty	0.16813551344390185
1	48	High neural uncertainty	0.17810802473240392
1	48	Low neural uncertainty	0.16242143721462518
1	49	High neural uncertainty	0.17852898042247412
1	49	Low neural uncertainty	0.16607425148802687
1	50	High neural uncertainty	0.18212436277215466
1	50	Low neural uncertainty	0.17096800227329373
1	51	High neural uncertainty	0.17974472881872633
1	51	Low neural uncertainty	0.16441306344177803
1	52	High neural uncertainty	0.18332751008881001
1	52	Low neural uncertainty	0.16635930844448002
1	53	High neural uncertainty	0.17364694201656264
1	53	Low neural uncertainty	0.16527357423635727
1	54	High neural uncertainty	0.17679508948070202
1	54	Low neural uncertainty	0.16847405705194074
1	55	High neural uncertainty	0.17871034290784912
1	55	Low neural uncertainty	0.16996735384974815
1	56	High neural uncertainty	0.18011196107748353
1	56	Low neural uncertainty	0.16191060026424395
1	57	High neural uncertainty	0.17985256702093622
1	57	Low neural uncertainty	0.15855514560576917
1	58	High neural uncertainty	0.18177262699643207
1	58	Low neural uncertainty	0.159517407182889
1	59	High neural uncertainty	0.1759325731013873
1	59	Low neural uncertainty	0.16245819063656733
1	60	High neural uncertainty	0.18082482538776673
1	60	Low neural uncertainty	0.16028605245146643
1	61	High neural uncertainty	0.17925716955830862
1	61	Low neural uncertainty	0.16267480782506283
1	62	High neural uncertainty	0.19168360032566925
1	62	Low neural uncertainty	0.16892124064540026
1	63	High neural uncertainty	0.18051490979623758
1	63	Low neural uncertainty	0.16617448317218864
1	64	High neural uncertainty	0.17796919922246132
1	64	Low neural uncertainty	0.16602880100728543
1	65	High neural uncertainty	0.18683740797881696
1	65	Low neural uncertainty	0.1708686861645901
1	66	High neural uncertainty	0.17914280252164347
1	66	Low neural uncertainty	0.16388607177997427
1	67	High neural uncertainty	0.17960729793840485
1	67	Low neural uncertainty	0.16955141989975753
1	68	High neural uncertainty	0.18281985831433362
1	68	Low neural uncertainty	0.16928276246613944
1	69	High neural uncertainty	0.17628102644386595
1	69	Low neural uncertainty	0.1655474292662844
1	70	High neural uncertainty	0.17828204710540535
1	70	Low neural uncertainty	0.16549041326171493
1	71	High neural uncertainty	0.17605389482632797
1	71	Low neural uncertainty	0.15798574858749112
1	72	High neural uncertainty	0.18388389531973215
1	72	Low neural uncertainty	0.1666061314315219
1	73	High neural uncertainty	0.17721364323294267
1	73	Low neural uncertainty	0.1679185666557939
1	74	High neural uncertainty	0.1736895615415644
1	74	Low neural uncertainty	0.16588721409813417
1	75	High neural uncertainty	0.181268424166801
1	75	Low neural uncertainty	0.1657602641993543
1	76	High neural uncertainty	0.17716558436818478
1	76	Low neural uncertainty	0.16518163556526275
1	77	High neural uncertainty	0.18244518068338136
1	77	Low neural uncertainty	0.15847079806427333
1	78	High neural uncertainty	0.18389046073608653
1	78	Low neural uncertainty	0.16815335889686464
1	79	High neural uncertainty	0.1835761672144734
1	79	Low neural uncertainty	0.17119236794045561
1	80	High neural uncertainty	0.18033386041358077
1	80	Low neural uncertainty	0.16577042168405498
1	81	High neural uncertainty	0.17343417131386557
1	81	Low neural uncertainty	0.1596151505326248
1	82	High neural uncertainty	0.1776143927642763
1	82	Low neural uncertainty	0.16158310860384073
1	83	High neural uncertainty	0.18147666286965652
1	83	Low neural uncertainty	0.16794085776022588
1	84	High neural uncertainty	0.1859846942802081
1	84	Low neural uncertainty	0.1661892776043351
1	85	High neural uncertainty	0.1788153593137668
1	85	Low neural uncertainty	0.16186279795224295
1	86	High neural uncertainty	0.18027036450980827
1	86	Low neural uncertainty	0.15973700203079938
1	87	High neural uncertainty	0.17730566083385424
1	87	Low neural uncertainty	0.16141137182271467
1	88	High neural uncertainty	0.17624912186540911
1	88	Low neural uncertainty	0.17083700014787997
1	89	High neural uncertainty	0.18402625809190917
1	89	Low neural uncertainty	0.16921242285651275
1	90	High neural uncertainty	0.18098409028677379
1	90	Low neural uncertainty	0.16054426387906814
1	91	High neural uncertainty	0.17888701660825693
1	91	Low neural uncertainty	0.1679530360657126
1	92	High neural uncertainty	0.17778581479737537
1	92	Low neural uncertainty	0.15942974264754245
1	93	High neural uncertainty	0.18164077398499184
1	93	Low neural uncertainty	0.15943677614217686
1	94	High neural uncertainty	0.17411419615014143
1	94	Low neural uncertainty	0.16198867025058805
1	95	High neural uncertainty	0.1779166951877287
1	95	Low neural uncertainty	0.16203655480563292
1	96	High neural uncertainty	0.18796603686333707
1	96	Low neural uncertainty	0.16656714491647706
1	97	High neural uncertainty	0.17956350356492895
1	97	Low neural uncertainty	0.1650894401866138
1	98	High neural uncertainty	0.17729234255477413
1	98	Low neural uncertainty	0.16604775243077077
1	99	High neural uncertainty	0.1759611283150882
1	99	Low neural uncertainty	0.1656287178485546
1	100	High neural uncertainty	0.17985196749692683
1	100	Low neural uncertainty	0.174312562978533
1	101	High neural uncertainty	0.18150701065109684
1	101	Low neural uncertainty	0.15667865333293954
1	102	High neural uncertainty	0.18800285831755165
1	102	Low neural uncertainty	0.1676725555019743
1	103	High neural uncertainty	0.18332603820428167
1	103	Low neural uncertainty	0.1622280135411144
1	104	High neural uncertainty	0.19352573064597073
1	104	Low neural uncertainty	0.17180322291001512
1	105	High neural uncertainty	0.17895674605713718
1	105	Low neural uncertainty	0.16270257901025395
1	106	High neural uncertainty	0.17707665429800015
1	106	Low neural uncertainty	0.1702962261354051
1	107	High neural uncertainty	0.18108433403354082
1	107	Low neural uncertainty	0.16108348385692833
1	108	High neural uncertainty	0.18297179373923317
1	108	Low neural uncertainty	0.15941093116937183
1	109	High neural uncertainty	0.17944496388061798
1	109	Low neural uncertainty	0.16580048533290614
1	110	High neural uncertainty	0.19004932289041643
1	110	Low neural uncertainty	0.17309795373378123
1	111	High neural uncertainty	0.18871815652222296
1	111	Low neural uncertainty	0.16707701797187696
1	112	High neural uncertainty	0.1842577296009895
1	112	Low neural uncertainty	0.16854648313229584
1	113	High neural uncertainty	0.17825445550047345
1	113	Low neural uncertainty	0.1722923720156103
1	114	High neural uncertainty	0.18460857004589495
1	114	Low neural uncertainty	0.1627697529617585
1	115	High neural uncertainty	0.17915781091391014
1	115	Low neural uncertainty	0.16921442881231658
1	116	High neural uncertainty	0.18858529096076684
1	116	Low neural uncertainty	0.16696231941404982
1	117	High neural uncertainty	0.18096054296610006
1	117	Low neural uncertainty	0.16785404158313463
1	118	High neural uncertainty	0.1818464994790694
1	118	Low neural uncertainty	0.16984020540664466
1	119	High neural uncertainty	0.17937561420861792
1	119	Low neural uncertainty	0.1661091291324748
1	120	High neural uncertainty	0.18337583762881227
1	120	Low neural uncertainty	0.16033134943621374
1	121	High neural uncertainty	0.1796038044136538
1	121	Low neural uncertainty	0.16539449827938188
1	122	High neural uncertainty	0.1832179256790873
1	122	Low neural uncertainty	0.16015178349204343
1	123	High neural uncertainty	0.1772230058607578
1	123	Low neural uncertainty	0.16650163782791197
1	124	High neural uncertainty	0.1771146468475988
1	124	Low neural uncertainty	0.1528852353469663
1	125	High neural uncertainty	0.1811832862568992
1	125	Low neural uncertainty	0.16044960602092678
1	126	High neural uncertainty	0.1764056309650846
1	126	Low neural uncertainty	0.16661674069643834
1	127	High neural uncertainty	0.18297417972130572
1	127	Low neural uncertainty	0.16798661807054832
1	128	High neural uncertainty	0.18401411679932275
1	128	Low neural uncertainty	0.16291839065692684
1	129	High neural uncertainty	0.18063775542071517
1	129	Low neural uncertainty	0.16556381716775523
1	130	High neural uncertainty	0.17750703813552893
1	130	Low neural uncertainty	0.16666702444259202
1	131	High neural uncertainty	0.18428414808637442
1	131	Low neural uncertainty	0.16902073036561233
1	132	High neural uncertainty	0.1811584534318827
1	132	Low neural uncertainty	0.17282634280727482
1	133	High neural uncertainty	0.1850105834688005
1	133	Low neural uncertainty	0.16893737952265084
1	134	High neural uncertainty	0.18609843032875006
1	134	Low neural uncertainty	0.1673234319861303
1	135	High neural uncertainty	0.17932472423230805
1	135	Low neural uncertainty	0.16258423061078858
1	136	High neural uncertainty	0.18048373427850672
1	136	Low neural uncertainty	0.16427442185962018
1	137	High neural uncertainty	0.17868315594578088
1	137	Low neural uncertainty	0.1614349506112155
1	138	High neural uncertainty	0.17672546008093612
1	138	Low neural uncertainty	0.16532828182628895
1	139	High neural uncertainty	0.1782621055530892
1	139	Low neural uncertainty	0.16245310655334055
1	140	High neural uncertainty	0.18815172285049903
1	140	Low neural uncertainty	0.16201418846865592
1	141	High neural uncertainty	0.18375451719604236
1	141	Low neural uncertainty	0.16882628358620969
1	142	High neural uncertainty	0.1738564798882115
1	142	Low neural uncertainty	0.1632458067204353
1	143	High neural uncertainty	0.17607982743405637
1	143	Low neural uncertainty	0.1620561864203048
1	144	High neural uncertainty	0.17837013409663813
1	144	Low neural uncertainty	0.16355034649290584
1	145	High neural uncertainty	0.18366238413413535
1	145	Low neural uncertainty	0.1641129028915596
1	146	High neural uncertainty	0.18141841974572762
1	146	Low neural uncertainty	0.1603028914401273
1	147	High neural uncertainty	0.17882290931650258
1	147	Low neural uncertainty	0.16674358192130762
1	148	High neural uncertainty	0.18061110182439372
1	148	Low neural uncertainty	0.15737697078274193
1	149	High neural uncertainty	0.1912484522874545
1	149	Low neural uncertainty	0.16924158407664172
1	150	High neural uncertainty	0.1866814062592018
1	150	Low neural uncertainty	0.16913978462963897
1	151	High neural uncertainty	0.17715428485592633
1	151	Low neural uncertainty	0.159772539108094
1	152	High neural uncertainty	0.17956428792277845
1	152	Low neural uncertainty	0.16869037432446232
1	153	High neural uncertainty	0.1814605880541655
1	153	Low neural uncertainty	0.1653817505784475
1	154	High neural uncertainty	0.18731696384602928
1	154	Low neural uncertainty	0.16865836330957118
1	155	High neural uncertainty	0.18597782702592977
1	155	Low neural uncertainty	0.16888608340346645
1	156	High neural uncertainty	0.18011900432552558
1	156	Low neural uncertainty	0.16369754629479033
1	157	High neural uncertainty	0.1842647274317423
1	157	Low neural uncertainty	0.16328760242078727
1	158	High neural uncertainty	0.18366790799297955
1	158	Low neural uncertainty	0.16815450919940655
1	159	High neural uncertainty	0.17816530876945302
1	159	Low neural uncertainty	0.17194716859775633
1	160	High neural uncertainty	0.17661936703112396
1	160	Low neural uncertainty	0.16508878602780455
1	161	High neural uncertainty	0.17613253386621983
1	161	Low neural uncertainty	0.16553391192815248
1	162	High neural uncertainty	0.1827563991482821
1	162	Low neural uncertainty	0.17098892258244236
1	163	High neural uncertainty	0.1800208554156874
1	163	Low neural uncertainty	0.1647014444562526
1	164	High neural uncertainty	0.18740635924056137
1	164	Low neural uncertainty	0.1691884956326704
1	165	High neural uncertainty	0.18315606458741507
1	165	Low neural uncertainty	0.16314541164830615
1	166	High neural uncertainty	0.17903544963737664
1	166	Low neural uncertainty	0.16614239652375865
1	167	High neural uncertainty	0.17652545631345024
1	167	Low neural uncertainty	0.16536045052018594
1	168	High neural uncertainty	0.18337599717887013
1	168	Low neural uncertainty	0.16558373604540225
1	169	High neural uncertainty	0.17577681403746254
1	169	Low neural uncertainty	0.16092911134269794
1	170	High neural uncertainty	0.18666247189868135
1	170	Low neural uncertainty	0.1686974128715421
1	171	High neural uncertainty	0.17996530591262744
1	171	Low neural uncertainty	0.1648310852211326
1	172	High neural uncertainty	0.18034291686763693
1	172	Low neural uncertainty	0.1598341119112548
1	173	High neural uncertainty	0.18257342771531299
1	173	Low neural uncertainty	0.16834274980794112
1	174	High neural uncertainty	0.18520632009839463
1	174	Low neural uncertainty	0.16683020883275748
1	175	High neural uncertainty	0.18334051491877604
1	175	Low neural uncertainty	0.1615036449869188
1	176	High neural uncertainty	0.17791691074862284
1	176	Low neural uncertainty	0.16683788578804506
1	177	High neural uncertainty	0.17465792152905746
1	177	Low neural uncertainty	0.16058881993433582
1	178	High neural uncertainty	0.18787468417508102
1	178	Low neural uncertainty	0.16793263731070512
1	179	High neural uncertainty	0.17560526952092928
1	179	Low neural uncertainty	0.16373637546517508
1	180	High neural uncertainty	0.1830612699948294
1	180	Low neural uncertainty	0.16330343679984682
1	181	High neural uncertainty	0.18116415885018472
1	181	Low neural uncertainty	0.165387904134819
1	182	High neural uncertainty	0.18405518998758547
1	182	Low neural uncertainty	0.16039530011454747
1	183	High neural uncertainty	0.17687308312965788
1	183	Low neural uncertainty	0.16581079961330158
1	184	High neural uncertainty	0.1851237988067793
1	184	Low neural uncertainty	0.16426013308961968
1	185	High neural uncertainty	0.17880754556081768
1	185	Low neural uncertainty	0.1643007571907085
1	186	High neural uncertainty	0.1770285085527997
1	186	Low neural uncertainty	0.1577361558321632
1	187	High neural uncertainty	0.184390109430899
1	187	Low neural uncertainty	0.16781264278800276
1	188	High neural uncertainty	0.1853115216547801
1	188	Low neural uncertainty	0.16571514094940898
1	189	High neural uncertainty	0.1819083722893122
1	189	Low neural uncertainty	0.16909646983203225
1	190	High neural uncertainty	0.17113469593351843
1	190	Low neural uncertainty	0.16760427673384282
1	191	High neural uncertainty	0.17975256022023062
1	191	Low neural uncertainty	0.16299529657636813
1	192	High neural uncertainty	0.17164037959475414
1	192	Low neural uncertainty	0.16400430769753105
1	193	High neural uncertainty	0.17649221785311692
1	193	Low neural uncertainty	0.15989823800205621
1	194	High neural uncertainty	0.1883438026779601
1	194	Low neural uncertainty	0.16160526926173158
1	195	High neural uncertainty	0.1774460055203114
1	195	Low neural uncertainty	0.1620930349465264
1	196	High neural uncertainty	0.18422064576608946
1	196	Low neural uncertainty	0.16747476668408418
1	197	High neural uncertainty	0.18931713526121452
1	197	Low neural uncertainty	0.16342483895856363
1	198	High neural uncertainty	0.18144706857943163
1	198	Low neural uncertainty	0.16838418624738205
1	199	High neural uncertainty	0.18814218239321595
1	199	Low neural uncertainty	0.1606773906783802
1	200	High neural uncertainty	0.18154147401225443
