session	run	trial_nr	n1	n2	prob1	prob2	risky_first	n_risky	n_safe	log_risky_safe	choice	chose_risky	rt	certainty
3t2	1	1	28.0	93.0	1.0	0.55	False	93.0	28.0	1.200394982978052	1	False	0.572024799999781	1.0
3t2	1	2	14.0	49.0	1.0	0.55	False	49.0	14.0	1.252762968495368	1	False	0.9713570999992953	1.0
3t2	1	3	5.0	17.0	1.0	0.55	False	17.0	5.0	1.2237754316221157	1	False	0.8214169999992009	2.0
3t2	1	4	20.0	70.0	1.0	0.55	False	70.0	20.0	1.252762968495368	2	True	0.8032136000001628	2.0
3t2	1	5	20.0	77.0	1.0	0.55	False	77.0	20.0	1.3480731482996928	1	False	1.0309373999989475	2.0
3t2	1	6	10.0	38.0	1.0	0.55	False	38.0	10.0	1.33500106673234	2	True	0.7545276000019214	3.0
3t2	1	7	28.0	103.0	1.0	0.55	False	103.0	28.0	1.3025244780544318	1	False	0.505299299999038	2.0
3t2	1	8	20.0	68.0	1.0	0.55	False	68.0	20.0	1.2237754316221157	1	False	0.7030732999992182	2.0
3t2	1	9	28.0	96.0	1.0	0.55	False	96.0	28.0	1.2321436812926323	1	False	0.5280223000008846	2.0
3t2	1	10	20.0	72.0	1.0	0.55	False	72.0	20.0	1.2809338454620642	1	False	1.1855976000006478	2.0
3t2	1	11	20.0	80.0	1.0	0.55	False	80.0	20.0	1.3862943611198906	2	True	1.153424600001017	2.0
3t2	1	12	14.0	51.0	1.0	0.55	False	51.0	14.0	1.292768303109067	2	True	0.7521540999987337	3.0
3t2	1	13	54.0	14.0	0.55	1.0	True	54.0	14.0	1.349926716949016	2	False	0.8546287000027064	2.0
3t2	1	14	66.0	20.0	0.55	1.0	True	66.0	20.0	1.1939224684724346	2	False	0.28811860000132583	1.0
3t2	1	15	33.0	10.0	0.55	1.0	True	33.0	10.0	1.1939224684724346	1	True	0.6075499000035336	2.0
3t2	1	16	106.0	28.0	0.55	1.0	True	106.0	28.0	1.3312345839368631	1	True	0.537936299999302	2.0
3t2	1	17	40.0	10.0	0.55	1.0	True	40.0	10.0	1.3862943611198906	1	True	0.2748387999999977	1.0
3t2	1	18	37.0	10.0	0.55	1.0	True	37.0	10.0	1.308332819650179	1	True	1.2416062000011152	2.0
3t2	1	19	74.0	20.0	0.55	1.0	True	74.0	20.0	1.308332819650179	1	True	0.33820619999823975	2.0
3t2	1	20	25.0	7.0	0.55	1.0	True	25.0	7.0	1.2729656758128876	1	True	0.3382232999975372	2.0
3t2	1	21	48.0	14.0	0.55	1.0	True	48.0	14.0	1.2321436812926323	2	False	0.821904899999879	2.0
3t2	1	22	48.0	14.0	0.55	1.0	True	48.0	14.0	1.2321436812926323	1	True	0.6076480000010633	2.0
3t2	1	23	23.0	7.0	0.55	1.0	True	23.0	7.0	1.1895840668738364	1	True	1.2025949999987802	3.0
3t2	1	24	74.0	20.0	0.55	1.0	True	74.0	20.0	1.308332819650179	2	False	0.4184499000002688	2.0
3t2	2	25	28.0	109.0	1.0	0.55	False	109.0	28.0	1.3591433720539399	1	False	0.4123923000006471	1.0
3t2	2	26	7.0	24.0	1.0	0.55	False	24.0	7.0	1.2321436812926323	1	False	0.9381243999996514	2.0
3t2	2	27	28.0	101.0	1.0	0.55	False	101.0	28.0	1.2829160066660557	1	False	0.3469360999988709	1.0
3t2	2	28	28.0	106.0	1.0	0.55	False	106.0	28.0	1.3312345839368631	1	False	0.5528243000007933	1.0
3t2	2	29	7.0	25.0	1.0	0.55	False	25.0	7.0	1.2729656758128876	2	True	0.4223844000007375	2.0
3t2	2	30	7.0	23.0	1.0	0.55	False	23.0	7.0	1.1895840668738364	2	True	0.8248275000005094	2.0
3t2	2	31	28.0	106.0	1.0	0.55	False	106.0	28.0	1.3312345839368631	1	False	0.6107957999993232	2.0
3t2	2	32	10.0	38.0	1.0	0.55	False	38.0	10.0	1.33500106673234	1	False	0.937521100000609	1.0
3t2	2	33	20.0	80.0	1.0	0.55	False	80.0	20.0	1.3862943611198906	2	True	1.2475436000022455	2.0
3t2	2	34	20.0	76.0	1.0	0.55	False	76.0	20.0	1.33500106673234	1	False	0.7509743000009621	2.0
3t2	2	35	7.0	28.0	1.0	0.55	False	28.0	7.0	1.3862943611198906	2	True	0.5213669000004302	2.0
3t2	2	36	5.0	16.0	1.0	0.55	False	16.0	5.0	1.1631508098056809	2	True	0.40485679999983404	1.0
3t2	2	37	51.0	14.0	0.55	1.0	True	51.0	14.0	1.292768303109067	2	False	0.4549526999981026	1.0
3t2	2	38	98.0	28.0	0.55	1.0	True	98.0	28.0	1.252762968495368	1	True	1.0589274999983616	3.0
3t2	2	39	20.0	5.0	0.55	1.0	True	20.0	5.0	1.3862943611198906	1	True	1.004841899997757	2.0
3t2	2	40	77.0	20.0	0.55	1.0	True	77.0	20.0	1.3480731482996928	2	False	0.5882265000000473	2.0
3t2	2	41	37.0	10.0	0.55	1.0	True	37.0	10.0	1.308332819650179	1	True	0.5753385999996112	3.0
3t2	2	42	40.0	10.0	0.55	1.0	True	40.0	10.0	1.3862943611198906	2	False	0.5549619999983406	2.0
3t2	2	43	24.0	7.0	0.55	1.0	True	24.0	7.0	1.2321436812926323	1	True	0.6111004000013054	2.0
3t2	2	44	49.0	14.0	0.55	1.0	True	49.0	14.0	1.252762968495368	2	False	0.6048958999999741	2.0
3t2	2	45	80.0	20.0	0.55	1.0	True	80.0	20.0	1.3862943611198906	1	True	0.567235200000141	3.0
3t2	2	46	112.0	28.0	0.55	1.0	True	112.0	28.0	1.3862943611198906	2	False	0.4251766000015209	1.0
3t2	2	47	34.0	10.0	0.55	1.0	True	34.0	10.0	1.2237754316221157	2	False	0.6218617000012614	2.0
3t2	2	48	68.0	20.0	0.55	1.0	True	68.0	20.0	1.2237754316221157	2	False	0.538223100000323	2.0
3t2	3	49	5.0	20.0	1.0	0.55	False	20.0	5.0	1.3862943611198906	2	True	0.32141649999903166	1.0
3t2	3	50	10.0	35.0	1.0	0.55	False	35.0	10.0	1.252762968495368	2	True	0.50465170000097	2.0
3t2	3	51	14.0	51.0	1.0	0.55	False	51.0	14.0	1.292768303109067	2	True	0.5575602000026265	2.0
3t2	3	52	5.0	17.0	1.0	0.55	False	17.0	5.0	1.2237754316221157	2	True	0.6505595999988145	2.0
3t2	3	53	10.0	34.0	1.0	0.55	False	34.0	10.0	1.2237754316221157	1	False	0.5391721999986032	2.0
3t2	3	54	14.0	48.0	1.0	0.55	False	48.0	14.0	1.2321436812926323	2	True	0.6386266999979995	2.0
3t2	3	55	20.0	74.0	1.0	0.55	False	74.0	20.0	1.308332819650179	1	False	0.5080392000018037	2.0
3t2	3	56	28.0	112.0	1.0	0.55	False	112.0	28.0	1.3862943611198906	2	True	0.625595900000917	3.0
3t2	3	57	7.0	26.0	1.0	0.55	False	26.0	7.0	1.3121863889661687	2	True	1.1580491999993967	3.0
3t2	3	58	14.0	53.0	1.0	0.55	False	53.0	14.0	1.3312345839368631	1	False	0.5010901000023296	1.0
3t2	3	59	14.0	50.0	1.0	0.55	False	50.0	14.0	1.2729656758128876	2	True	0.3412683000024117	2.0
3t2	3	60	7.0	23.0	1.0	0.55	False	23.0	7.0	1.1895840668738364	1	False	0.8381590999997854	2.0
3t2	3	61	109.0	28.0	0.55	1.0	True	109.0	28.0	1.3591433720539399	2	False	1.038233499999535	2.0
3t2	3	62	103.0	28.0	0.55	1.0	True	103.0	28.0	1.3025244780544318	2	False	0.3847251999978596	2.0
3t2	3	63	53.0	14.0	0.55	1.0	True	53.0	14.0	1.3312345839368631	2	False	0.5008387999987178	2.0
3t2	3	64	18.0	5.0	0.55	1.0	True	18.0	5.0	1.2809338454620642	2	False	0.17157370000131777	3.0
