session	run	trial_nr	n1	n2	prob1	prob2	risky_first	n_risky	n_safe	log_risky_safe	choice	chose_risky	rt	certainty
3t2	1	1	15.0	14.0	0.55	1.0	True	15.0	14.0	0.06899287148695142	2	False	0.7956380680752915	1.0
3t2	1	2	33.0	14.0	0.55	1.0	True	33.0	14.0	0.8574502318512216	1	True	0.9085545047128107	2.0
3t2	1	3	11.0	10.0	0.55	1.0	True	11.0	10.0	0.09531017980432493	1	True	0.8569484858926444	3.0
3t2	1	4	10.0	5.0	0.55	1.0	True	10.0	5.0	0.6931471805599453	1	True	1.0575284655951407	1.0
3t2	1	5	25.0	14.0	0.55	1.0	True	25.0	14.0	0.5798184952529422	2	False	0.7405285451513919	2.0
3t2	1	6	31.0	28.0	0.55	1.0	True	31.0	28.0	0.10178269430994238	2	False	1.0075997651874786	2.0
3t2	1	7	13.0	5.0	0.55	1.0	True	13.0	5.0	0.9555114450274363	1	True	0.9237847728673216	1.0
3t2	1	8	8.0	7.0	0.55	1.0	True	8.0	7.0	0.13353139262452257	2	False	0.6565164694220869	1.0
3t2	1	9	9.0	5.0	0.55	1.0	True	9.0	5.0	0.5877866649021191	1	True	1.0074647600413016	4.0
3t2	1	10	23.0	10.0	0.55	1.0	True	23.0	10.0	0.8329091229351039	1	True	0.9071963167698414	2.0
3t2	1	11	18.0	10.0	0.55	1.0	True	18.0	10.0	0.5877866649021191	2	False	0.7570335270811199	3.0
3t2	1	12	16.0	10.0	0.55	1.0	True	16.0	10.0	0.47000362924573563	2	False	0.8072897957808891	1.0
3t2	1	13	14.0	20.0	1.0	0.55	False	20.0	14.0	0.3566749439387324	2	True	1.0933524429910904	4.0
3t2	1	14	5.0	10.0	1.0	0.55	False	10.0	5.0	0.6931471805599453	2	True	0.7236749003732541	2.0
3t2	1	15	5.0	9.0	1.0	0.55	False	9.0	5.0	0.5877866649021191	2	True	0.8573342148847587	1.0
3t2	1	16	5.0	13.0	1.0	0.55	False	13.0	5.0	0.9555114450274363	2	True	0.7908667812607746	1.0
3t2	1	17	20.0	25.0	1.0	0.55	False	25.0	20.0	0.22314355131420976	1	False	1.1581784189457096	1.0
3t2	1	18	10.0	26.0	1.0	0.55	False	26.0	10.0	0.9555114450274363	2	True	0.8239195369314984	3.0
3t2	1	19	7.0	11.0	1.0	0.55	False	11.0	7.0	0.4519851237430572	1	False	1.0911236526608832	4.0
3t2	1	20	28.0	45.0	1.0	0.55	False	45.0	28.0	0.4744579795951159	2	True	1.0912414808135509	3.0
